Time(S),Raw_Current(A),Denoised_Current(A)
62.8,-2.6866e-06,-2.6866e-06
62.9,-2.4293e-06,-2.7367e-06
63.0,-2.7367e-06,-2.6866e-06
63.1,-2.7833e-06,-2.4293e-06
63.2,-2.0314e-06,-2.6579e-06
63.3,-2.1506e-06,-2.4149e-06
63.4,-2.6579e-06,-2.1506e-06
63.5,-2.4149e-06,-2.4149e-06
63.6,-1.8792e-06,-2.5708e-06
63.7,-2.5708e-06,-2.5708e-06
63.8,-2.588e-06,-2.5708e-06
63.9,-2.7161e-06,-2.5708e-06
64.0,-2.1706e-06,-2.588e-06
64.1,-2.4589e-06,-2.5132e-06
64.2,-2.6335e-06,-2.4589e-06
64.3,-2.5132e-06,-2.4589e-06
64.4,-2.0214e-06,-2.3986e-06
64.5,-2.3986e-06,-2.3986e-06
64.6,-2.3532e-06,-2.3532e-06
64.7,-2.5764e-06,-2.3532e-06
64.8,-2.1114e-06,-2.3532e-06
64.9,-2.1925e-06,-2.4808e-06
65.0,-2.6029e-06,-2.1925e-06
65.1,-2.4808e-06,-2.1925e-06
65.2,-2.1838e-06,-2.1838e-06
65.3,-2.1235e-06,-2.1838e-06
65.4,-2.0273e-06,-2.1838e-06
65.5,-2.2904e-06,-2.2904e-06
65.6,-2.5278e-06,-2.2904e-06
65.7,-2.5064e-06,-2.5064e-06
65.8,-1.881e-06,-2.5064e-06
65.9,-2.6588e-06,-2.5064e-06
66.0,-2.1119e-06,-2.6588e-06
66.1,-2.6761e-06,-2.6588e-06
66.2,-2.809e-06,-2.248e-06
66.3,-2.248e-06,-2.5042e-06
66.4,-2.0513e-06,-2.248e-06
66.5,-2.5042e-06,-2.2313e-06
66.6,-2.2313e-06,-2.2313e-06
66.7,-2.1646e-06,-2.3332e-06
66.8,-2.4388e-06,-2.3065e-06
66.9,-2.3332e-06,-2.3332e-06
67.0,-2.3065e-06,-2.3332e-06
67.1,-2.4982e-06,-2.3332e-06
67.2,-2.2954e-06,-2.4982e-06
67.3,-2.9549e-06,-2.4982e-06
67.4,-2.6198e-06,-2.4202e-06
67.5,-2.4202e-06,-2.4202e-06
67.6,-2.2697e-06,-2.3852e-06
67.7,-2.222e-06,-2.2697e-06
67.8,-2.3852e-06,-2.2697e-06
67.9,-2.2477e-06,-2.2477e-06
68.0,-2.8023e-06,-2.2477e-06
68.1,-2.1417e-06,-2.1417e-06
68.2,-1.9587e-06,-2.1417e-06
68.3,-2.1173e-06,-2.1417e-06
68.4,-2.383e-06,-2.1173e-06
68.5,-3.0704e-06,-2.1173e-06
68.6,-1.9073e-06,-2.383e-06
68.7,-1.8387e-06,-2.3788e-06
68.8,-2.8763e-06,-2.3788e-06
68.9,-2.3788e-06,-2.3788e-06
69.0,-2.4888e-06,-2.3788e-06
69.1,-1.9931e-06,-2.3788e-06
69.2,-2.0209e-06,-2.4888e-06
69.3,-2.5356e-06,-2.2775e-06
69.4,-2.8109e-06,-2.3423e-06
69.5,-2.2775e-06,-2.5356e-06
69.6,-2.3423e-06,-2.8109e-06
69.7,-3.0721e-06,-2.3423e-06
69.8,-2.9827e-06,-2.9036e-06
69.9,-2.1188e-06,-2.9036e-06
70.0,-2.9036e-06,-2.6945e-06
70.1,-2.3021e-06,-2.6871e-06
70.2,-2.6945e-06,-2.6871e-06
70.3,-2.6871e-06,-2.3021e-06
70.4,-2.0182e-06,-2.6871e-06
70.5,-1.8991e-06,-2.6388e-06
70.6,-2.7293e-06,-2.6388e-06
70.7,-2.6388e-06,-2.6388e-06
70.8,-2.7573e-06,-2.6388e-06
70.9,-2.6219e-06,-2.6388e-06
71.0,-2.3765e-06,-2.6219e-06
71.1,-2.8881e-06,-2.4192e-06
71.2,-2.4192e-06,-2.3765e-06
71.3,-2.1495e-06,-2.4192e-06
71.4,-2.2158e-06,-2.4192e-06
71.5,-2.8027e-06,-2.2158e-06
71.6,-2.7004e-06,-2.5512e-06
71.7,-2.1815e-06,-2.5512e-06
71.8,-2.5512e-06,-2.5512e-06
71.9,-2.3308e-06,-2.4761e-06
72.0,-2.6657e-06,-2.4761e-06
72.1,-2.4761e-06,-2.4761e-06
72.2,-2.4623e-06,-2.6235e-06
72.3,-2.6235e-06,-2.4761e-06
72.4,-2.8858e-06,-2.4623e-06
72.5,-2.3993e-06,-2.3993e-06
72.6,-2.3398e-06,-2.3993e-06
72.7,-2.3185e-06,-2.3993e-06
72.8,-2.7668e-06,-2.4137e-06
72.9,-2.4231e-06,-2.4231e-06
73.0,-2.4137e-06,-2.5526e-06
73.1,-2.5526e-06,-2.475e-06
73.2,-2.6279e-06,-2.475e-06
73.3,-2.475e-06,-2.475e-06
73.4,-2.176e-06,-2.3796e-06
73.5,-2.3796e-06,-2.3796e-06
73.6,-2.2943e-06,-2.2943e-06
73.7,-2.8937e-06,-2.3796e-06
73.8,-1.8978e-06,-2.5125e-06
73.9,-2.8443e-06,-2.5125e-06
74.0,-2.5125e-06,-2.5125e-06
74.1,-2.3454e-06,-2.5125e-06
74.2,-2.7832e-06,-2.3454e-06
74.3,-2.2985e-06,-2.3304e-06
74.4,-2.0011e-06,-2.3304e-06
74.5,-2.3304e-06,-2.2985e-06
74.6,-2.5543e-06,-2.1273e-06
74.7,-2.1273e-06,-2.3304e-06
74.8,-1.8234e-06,-2.376e-06
74.9,-2.376e-06,-2.376e-06
75.0,-2.8181e-06,-2.4468e-06
75.1,-2.6961e-06,-2.6961e-06
75.2,-2.4468e-06,-2.6961e-06
75.3,-2.7137e-06,-2.5107e-06
75.4,-2.2114e-06,-2.4468e-06
75.5,-2.5107e-06,-2.2778e-06
75.6,-2.0012e-06,-2.2778e-06
75.7,-2.2778e-06,-2.3838e-06
75.8,-2.8157e-06,-2.2778e-06
75.9,-2.3838e-06,-2.3838e-06
76.0,-2.2631e-06,-2.3838e-06
76.1,-2.3918e-06,-2.3838e-06
76.2,-2.149e-06,-2.3885e-06
76.3,-2.7095e-06,-2.3885e-06
76.4,-2.3885e-06,-2.3885e-06
76.5,-1.9602e-06,-2.3885e-06
76.6,-2.5586e-06,-2.17e-06
76.7,-2.034e-06,-2.17e-06
76.8,-2.17e-06,-2.5586e-06
76.9,-2.6197e-06,-2.571e-06
77.0,-2.7793e-06,-2.6197e-06
77.1,-2.571e-06,-2.6197e-06
77.2,-2.7172e-06,-2.7172e-06
77.3,-2.2787e-06,-2.571e-06
77.4,-2.7757e-06,-2.4234e-06
77.5,-2.4234e-06,-2.2787e-06
77.6,-1.8641e-06,-2.4234e-06
77.7,-2.1607e-06,-2.4234e-06
77.8,-2.6876e-06,-2.4495e-06
77.9,-2.4495e-06,-2.4495e-06
78.0,-2.8868e-06,-2.6876e-06
78.1,-2.2533e-06,-2.4495e-06
78.2,-2.7393e-06,-2.583e-06
78.3,-2.3199e-06,-2.5433e-06
78.4,-2.583e-06,-2.5433e-06
78.5,-2.5433e-06,-2.3204e-06
78.6,-2.3204e-06,-2.3204e-06
78.7,-2.1646e-06,-2.3204e-06
78.8,-2.0203e-06,-2.1646e-06
78.9,-2.5887e-06,-2.1646e-06
79.0,-2.0373e-06,-2.0421e-06
79.1,-2.3493e-06,-2.0421e-06
79.2,-2.0421e-06,-2.0421e-06
79.3,-2.0121e-06,-2.2294e-06
79.4,-2.2294e-06,-2.2294e-06
79.5,-2.4833e-06,-2.4833e-06
79.6,-2.969e-06,-2.4833e-06
79.7,-2.6719e-06,-2.4833e-06
79.8,-2.0278e-06,-2.6719e-06
79.9,-2.1902e-06,-2.1902e-06
80.0,-2.8463e-06,-2.1902e-06
80.1,-2.0208e-06,-2.1902e-06
80.2,-2.4205e-06,-2.4205e-06
80.3,-2.0594e-06,-2.2622e-06
80.4,-2.525e-06,-2.2622e-06
80.5,-2.2622e-06,-2.2622e-06
80.6,-1.9569e-06,-2.3293e-06
80.7,-2.4114e-06,-2.2622e-06
80.8,-2.3293e-06,-2.3293e-06
80.9,-2.2152e-06,-2.4114e-06
81.0,-2.4326e-06,-2.4326e-06
81.1,-2.5246e-06,-2.4326e-06
81.2,-2.655e-06,-2.5246e-06
81.3,-2.4168e-06,-2.5251e-06
81.4,-2.5251e-06,-2.5251e-06
81.5,-2.7249e-06,-2.4168e-06
81.6,-2.1527e-06,-2.2616e-06
81.7,-2.0946e-06,-2.2616e-06
81.8,-2.2616e-06,-2.1527e-06
81.9,-2.5177e-06,-2.171e-06
82.0,-1.597e-06,-2.171e-06
82.1,-2.171e-06,-2.0923e-06
82.2,-2.0891e-06,-2.0891e-06
82.3,-2.0923e-06,-2.0923e-06
82.4,-2.0376e-06,-2.0923e-06
82.5,-2.6609e-06,-2.2771e-06
82.6,-2.7663e-06,-2.2771e-06
82.7,-2.2771e-06,-2.2771e-06
82.8,-2.233e-06,-2.2771e-06
82.9,-2.2638e-06,-2.2638e-06
83.0,-2.3825e-06,-2.2489e-06
83.1,-2.2489e-06,-2.2638e-06
83.2,-2.0913e-06,-2.3365e-06
83.3,-2.3365e-06,-2.3365e-06
83.4,-2.8593e-06,-2.3365e-06
83.5,-2.5591e-06,-2.3365e-06
83.6,-2.1129e-06,-2.3901e-06
83.7,-1.9457e-06,-2.356e-06
83.8,-2.3901e-06,-2.1129e-06
83.9,-2.356e-06,-2.356e-06
84.0,-2.0296e-06,-2.356e-06
84.1,-2.4842e-06,-2.356e-06
84.2,-2.2557e-06,-2.4842e-06
84.3,-2.7102e-06,-2.4842e-06
84.4,-2.6101e-06,-2.2976e-06
84.5,-2.2312e-06,-2.2976e-06
84.6,-2.2976e-06,-2.2976e-06
84.7,-2.2117e-06,-2.2854e-06
84.8,-2.8027e-06,-2.2854e-06
84.9,-2.2854e-06,-2.2117e-06
85.0,-2.0617e-06,-2.1876e-06
85.1,-2.1286e-06,-2.1876e-06
85.2,-2.1876e-06,-2.1876e-06
85.3,-2.5718e-06,-2.2768e-06
85.4,-2.2768e-06,-2.3162e-06
85.5,-2.3162e-06,-2.5718e-06
85.6,-2.6137e-06,-2.3208e-06
85.7,-3.0722e-06,-2.6137e-06
85.8,-2.3208e-06,-2.6137e-06
85.9,-2.973e-06,-2.426e-06
86.0,-2.426e-06,-2.426e-06
86.1,-2.0891e-06,-2.5536e-06
86.2,-2.5536e-06,-2.426e-06
86.3,-2.5708e-06,-2.5536e-06
86.4,-2.0764e-06,-2.5536e-06
86.5,-2.6215e-06,-2.5601e-06
86.6,-2.2514e-06,-2.5601e-06
86.7,-2.5601e-06,-2.5601e-06
86.8,-2.6457e-06,-2.5601e-06
86.9,-1.9603e-06,-2.6457e-06
87.0,-2.9731e-06,-2.6457e-06
87.1,-2.8944e-06,-2.439e-06
87.2,-2.439e-06,-2.588e-06
87.3,-2.1199e-06,-2.439e-06
87.4,-2.588e-06,-2.3559e-06
87.5,-2.3559e-06,-2.3559e-06
87.6,-2.1501e-06,-2.3699e-06
87.7,-2.3699e-06,-2.3699e-06
87.8,-2.4383e-06,-2.4383e-06
87.9,-2.7738e-06,-2.4383e-06
88.0,-2.7008e-06,-2.4383e-06
88.1,-2.4269e-06,-2.4269e-06
88.2,-2.1351e-06,-2.2334e-06
88.3,-1.7108e-06,-2.2334e-06
88.4,-2.2334e-06,-2.2334e-06
88.5,-2.5862e-06,-2.5376e-06
88.6,-2.5695e-06,-2.5376e-06
88.7,-2.5376e-06,-2.5695e-06
88.8,-2.2922e-06,-2.558e-06
88.9,-2.7938e-06,-2.558e-06
89.0,-2.558e-06,-2.558e-06
89.1,-2.5773e-06,-2.5773e-06
89.2,-2.305e-06,-2.558e-06
89.3,-2.8434e-06,-2.5773e-06
89.4,-2.3319e-06,-2.3319e-06
89.5,-2.8267e-06,-2.3319e-06
89.6,-2.2949e-06,-2.3319e-06
89.7,-1.9074e-06,-2.7769e-06
89.8,-2.8335e-06,-2.7769e-06
89.9,-2.7769e-06,-2.7769e-06
90.0,-2.9793e-06,-2.7769e-06
90.1,-2.5205e-06,-2.7769e-06
90.2,-2.581e-06,-2.581e-06
90.3,-2.8459e-06,-2.581e-06
90.4,-2.2504e-06,-2.581e-06
90.5,-2.6577e-06,-2.5644e-06
90.6,-2.5644e-06,-2.5644e-06
90.7,-2.1198e-06,-2.5644e-06
90.8,-3.0256e-06,-2.4111e-06
90.9,-2.0354e-06,-2.4111e-06
91.0,-2.4111e-06,-2.4111e-06
91.1,-2.5723e-06,-2.3305e-06
91.2,-2.2606e-06,-2.3305e-06
91.3,-2.3305e-06,-2.2952e-06
91.4,-2.2811e-06,-2.2811e-06
91.5,-2.2952e-06,-2.2952e-06
91.6,-2.0549e-06,-2.2952e-06
91.7,-2.4224e-06,-2.2952e-06
91.8,-2.7146e-06,-2.3032e-06
91.9,-2.2042e-06,-2.4127e-06
92.0,-2.3032e-06,-2.387e-06
92.1,-2.4127e-06,-2.387e-06
92.2,-2.387e-06,-2.4127e-06
92.3,-2.5549e-06,-2.5549e-06
92.4,-2.5911e-06,-2.5549e-06
92.5,-2.9626e-06,-2.5549e-06
92.6,-2.2678e-06,-2.4428e-06
92.7,-2.4428e-06,-2.4326e-06
92.8,-2.4326e-06,-2.2678e-06
92.9,-1.7185e-06,-2.4326e-06
93.0,-2.172e-06,-2.2466e-06
93.1,-2.4468e-06,-2.2466e-06
93.2,-2.2466e-06,-2.2466e-06
93.3,-2.786e-06,-2.4468e-06
93.4,-2.0493e-06,-2.5723e-06
93.5,-3.3031e-06,-2.5723e-06
93.6,-2.5723e-06,-2.4581e-06
93.7,-2.4581e-06,-2.5723e-06
93.8,-2.248e-06,-2.4581e-06
93.9,-2.577e-06,-2.4581e-06
94.0,-2.3054e-06,-2.3054e-06
94.1,-2.6588e-06,-2.5106e-06
94.2,-2.2775e-06,-2.5106e-06
94.3,-2.5106e-06,-2.5106e-06
94.4,-2.7795e-06,-2.479e-06
94.5,-2.479e-06,-2.5106e-06
94.6,-2.1917e-06,-2.6966e-06
94.7,-2.9569e-06,-2.634e-06
94.8,-2.6966e-06,-2.634e-06
94.9,-2.634e-06,-2.634e-06
95.0,-2.1917e-06,-2.1917e-06
95.1,-2.1331e-06,-2.181e-06
95.2,-2.181e-06,-2.181e-06
95.3,-1.8651e-06,-2.181e-06
95.4,-2.3963e-06,-2.181e-06
95.5,-2.8036e-06,-2.1625e-06
95.6,-1.9093e-06,-2.1625e-06
95.7,-2.1625e-06,-2.1625e-06
95.8,-2.09e-06,-2.09e-06
95.9,-2.7079e-06,-2.09e-06
96.0,-2.0064e-06,-2.09e-06
96.1,-1.8234e-06,-2.5814e-06
96.2,-2.5814e-06,-2.5814e-06
96.3,-2.8652e-06,-2.5814e-06
96.4,-2.8107e-06,-2.5814e-06
96.5,-1.9204e-06,-2.4323e-06
96.6,-2.4323e-06,-2.4274e-06
96.7,-2.4274e-06,-2.4216e-06
96.8,-2.0553e-06,-2.4216e-06
96.9,-2.4216e-06,-2.3396e-06
97.0,-2.3396e-06,-2.3396e-06
97.1,-1.9633e-06,-2.3396e-06
97.2,-2.8385e-06,-2.0545e-06
97.3,-1.7866e-06,-2.0545e-06
97.4,-2.0545e-06,-2.0545e-06
97.5,-2.2801e-06,-2.0545e-06
97.6,-1.7691e-06,-2.2801e-06
97.7,-2.5274e-06,-2.5274e-06
97.8,-2.5712e-06,-2.5274e-06
97.9,-2.8852e-06,-2.5274e-06
98.0,-2.1336e-06,-2.5712e-06
98.1,-2.1701e-06,-2.6406e-06
98.2,-2.6406e-06,-2.201e-06
98.3,-2.6964e-06,-2.5716e-06
98.4,-2.201e-06,-2.5716e-06
98.5,-2.5716e-06,-2.5703e-06
98.6,-2.0478e-06,-2.5703e-06
98.7,-2.5703e-06,-2.5703e-06
98.8,-2.7865e-06,-2.539e-06
98.9,-1.9953e-06,-2.539e-06
99.0,-2.539e-06,-2.4228e-06
99.1,-2.4228e-06,-2.2174e-06
99.2,-2.2174e-06,-2.4228e-06
99.3,-2.1574e-06,-2.218e-06
99.4,-2.5495e-06,-2.218e-06
99.5,-2.218e-06,-2.2731e-06
99.6,-2.2731e-06,-2.2941e-06
99.7,-2.2941e-06,-2.2941e-06
99.8,-2.5108e-06,-2.3847e-06
99.9,-2.5792e-06,-2.5108e-06
100.0,-2.3847e-06,-2.5792e-06
100.1,-2.6322e-06,-2.6283e-06
100.2,-2.811e-06,-2.6283e-06
100.3,-2.6283e-06,-2.6283e-06
100.4,-2.3911e-06,-2.4403e-06
100.5,-2.4403e-06,-2.4403e-06
100.6,-1.8117e-06,-2.3911e-06
100.7,-2.6566e-06,-2.1359e-06
100.8,-2.1359e-06,-2.1359e-06
100.9,-2.0118e-06,-2.5994e-06
101.0,-2.6568e-06,-2.1359e-06
101.1,-2.5994e-06,-2.0118e-06
101.2,-1.7889e-06,-2.5994e-06
101.3,-1.7239e-06,-2.3055e-06
101.4,-2.7782e-06,-2.3055e-06
101.5,-2.3055e-06,-2.5514e-06
101.6,-2.7548e-06,-2.6555e-06
101.7,-2.5514e-06,-2.6555e-06
101.8,-2.6555e-06,-2.6555e-06
101.9,-3.0923e-06,-2.5514e-06
102.0,-2.3849e-06,-2.3849e-06
102.1,-2.1556e-06,-2.3103e-06
102.2,-2.3103e-06,-2.3103e-06
102.3,-2.3035e-06,-2.3103e-06
102.4,-2.4336e-06,-2.4336e-06
102.5,-2.7072e-06,-2.5446e-06
102.6,-2.5446e-06,-2.7072e-06
102.7,-2.7159e-06,-2.7072e-06
102.8,-2.7965e-06,-2.5446e-06
102.9,-1.8417e-06,-2.3292e-06
103.0,-2.0302e-06,-2.2911e-06
103.1,-2.3292e-06,-2.2911e-06
103.2,-2.2911e-06,-2.3292e-06
103.3,-2.4677e-06,-2.3292e-06
103.4,-2.4408e-06,-2.4408e-06
103.5,-2.1807e-06,-2.4677e-06
103.6,-2.5601e-06,-2.5601e-06
103.7,-2.8414e-06,-2.5721e-06
103.8,-2.5721e-06,-2.5721e-06
103.9,-2.5877e-06,-2.5721e-06
104.0,-2.28e-06,-2.28e-06
104.1,-1.9835e-06,-2.28e-06
104.2,-2.0008e-06,-2.0008e-06
104.3,-2.4355e-06,-2.0008e-06
104.4,-1.6059e-06,-2.4355e-06
104.5,-2.7673e-06,-2.6872e-06
104.6,-2.6872e-06,-2.7673e-06
104.7,-2.8226e-06,-2.7673e-06
104.8,-2.8409e-06,-2.6872e-06
104.9,-2.1392e-06,-2.4005e-06
105.0,-2.4005e-06,-2.4005e-06
105.1,-2.1786e-06,-2.3928e-06
105.2,-2.6809e-06,-2.3928e-06
105.3,-2.3928e-06,-2.3928e-06
105.4,-2.0619e-06,-2.5358e-06
105.5,-2.6218e-06,-2.3928e-06
105.6,-2.5358e-06,-2.5358e-06
105.7,-2.0084e-06,-2.5358e-06
105.8,-2.7195e-06,-2.5358e-06
105.9,-2.4286e-06,-2.4286e-06
106.0,-2.8385e-06,-2.4286e-06
106.1,-2.3088e-06,-2.3088e-06
106.2,-2.3046e-06,-2.3088e-06
106.3,-2.12e-06,-2.3088e-06
106.4,-2.4551e-06,-2.3046e-06
106.5,-2.5156e-06,-2.4551e-06
106.6,-2.0159e-06,-2.5156e-06
106.7,-2.8127e-06,-2.5156e-06
106.8,-2.8456e-06,-2.3671e-06
106.9,-2.3671e-06,-2.7088e-06
107.0,-1.9876e-06,-2.3671e-06
107.1,-2.7088e-06,-2.3273e-06
107.2,-2.0903e-06,-2.0903e-06
107.3,-2.3273e-06,-2.3273e-06
107.4,-1.912e-06,-2.3273e-06
107.5,-2.3609e-06,-2.3609e-06
107.6,-2.4364e-06,-2.4364e-06
107.7,-2.7569e-06,-2.4364e-06
107.8,-2.7125e-06,-2.5249e-06
107.9,-2.3848e-06,-2.6526e-06
108.0,-2.5249e-06,-2.5249e-06
108.1,-2.6526e-06,-2.3848e-06
108.2,-2.0755e-06,-2.5249e-06
108.3,-2.052e-06,-2.6104e-06
108.4,-2.6969e-06,-2.5921e-06
108.5,-2.6104e-06,-2.6104e-06
108.6,-2.5921e-06,-2.6141e-06
108.7,-2.6141e-06,-2.6141e-06
108.8,-2.8348e-06,-2.7565e-06
108.9,-2.9981e-06,-2.8348e-06
109.0,-2.7565e-06,-2.8348e-06
109.1,-2.9238e-06,-2.7565e-06
109.2,-2.3205e-06,-2.5908e-06
109.3,-2.5908e-06,-2.5908e-06
109.4,-2.3283e-06,-2.3283e-06
109.5,-2.7874e-06,-2.5908e-06
109.6,-1.977e-06,-2.3283e-06
109.7,-3.222e-06,-2.7874e-06
109.8,-2.0311e-06,-2.4582e-06
109.9,-2.8496e-06,-2.5916e-06
110.0,-2.4582e-06,-2.4582e-06
110.1,-2.5916e-06,-2.5916e-06
110.2,-2.1551e-06,-2.5916e-06
110.3,-2.9237e-06,-2.5916e-06
110.4,-2.8415e-06,-2.6765e-06
110.5,-2.2535e-06,-2.8415e-06
110.6,-2.6765e-06,-2.6765e-06
110.7,-2.9445e-06,-2.6765e-06
110.8,-2.5294e-06,-2.6765e-06
110.9,-3.2071e-06,-2.7933e-06
111.0,-2.6479e-06,-2.6479e-06
111.1,-2.7933e-06,-2.7279e-06
111.2,-2.383e-06,-2.7279e-06
111.3,-2.7279e-06,-2.7279e-06
111.4,-2.9313e-06,-2.7279e-06
111.5,-2.3082e-06,-2.7279e-06
111.6,-2.8506e-06,-2.5723e-06
111.7,-2.5723e-06,-2.4468e-06
111.8,-1.8589e-06,-2.5723e-06
111.9,-2.4468e-06,-2.4468e-06
112.0,-2.7573e-06,-2.3283e-06
112.1,-2.096e-06,-2.4468e-06
112.2,-2.3283e-06,-2.3792e-06
112.3,-2.5407e-06,-2.3792e-06
112.4,-2.3792e-06,-2.3835e-06
112.5,-2.3835e-06,-2.3835e-06
112.6,-2.8292e-06,-2.3835e-06
112.7,-2.3544e-06,-2.3835e-06
112.8,-2.7697e-06,-2.5022e-06
112.9,-2.3653e-06,-2.5022e-06
113.0,-2.5022e-06,-2.5022e-06
113.1,-2.5114e-06,-2.5022e-06
113.2,-2.4385e-06,-2.5114e-06
113.3,-2.8248e-06,-2.5758e-06
113.4,-2.6669e-06,-2.5758e-06
113.5,-2.5758e-06,-2.5758e-06
113.6,-2.5043e-06,-2.5279e-06
113.7,-2.5279e-06,-2.5279e-06
113.8,-2.356e-06,-2.5043e-06
113.9,-2.5443e-06,-2.5279e-06
114.0,-2.2025e-06,-2.3935e-06
114.1,-2.8541e-06,-2.3935e-06
114.2,-2.3935e-06,-2.3904e-06
114.3,-2.3904e-06,-2.3935e-06
114.4,-2.1164e-06,-2.3935e-06
114.5,-2.6233e-06,-2.6201e-06
114.6,-2.8201e-06,-2.6201e-06
114.7,-2.6201e-06,-2.6233e-06
114.8,-2.5769e-06,-2.6201e-06
114.9,-2.8901e-06,-2.6201e-06
115.0,-2.2557e-06,-2.5769e-06
115.1,-2.713e-06,-2.713e-06
115.2,-2.2555e-06,-2.6971e-06
115.3,-2.8231e-06,-2.6971e-06
115.4,-2.6971e-06,-2.6971e-06
115.5,-2.4149e-06,-2.6971e-06
115.6,-2.7951e-06,-2.5281e-06
115.7,-2.4352e-06,-2.5281e-06
115.8,-2.5281e-06,-2.5281e-06
115.9,-2.5604e-06,-2.5281e-06
116.0,-2.4682e-06,-2.5281e-06
116.1,-2.612e-06,-2.5604e-06
116.2,-2.5273e-06,-2.612e-06
116.3,-2.6756e-06,-2.612e-06
116.4,-2.9716e-06,-2.6756e-06
116.5,-2.0207e-06,-2.7718e-06
116.6,-2.7718e-06,-2.7718e-06
116.7,-2.8201e-06,-2.6491e-06
116.8,-2.6491e-06,-2.6491e-06
116.9,-1.9065e-06,-2.6491e-06
117.0,-2.4341e-06,-2.4341e-06
117.1,-2.7767e-06,-2.3445e-06
117.2,-1.8534e-06,-2.3445e-06
117.3,-2.3445e-06,-2.2822e-06
117.4,-2.2822e-06,-2.2534e-06
117.5,-2.1353e-06,-2.2822e-06
117.6,-2.2534e-06,-2.2822e-06
117.7,-2.7917e-06,-2.3021e-06
117.8,-2.3021e-06,-2.5861e-06
117.9,-2.9234e-06,-2.5861e-06
118.0,-2.5861e-06,-2.5833e-06
118.1,-1.466e-06,-2.5833e-06
118.2,-2.5833e-06,-2.5484e-06
118.3,-2.5484e-06,-2.5484e-06
118.4,-2.2554e-06,-2.5484e-06
118.5,-3.241e-06,-2.4304e-06
118.6,-2.4304e-06,-2.3898e-06
118.7,-2.2552e-06,-2.4304e-06
118.8,-2.3898e-06,-2.4304e-06
118.9,-2.9775e-06,-2.5454e-06
119.0,-2.9503e-06,-2.5454e-06
119.1,-2.5454e-06,-2.6249e-06
119.2,-2.264e-06,-2.5454e-06
119.3,-2.6249e-06,-2.5454e-06
119.4,-2.3516e-06,-2.4367e-06
119.5,-2.8111e-06,-2.6249e-06
119.6,-2.4367e-06,-2.6923e-06
119.7,-2.6923e-06,-2.6923e-06
119.8,-2.8541e-06,-2.6923e-06
119.9,-2.4806e-06,-2.6923e-06
120.0,-2.7134e-06,-2.4806e-06
120.1,-2.4537e-06,-2.4806e-06
120.2,-2.4749e-06,-2.4749e-06
120.3,-2.6762e-06,-2.4749e-06
120.4,-2.3894e-06,-2.4749e-06
120.5,-3.288e-06,-2.4991e-06
120.6,-2.1119e-06,-2.3894e-06
120.7,-2.4991e-06,-2.4991e-06
120.8,-2.2465e-06,-2.2465e-06
120.9,-2.7876e-06,-2.2465e-06
121.0,-2.1538e-06,-2.1538e-06
121.1,-2.0108e-06,-2.1538e-06
121.2,-2.113e-06,-2.1538e-06
121.3,-2.4338e-06,-2.4338e-06
121.4,-2.5231e-06,-2.5231e-06
121.5,-3.0892e-06,-2.5231e-06
121.6,-2.729e-06,-2.5231e-06
121.7,-2.4238e-06,-2.4238e-06
121.8,-2.4118e-06,-2.4238e-06
121.9,-2.2951e-06,-2.4118e-06
122.0,-3.1807e-06,-2.4118e-06
122.1,-1.8669e-06,-2.6286e-06
122.2,-2.6286e-06,-2.6286e-06
122.3,-2.7695e-06,-2.2541e-06
122.4,-2.2541e-06,-2.2623e-06
122.5,-1.9827e-06,-2.2623e-06
122.6,-2.2623e-06,-2.2623e-06
122.7,-2.8343e-06,-2.2623e-06
122.8,-2.396e-06,-2.396e-06
122.9,-2.2054e-06,-2.4826e-06
123.0,-2.4826e-06,-2.4826e-06
123.1,-3.0959e-06,-2.4949e-06
123.2,-2.4949e-06,-2.4949e-06
123.3,-2.581e-06,-2.4949e-06
123.4,-2.1237e-06,-2.4021e-06
123.5,-2.4021e-06,-2.4021e-06
123.6,-2.1693e-06,-2.4021e-06
123.7,-2.6239e-06,-2.46e-06
123.8,-2.5936e-06,-2.5379e-06
123.9,-2.46e-06,-2.5379e-06
124.0,-2.5379e-06,-2.5379e-06
124.1,-2.3763e-06,-2.46e-06
124.2,-2.5649e-06,-2.4029e-06
124.3,-2.1772e-06,-2.4029e-06
124.4,-2.4029e-06,-2.5649e-06
124.5,-2.7112e-06,-2.4029e-06
124.6,-3.0553e-06,-2.4029e-06
