Time(S),Denoised_Current(A),Pseudo_Label(1=周期)
82.0,-2.171e-06,0.0
82.1,-2.0923e-06,0.0
82.2,-2.0891e-06,1.0
82.3,-2.0923e-06,1.0
82.4,-2.0923e-06,1.0
82.5,-2.2771e-06,1.0
82.6,-2.2771e-06,1.0
82.7,-2.2771e-06,1.0
82.8,-2.2771e-06,1.0
82.9,-2.2638e-06,1.0
83.0,-2.2489e-06,1.0
83.1,-2.2638e-06,1.0
83.2,-2.3365e-06,1.0
83.3,-2.3365e-06,1.0
83.4,-2.3365e-06,1.0
83.5,-2.3365e-06,1.0
83.6,-2.3901e-06,1.0
83.7,-2.356e-06,1.0
83.8,-2.1129e-06,1.0
83.9,-2.356e-06,1.0
84.0,-2.356e-06,1.0
84.1,-2.356e-06,1.0
84.2,-2.4842e-06,1.0
84.3,-2.4842e-06,1.0
84.4,-2.2976e-06,1.0
84.5,-2.2976e-06,1.0
84.6,-2.2976e-06,1.0
84.7,-2.2854e-06,1.0
84.8,-2.2854e-06,1.0
84.9,-2.2117e-06,1.0
85.0,-2.1876e-06,1.0
85.1,-2.1876e-06,1.0
85.2,-2.1876e-06,1.0
85.3,-2.2768e-06,1.0
85.4,-2.3162e-06,1.0
85.5,-2.5718e-06,1.0
85.6,-2.3208e-06,0.0
85.7,-2.6137e-06,0.0
85.8,-2.6137e-06,0.0
85.9,-2.426e-06,0.0
86.0,-2.426e-06,0.0
86.1,-2.5536e-06,0.0
86.2,-2.426e-06,1.0
86.3,-2.5536e-06,1.0
86.4,-2.5536e-06,1.0
86.5,-2.5601e-06,1.0
86.6,-2.5601e-06,1.0
86.7,-2.5601e-06,1.0
86.8,-2.5601e-06,1.0
86.9,-2.6457e-06,1.0
87.0,-2.6457e-06,1.0
87.1,-2.439e-06,1.0
87.2,-2.588e-06,1.0
87.3,-2.439e-06,1.0
87.4,-2.3559e-06,1.0
87.5,-2.3559e-06,1.0
87.6,-2.3699e-06,1.0
87.7,-2.3699e-06,1.0
87.8,-2.4383e-06,1.0
87.9,-2.4383e-06,1.0
88.0,-2.4383e-06,1.0
88.1,-2.4269e-06,1.0
88.2,-2.2334e-06,1.0
88.3,-2.2334e-06,1.0
88.4,-2.2334e-06,1.0
88.5,-2.5376e-06,1.0
88.6,-2.5376e-06,1.0
88.7,-2.5695e-06,1.0
88.8,-2.558e-06,1.0
88.9,-2.558e-06,1.0
89.0,-2.558e-06,1.0
89.1,-2.5773e-06,1.0
89.2,-2.558e-06,1.0
89.3,-2.5773e-06,1.0
89.4,-2.3319e-06,1.0
89.5,-2.3319e-06,1.0
89.6,-2.3319e-06,1.0
89.7,-2.7769e-06,1.0
89.8,-2.7769e-06,1.0
89.9,-2.7769e-06,1.0
90.0,-2.7769e-06,1.0
90.1,-2.7769e-06,1.0
90.2,-2.581e-06,1.0
90.3,-2.581e-06,1.0
90.4,-2.581e-06,1.0
90.5,-2.5644e-06,1.0
90.6,-2.5644e-06,1.0
90.7,-2.5644e-06,1.0
90.8,-2.4111e-06,1.0
90.9,-2.4111e-06,1.0
91.0,-2.4111e-06,1.0
91.1,-2.3305e-06,1.0
91.2,-2.3305e-06,1.0
91.3,-2.2952e-06,1.0
91.4,-2.2811e-06,1.0
91.5,-2.2952e-06,1.0
91.6,-2.2952e-06,1.0
91.7,-2.2952e-06,1.0
91.8,-2.3032e-06,1.0
91.9,-2.4127e-06,1.0
92.0,-2.387e-06,1.0
92.1,-2.387e-06,1.0
92.2,-2.4127e-06,1.0
92.3,-2.5549e-06,1.0
92.4,-2.5549e-06,1.0
92.5,-2.5549e-06,1.0
92.6,-2.4428e-06,1.0
92.7,-2.4326e-06,1.0
92.8,-2.2678e-06,0.0
92.9,-2.4326e-06,0.0
93.0,-2.2466e-06,0.0
93.1,-2.2466e-06,1.0
93.2,-2.2466e-06,1.0
93.3,-2.4468e-06,1.0
93.4,-2.5723e-06,1.0
93.5,-2.5723e-06,1.0
93.6,-2.4581e-06,1.0
93.7,-2.5723e-06,1.0
93.8,-2.4581e-06,1.0
93.9,-2.4581e-06,1.0
94.0,-2.3054e-06,1.0
94.1,-2.5106e-06,1.0
94.2,-2.5106e-06,1.0
94.3,-2.5106e-06,1.0
94.4,-2.479e-06,1.0
94.5,-2.5106e-06,1.0
94.6,-2.6966e-06,1.0
94.7,-2.634e-06,1.0
94.8,-2.634e-06,1.0
94.9,-2.634e-06,1.0
95.0,-2.1917e-06,1.0
95.1,-2.181e-06,1.0
95.2,-2.181e-06,1.0
95.3,-2.181e-06,1.0
95.4,-2.181e-06,1.0
95.5,-2.1625e-06,1.0
95.6,-2.1625e-06,1.0
95.7,-2.1625e-06,1.0
95.8,-2.09e-06,1.0
95.9,-2.09e-06,1.0
96.0,-2.09e-06,1.0
96.1,-2.5814e-06,1.0
96.2,-2.5814e-06,1.0
96.3,-2.5814e-06,1.0
96.4,-2.5814e-06,1.0
96.5,-2.4323e-06,1.0
96.6,-2.4274e-06,1.0
96.7,-2.4216e-06,1.0
96.8,-2.4216e-06,1.0
96.9,-2.3396e-06,1.0
97.0,-2.3396e-06,1.0
97.1,-2.3396e-06,1.0
97.2,-2.0545e-06,1.0
97.3,-2.0545e-06,1.0
97.4,-2.0545e-06,1.0
97.5,-2.0545e-06,1.0
97.6,-2.2801e-06,1.0
97.7,-2.5274e-06,1.0
97.8,-2.5274e-06,1.0
97.9,-2.5274e-06,1.0
98.0,-2.5712e-06,1.0
98.1,-2.6406e-06,1.0
98.2,-2.201e-06,1.0
98.3,-2.5716e-06,1.0
98.4,-2.5716e-06,1.0
98.5,-2.5703e-06,1.0
98.6,-2.5703e-06,1.0
98.7,-2.5703e-06,1.0
98.8,-2.539e-06,1.0
98.9,-2.539e-06,1.0
99.0,-2.4228e-06,1.0
99.1,-2.2174e-06,0.0
99.2,-2.4228e-06,0.0
99.3,-2.218e-06,1.0
99.4,-2.218e-06,1.0
99.5,-2.2731e-06,1.0
99.6,-2.2941e-06,1.0
99.7,-2.2941e-06,1.0
99.8,-2.3847e-06,1.0
99.9,-2.5108e-06,1.0
100.0,-2.5792e-06,1.0
100.1,-2.6283e-06,1.0
100.2,-2.6283e-06,1.0
100.3,-2.6283e-06,1.0
100.4,-2.4403e-06,1.0
100.5,-2.4403e-06,1.0
100.6,-2.3911e-06,1.0
100.7,-2.1359e-06,0.0
100.8,-2.1359e-06,0.0
100.9,-2.5994e-06,0.0
101.0,-2.1359e-06,0.0
101.1,-2.0118e-06,0.0
101.2,-2.5994e-06,0.0
101.3,-2.3055e-06,1.0
101.4,-2.3055e-06,1.0
101.5,-2.5514e-06,1.0
101.6,-2.6555e-06,1.0
101.7,-2.6555e-06,1.0
101.8,-2.6555e-06,1.0
101.9,-2.5514e-06,1.0
102.0,-2.3849e-06,1.0
102.1,-2.3103e-06,1.0
102.2,-2.3103e-06,1.0
102.3,-2.3103e-06,1.0
102.4,-2.4336e-06,1.0
102.5,-2.5446e-06,1.0
102.6,-2.7072e-06,1.0
102.7,-2.7072e-06,1.0
102.8,-2.5446e-06,1.0
102.9,-2.3292e-06,1.0
103.0,-2.2911e-06,1.0
103.1,-2.2911e-06,1.0
103.2,-2.3292e-06,1.0
103.3,-2.3292e-06,1.0
103.4,-2.4408e-06,1.0
103.5,-2.4677e-06,1.0
103.6,-2.5601e-06,1.0
103.7,-2.5721e-06,1.0
103.8,-2.5721e-06,1.0
103.9,-2.5721e-06,1.0
104.0,-2.28e-06,1.0
104.1,-2.28e-06,1.0
104.2,-2.0008e-06,1.0
104.3,-2.0008e-06,1.0
104.4,-2.4355e-06,1.0
104.5,-2.6872e-06,1.0
104.6,-2.7673e-06,1.0
104.7,-2.7673e-06,1.0
104.8,-2.6872e-06,1.0
104.9,-2.4005e-06,1.0
105.0,-2.4005e-06,1.0
105.1,-2.3928e-06,1.0
105.2,-2.3928e-06,0.0
105.3,-2.3928e-06,0.0
105.4,-2.5358e-06,0.0
105.5,-2.3928e-06,1.0
105.6,-2.5358e-06,1.0
105.7,-2.5358e-06,1.0
105.8,-2.5358e-06,1.0
105.9,-2.4286e-06,1.0
106.0,-2.4286e-06,1.0
106.1,-2.3088e-06,1.0
106.2,-2.3088e-06,1.0
106.3,-2.3088e-06,1.0
106.4,-2.3046e-06,0.0
106.5,-2.4551e-06,0.0
106.6,-2.5156e-06,0.0
106.7,-2.5156e-06,0.0
106.8,-2.3671e-06,0.0
106.9,-2.7088e-06,0.0
107.0,-2.3671e-06,0.0
107.1,-2.3273e-06,0.0
107.2,-2.0903e-06,1.0
107.3,-2.3273e-06,1.0
107.4,-2.3273e-06,1.0
107.5,-2.3609e-06,1.0
107.6,-2.4364e-06,1.0
107.7,-2.4364e-06,1.0
107.8,-2.5249e-06,1.0
107.9,-2.6526e-06,1.0
108.0,-2.5249e-06,1.0
108.1,-2.3848e-06,1.0
108.2,-2.5249e-06,1.0
108.3,-2.6104e-06,1.0
108.4,-2.5921e-06,1.0
108.5,-2.6104e-06,1.0
108.6,-2.6141e-06,1.0
108.7,-2.6141e-06,1.0
108.8,-2.7565e-06,1.0
108.9,-2.8348e-06,1.0
109.0,-2.8348e-06,1.0
109.1,-2.7565e-06,1.0
109.2,-2.5908e-06,1.0
109.3,-2.5908e-06,1.0
109.4,-2.3283e-06,0.0
109.5,-2.5908e-06,0.0
109.6,-2.3283e-06,1.0
109.7,-2.7874e-06,1.0
109.8,-2.4582e-06,1.0
109.9,-2.5916e-06,1.0
110.0,-2.4582e-06,1.0
110.1,-2.5916e-06,1.0
110.2,-2.5916e-06,1.0
110.3,-2.5916e-06,1.0
110.4,-2.6765e-06,1.0
110.5,-2.8415e-06,1.0
110.6,-2.6765e-06,1.0
110.7,-2.6765e-06,1.0
110.8,-2.6765e-06,1.0
110.9,-2.7933e-06,1.0
111.0,-2.6479e-06,1.0
111.1,-2.7279e-06,1.0
111.2,-2.7279e-06,1.0
111.3,-2.7279e-06,1.0
111.4,-2.7279e-06,1.0
111.5,-2.7279e-06,1.0
111.6,-2.5723e-06,1.0
111.7,-2.4468e-06,1.0
111.8,-2.5723e-06,1.0
111.9,-2.4468e-06,1.0
112.0,-2.3283e-06,0.0
112.1,-2.4468e-06,0.0
112.2,-2.3792e-06,1.0
112.3,-2.3792e-06,1.0
112.4,-2.3835e-06,1.0
112.5,-2.3835e-06,1.0
112.6,-2.3835e-06,1.0
112.7,-2.3835e-06,1.0
112.8,-2.5022e-06,1.0
112.9,-2.5022e-06,1.0
113.0,-2.5022e-06,1.0
113.1,-2.5022e-06,1.0
113.2,-2.5114e-06,1.0
113.3,-2.5758e-06,1.0
113.4,-2.5758e-06,1.0
113.5,-2.5758e-06,1.0
113.6,-2.5279e-06,1.0
113.7,-2.5279e-06,1.0
113.8,-2.5043e-06,1.0
113.9,-2.5279e-06,1.0
114.0,-2.3935e-06,1.0
114.1,-2.3935e-06,1.0
114.2,-2.3904e-06,1.0
114.3,-2.3935e-06,1.0
114.4,-2.3935e-06,1.0
114.5,-2.6201e-06,1.0
114.6,-2.6201e-06,1.0
114.7,-2.6233e-06,1.0
114.8,-2.6201e-06,1.0
114.9,-2.6201e-06,1.0
115.0,-2.5769e-06,1.0
115.1,-2.713e-06,1.0
115.2,-2.6971e-06,1.0
115.3,-2.6971e-06,1.0
115.4,-2.6971e-06,1.0
115.5,-2.6971e-06,1.0
115.6,-2.5281e-06,1.0
115.7,-2.5281e-06,1.0
115.8,-2.5281e-06,1.0
115.9,-2.5281e-06,1.0
116.0,-2.5281e-06,1.0
116.1,-2.5604e-06,1.0
116.2,-2.612e-06,1.0
116.3,-2.612e-06,1.0
116.4,-2.6756e-06,1.0
116.5,-2.7718e-06,1.0
116.6,-2.7718e-06,1.0
116.7,-2.6491e-06,1.0
116.8,-2.6491e-06,1.0
116.9,-2.6491e-06,1.0
117.0,-2.4341e-06,1.0
117.1,-2.3445e-06,1.0
117.2,-2.3445e-06,1.0
117.3,-2.2822e-06,1.0
117.4,-2.2534e-06,1.0
117.5,-2.2822e-06,1.0
117.6,-2.2822e-06,1.0
117.7,-2.3021e-06,1.0
117.8,-2.5861e-06,1.0
117.9,-2.5861e-06,1.0
118.0,-2.5833e-06,1.0
118.1,-2.5833e-06,1.0
118.2,-2.5484e-06,1.0
118.3,-2.5484e-06,1.0
118.4,-2.5484e-06,1.0
118.5,-2.4304e-06,1.0
118.6,-2.3898e-06,1.0
118.7,-2.4304e-06,1.0
118.8,-2.4304e-06,1.0
118.9,-2.5454e-06,1.0
119.0,-2.5454e-06,1.0
119.1,-2.6249e-06,1.0
119.2,-2.5454e-06,1.0
119.3,-2.5454e-06,1.0
119.4,-2.4367e-06,1.0
119.5,-2.6249e-06,1.0
119.6,-2.6923e-06,1.0
119.7,-2.6923e-06,1.0
119.8,-2.6923e-06,1.0
119.9,-2.6923e-06,1.0
120.0,-2.4806e-06,1.0
120.1,-2.4806e-06,1.0
120.2,-2.4749e-06,1.0
120.3,-2.4749e-06,1.0
120.4,-2.4749e-06,1.0
120.5,-2.4991e-06,1.0
120.6,-2.3894e-06,1.0
120.7,-2.4991e-06,1.0
120.8,-2.2465e-06,1.0
120.9,-2.2465e-06,1.0
121.0,-2.1538e-06,1.0
121.1,-2.1538e-06,1.0
121.2,-2.1538e-06,1.0
121.3,-2.4338e-06,1.0
121.4,-2.5231e-06,1.0
121.5,-2.5231e-06,1.0
121.6,-2.5231e-06,1.0
121.7,-2.4238e-06,1.0
121.8,-2.4238e-06,1.0
121.9,-2.4118e-06,0.0
122.0,-2.4118e-06,0.0
122.1,-2.6286e-06,0.0
122.2,-2.6286e-06,0.0
122.3,-2.2541e-06,1.0
122.4,-2.2623e-06,1.0
122.5,-2.2623e-06,1.0
122.6,-2.2623e-06,1.0
122.7,-2.2623e-06,1.0
122.8,-2.396e-06,1.0
122.9,-2.4826e-06,1.0
123.0,-2.4826e-06,1.0
123.1,-2.4949e-06,1.0
123.2,-2.4949e-06,1.0
123.3,-2.4949e-06,1.0
123.4,-2.4021e-06,1.0
123.5,-2.4021e-06,1.0
123.6,-2.4021e-06,1.0
123.7,-2.46e-06,1.0
123.8,-2.5379e-06,1.0
123.9,-2.5379e-06,1.0
124.0,-2.5379e-06,1.0
124.1,-2.46e-06,1.0
124.2,-2.4029e-06,0.0
124.3,-2.4029e-06,0.0
124.4,-2.5649e-06,0.0
124.5,-2.4029e-06,0.0
124.6,-2.4029e-06,0.0
