序号,相对时间(s),R（Ω）,X（Ω）,时间
84,9.03,17925.9,-2155.22,2026/01/29 22:52:41
85,9.14,17920.9,-2156.86,2026/01/29 22:52:41
86,9.25,17924.3,-2156.2,2026/01/29 22:52:41
87,9.36,17922.3,-2156.91,2026/01/29 22:52:41
88,9.47,17923.5,-2157.36,2026/01/29 22:52:41
89,9.57,17924.7,-2154.32,2026/01/29 22:52:41
90,9.68,17920.2,-2157.62,2026/01/29 22:52:41
91,9.79,17926.6,-2154.87,2026/01/29 22:52:41
92,9.9,17920.2,-2156.14,2026/01/29 22:52:41
93,10.01,17925.5,-2157.1,2026/01/29 22:52:42
94,10.12,17921.9,-2156.14,2026/01/29 22:52:42
95,10.23,17923.4,-2157.19,2026/01/29 22:52:42
96,10.34,17924,-2155.89,2026/01/29 22:52:42
97,10.45,17921,-2157.22,2026/01/29 22:52:42
98,10.55,17926.1,-2155.4,2026/01/29 22:52:42
99,10.66,17920.9,-2156.39,2026/01/29 22:52:42
100,10.77,17925.7,-2157.53,2026/01/29 22:52:42
101,10.88,17921.8,-2157.18,2026/01/29 22:52:42
102,10.99,17924.7,-2155.78,2026/01/29 22:52:43
103,11.1,17922.2,-2156.08,2026/01/29 22:52:43
104,11.21,17923.9,-2155.7,2026/01/29 22:52:43
105,11.32,17921.6,-2157.6,2026/01/29 22:52:43
106,11.43,17924.1,-2154.85,2026/01/29 22:52:43
107,11.54,17922.2,-2158.35,2026/01/29 22:52:43
108,11.65,17922.1,-2155.94,2026/01/29 22:52:43
109,11.75,17923.8,-2157.73,2026/01/29 22:52:43
110,11.86,17921,-2156.35,2026/01/29 22:52:43
111,11.97,17924.1,-2156.45,2026/01/29 22:52:44
112,12.08,17920.8,-2158.7,2026/01/29 22:52:44
113,12.19,17924.5,-2154,2026/01/29 22:52:44
114,12.3,17921.2,-2159.16,2026/01/29 22:52:44
115,12.41,17924.3,-2154.77,2026/01/29 22:52:44
116,12.52,17920.7,-2157.73,2026/01/29 22:52:44
117,12.63,17924.1,-2154.98,2026/01/29 22:52:44
118,12.74,17923.3,-2156.16,2026/01/29 22:52:44
119,12.84,17925.8,-2155.88,2026/01/29 22:52:44
120,12.95,17927.8,-2155.61,2026/01/29 22:52:44
121,13.06,17924.3,-2158.64,2026/01/29 22:52:45
122,13.17,17924.3,-2155.6,2026/01/29 22:52:45
123,13.28,17892.5,-2168.97,2026/01/29 22:52:45
124,13.39,17867.5,-2168.77,2026/01/29 22:52:45
125,13.5,17864.8,-2161.05,2026/01/29 22:52:45
126,13.61,17913.5,-2156.9,2026/01/29 22:52:45
127,13.71,17924,-2153.09,2026/01/29 22:52:45
128,13.82,17883.6,-2163.9,2026/01/29 22:52:45
129,13.93,17862,-2165.74,2026/01/29 22:52:45
130,14.04,17861.5,-2162.37,2026/01/29 22:52:46
131,14.15,17905,-2154.28,2026/01/29 22:52:46
132,14.26,17900.3,-2155.43,2026/01/29 22:52:46
133,14.37,17876.2,-2165.54,2026/01/29 22:52:46
134,14.48,17853.9,-2168.52,2026/01/29 22:52:46
135,14.59,17865.2,-2159.82,2026/01/29 22:52:46
136,14.69,17899.9,-2155.48,2026/01/29 22:52:46
137,14.8,17911.9,-2156.66,2026/01/29 22:52:46
138,14.91,17884.9,-2158.35,2026/01/29 22:52:46
139,15.02,17860,-2167.07,2026/01/29 22:52:47
140,15.13,17871.5,-2159.39,2026/01/29 22:52:47
141,15.24,17893.3,-2156.57,2026/01/29 22:52:47
142,15.35,17901.8,-2155.82,2026/01/29 22:52:47
143,15.46,17874.4,-2162.51,2026/01/29 22:52:47
144,15.56,17857.9,-2165.4,2026/01/29 22:52:47
145,15.67,17877.6,-2156.44,2026/01/29 22:52:47
146,15.78,17893.7,-2158.3,2026/01/29 22:52:47
147,15.89,17899.5,-2154.91,2026/01/29 22:52:47
148,16,17871.3,-2162.45,2026/01/29 22:52:48
149,16.11,17861.6,-2162.69,2026/01/29 22:52:48
150,16.22,17880.8,-2157.5,2026/01/29 22:52:48
151,16.33,17897.4,-2156.8,2026/01/29 22:52:48
152,16.44,17883.7,-2159.52,2026/01/29 22:52:48
153,16.54,17864.9,-2165.06,2026/01/29 22:52:48
154,16.65,17864.3,-2159.38,2026/01/29 22:52:48
155,16.76,17896.9,-2159.14,2026/01/29 22:52:48
156,16.87,17912.7,-2154.36,2026/01/29 22:52:48
157,16.98,17880.8,-2159.39,2026/01/29 22:52:49
158,17.09,17866.5,-2163.86,2026/01/29 22:52:49
159,17.2,17869.5,-2158.47,2026/01/29 22:52:49
160,17.31,17896.6,-2158.06,2026/01/29 22:52:49
161,17.42,17894.7,-2154.75,2026/01/29 22:52:49
162,17.52,17866.6,-2166.41,2026/01/29 22:52:49
163,17.63,17863.8,-2158.58,2026/01/29 22:52:49
164,17.74,17896.4,-2158.45,2026/01/29 22:52:49
165,17.85,17911.1,-2157.11,2026/01/29 22:52:49
166,17.96,17895.7,-2155.52,2026/01/29 22:52:50
167,18.07,17869.9,-2167.58,2026/01/29 22:52:50
168,18.18,17845.2,-2163.43,2026/01/29 22:52:50
169,18.29,17897.8,-2159.01,2026/01/29 22:52:50
170,18.39,17929.9,-2155.15,2026/01/29 22:52:50
171,18.5,17912.8,-2156.54,2026/01/29 22:52:50
172,18.61,17875.6,-2163.07,2026/01/29 22:52:50
173,18.72,17849.1,-2165.68,2026/01/29 22:52:50
174,18.83,17873.5,-2158.48,2026/01/29 22:52:50
175,18.94,17910.7,-2158.25,2026/01/29 22:52:50
176,19.05,17922.8,-2154.99,2026/01/29 22:52:51
177,19.16,17880.5,-2159.77,2026/01/29 22:52:51
178,19.27,17862,-2166.35,2026/01/29 22:52:51
179,19.37,17875.5,-2158,2026/01/29 22:52:51
180,19.48,17917.2,-2159.07,2026/01/29 22:52:51
181,19.59,17922.2,-2153.34,2026/01/29 22:52:51
182,19.7,17875.4,-2163.35,2026/01/29 22:52:51
183,19.81,17862.2,-2162.66,2026/01/29 22:52:51
184,19.92,17871.4,-2160.84,2026/01/29 22:52:51
185,20.03,17910.1,-2155.57,2026/01/29 22:52:52
186,20.14,17906.4,-2155.66,2026/01/29 22:52:52
187,20.25,17873.8,-2163.59,2026/01/29 22:52:52
188,20.35,17847.1,-2173.9,2026/01/29 22:52:52
189,20.46,17862.2,-2159.2,2026/01/29 22:52:52
190,20.57,17919,-2155.88,2026/01/29 22:52:52
191,20.68,17925.2,-2155.22,2026/01/29 22:52:52
192,20.79,17890.6,-2154.45,2026/01/29 22:52:52
193,20.9,17853,-2174.5,2026/01/29 22:52:52
194,21.01,17841,-2158.66,2026/01/29 22:52:53
195,21.12,17899.1,-2156.92,2026/01/29 22:52:53
196,21.23,17906.3,-2152.63,2026/01/29 22:52:53
197,21.33,17865.7,-2161.49,2026/01/29 22:52:53
198,21.44,17841.6,-2159.76,2026/01/29 22:52:53
199,21.55,17866.8,-2156.51,2026/01/29 22:52:53
200,21.66,17897.8,-2154.58,2026/01/29 22:52:53
201,21.77,17896.5,-2153.21,2026/01/29 22:52:53
202,21.88,17858.9,-2161.87,2026/01/29 22:52:53
203,21.99,17842.8,-2159.89,2026/01/29 22:52:54
204,22.1,17879.1,-2157.45,2026/01/29 22:52:54
205,22.2,17927.3,-2158.2,2026/01/29 22:52:54
206,22.31,17938.6,-2154.29,2026/01/29 22:52:54
207,22.42,17883.7,-2155.46,2026/01/29 22:52:54
208,22.53,17854.5,-2169.94,2026/01/29 22:52:54
209,22.64,17829.3,-2168.81,2026/01/29 22:52:54
210,22.75,17863.5,-2155.25,2026/01/29 22:52:54
211,22.86,17919.9,-2155.87,2026/01/29 22:52:54
212,22.97,17935.2,-2157.12,2026/01/29 22:52:55
213,23.08,17916.4,-2152.3,2026/01/29 22:52:55
214,23.19,17866.2,-2159.51,2026/01/29 22:52:55
215,23.29,17847.1,-2163.72,2026/01/29 22:52:55
216,23.4,17844,-2158.4,2026/01/29 22:52:55
217,23.51,17911.6,-2153.89,2026/01/29 22:52:55
218,23.62,17933,-2160.22,2026/01/29 22:52:55
219,23.73,17911.6,-2150.25,2026/01/29 22:52:55
220,23.84,17860.7,-2160.07,2026/01/29 22:52:55
221,23.95,17843.9,-2153.68,2026/01/29 22:52:55
222,24.06,17874.7,-2156.44,2026/01/29 22:52:56
223,24.17,17916.2,-2154.99,2026/01/29 22:52:56
224,24.27,17918.1,-2153.76,2026/01/29 22:52:56
225,24.38,17868.4,-2156.36,2026/01/29 22:52:56
226,24.49,17850.3,-2163.06,2026/01/29 22:52:56
227,24.6,17848.7,-2156.36,2026/01/29 22:52:56
228,24.71,17901.8,-2153.95,2026/01/29 22:52:56
229,24.82,17907.7,-2153.04,2026/01/29 22:52:56
230,24.93,17877,-2153.58,2026/01/29 22:52:56
231,25.04,17852.7,-2164.22,2026/01/29 22:52:57
232,25.15,17830.6,-2158.53,2026/01/29 22:52:57
233,25.25,17896.5,-2155.5,2026/01/29 22:52:57
234,25.36,17915.8,-2156.2,2026/01/29 22:52:57
235,25.47,17926.5,-2154.16,2026/01/29 22:52:57
236,25.58,17894.7,-2151.87,2026/01/29 22:52:57
237,25.69,17860.8,-2159.52,2026/01/29 22:52:57
238,25.8,17839.1,-2159.5,2026/01/29 22:52:57
239,25.91,17861.3,-2155.71,2026/01/29 22:52:57
240,26.02,17899.8,-2154.54,2026/01/29 22:52:58
241,26.13,17909.4,-2155.42,2026/01/29 22:52:58
242,26.24,17890.6,-2150.74,2026/01/29 22:52:58
243,26.34,17859.4,-2162.93,2026/01/29 22:52:58
244,26.45,17834.8,-2158.39,2026/01/29 22:52:58
245,26.56,17874.4,-2158.5,2026/01/29 22:52:58
246,26.67,17913.2,-2153.44,2026/01/29 22:52:58
247,26.78,17912.8,-2154.33,2026/01/29 22:52:58
248,26.89,17874.4,-2154.07,2026/01/29 22:52:58
249,27,17846,-2175.19,2026/01/29 22:52:59
250,27.11,17821,-2161.58,2026/01/29 22:52:59
251,27.21,17854.9,-2150.59,2026/01/29 22:52:59
252,27.32,17877.5,-2148.8,2026/01/29 22:52:59
253,27.43,17886.3,-2149.04,2026/01/29 22:52:59
254,27.54,17859.1,-2151.33,2026/01/29 22:52:59
255,27.65,17838.6,-2158.46,2026/01/29 22:52:59
256,27.76,17839.3,-2149.97,2026/01/29 22:52:59
257,27.87,17893.9,-2152.45,2026/01/29 22:52:59
258,27.98,17910.6,-2147.59,2026/01/29 22:53:00
259,28.08,17864.9,-2152.11,2026/01/29 22:53:00
260,28.19,17840.9,-2162.21,2026/01/29 22:53:00
261,28.3,17821.1,-2163.73,2026/01/29 22:53:00
262,28.41,17841.9,-2150.26,2026/01/29 22:53:00
263,28.52,17896.9,-2152.8,2026/01/29 22:53:00
264,28.63,17908.1,-2151.78,2026/01/29 22:53:00
265,28.74,17910.6,-2150.89,2026/01/29 22:53:00
266,28.85,17864.6,-2150.71,2026/01/29 22:53:00
267,28.95,17843.4,-2157.16,2026/01/29 22:53:00
268,29.06,17833.2,-2152.01,2026/01/29 22:53:01
269,29.17,17894.1,-2152.86,2026/01/29 22:53:01
270,29.28,17915.5,-2153.05,2026/01/29 22:53:01
271,29.39,17899.6,-2148.78,2026/01/29 22:53:01
272,29.5,17855.4,-2153.5,2026/01/29 22:53:01
273,29.61,17831.7,-2155.06,2026/01/29 22:53:01
274,29.71,17864.9,-2150.76,2026/01/29 22:53:01
275,29.82,17902,-2153.66,2026/01/29 22:53:01
276,29.93,17910,-2148.76,2026/01/29 22:53:01
277,30.04,17857.7,-2153.36,2026/01/29 22:53:02
278,30.15,17838,-2162.93,2026/01/29 22:53:02
279,30.26,17827.5,-2152.7,2026/01/29 22:53:02
280,30.37,17886.9,-2151.23,2026/01/29 22:53:02
281,30.48,17905.8,-2149.18,2026/01/29 22:53:02
282,30.58,17861.6,-2152.6,2026/01/29 22:53:02
283,30.7,17841.6,-2155.62,2026/01/29 22:53:02
284,30.8,17844.1,-2152.51,2026/01/29 22:53:02
285,30.91,17897.8,-2151.2,2026/01/29 22:53:02
286,31.02,17905.1,-2151.69,2026/01/29 22:53:03
287,31.13,17871,-2149.5,2026/01/29 22:53:03
288,31.24,17843.9,-2151.13,2026/01/29 22:53:03
289,31.35,17871.6,-2152.62,2026/01/29 22:53:03
290,31.46,17900.5,-2151.9,2026/01/29 22:53:03
291,31.57,17896.4,-2150.66,2026/01/29 22:53:03
292,31.68,17865.2,-2149.42,2026/01/29 22:53:03
293,31.79,17869.5,-2154.12,2026/01/29 22:53:03
294,31.89,17917.1,-2152,2026/01/29 22:53:03
295,32,17918.3,-2154.4,2026/01/29 22:53:04
296,32.11,17882.4,-2148.57,2026/01/29 22:53:04
297,32.22,17856.1,-2153.2,2026/01/29 22:53:04
298,32.33,17899.6,-2153.37,2026/01/29 22:53:04
299,32.44,17910.2,-2154.48,2026/01/29 22:53:04
300,32.55,17897.3,-2150.59,2026/01/29 22:53:04
301,32.66,17867.8,-2150.72,2026/01/29 22:53:04
302,32.76,17880.6,-2153.99,2026/01/29 22:53:04
303,32.87,17919.6,-2154.92,2026/01/29 22:53:04
304,32.98,17923.1,-2153.95,2026/01/29 22:53:05
305,33.09,17884.8,-2150.53,2026/01/29 22:53:05
306,33.2,17875.7,-2153.03,2026/01/29 22:53:05
307,33.31,17906.6,-2156.15,2026/01/29 22:53:05
308,33.42,17916.8,-2152.18,2026/01/29 22:53:05
309,33.53,17877.1,-2152.34,2026/01/29 22:53:05
310,33.64,17869,-2151.98,2026/01/29 22:53:05
311,33.74,17899,-2154.76,2026/01/29 22:53:05
312,33.85,17909,-2153.93,2026/01/29 22:53:05
313,33.96,17900.5,-2151.09,2026/01/29 22:53:06
314,34.07,17872.8,-2151.71,2026/01/29 22:53:06
315,34.18,17894.8,-2153.91,2026/01/29 22:53:06
316,34.29,17900.6,-2155.22,2026/01/29 22:53:06
317,34.4,17906.9,-2152.74,2026/01/29 22:53:06
318,34.51,17877.8,-2152.89,2026/01/29 22:53:06
319,34.62,17874.1,-2154.25,2026/01/29 22:53:06
320,34.72,17901.4,-2155.18,2026/01/29 22:53:06
321,34.83,17907,-2154.37,2026/01/29 22:53:06
322,34.94,17879.3,-2151.6,2026/01/29 22:53:06
323,35.05,17858.4,-2154.64,2026/01/29 22:53:07
324,35.16,17893.1,-2152.75,2026/01/29 22:53:07
325,35.27,17898.3,-2156.02,2026/01/29 22:53:07
326,35.38,17898.8,-2149.43,2026/01/29 22:53:07
327,35.49,17863.3,-2153.65,2026/01/29 22:53:07
328,35.6,17878.7,-2153.48,2026/01/29 22:53:07
329,35.7,17898.6,-2155.52,2026/01/29 22:53:07
330,35.81,17900.7,-2151.69,2026/01/29 22:53:07
331,35.92,17871.1,-2152.33,2026/01/29 22:53:07
332,36.03,17887.1,-2155.19,2026/01/29 22:53:08
333,36.14,17906.4,-2154.64,2026/01/29 22:53:08
334,36.25,17907.8,-2154.61,2026/01/29 22:53:08
335,36.36,17878.5,-2149.35,2026/01/29 22:53:08
336,36.47,17866.9,-2154.93,2026/01/29 22:53:08
337,36.58,17901.9,-2154.72,2026/01/29 22:53:08
338,36.68,17905.4,-2155.02,2026/01/29 22:53:08
339,36.79,17886.7,-2151.09,2026/01/29 22:53:08
340,36.9,17865.2,-2151.85,2026/01/29 22:53:08
341,37.01,17878.9,-2155.3,2026/01/29 22:53:09
342,37.12,17900.5,-2153.51,2026/01/29 22:53:09
343,37.23,17894.3,-2151.49,2026/01/29 22:53:09
344,37.34,17871.2,-2153.07,2026/01/29 22:53:09
345,37.45,17872.1,-2155.25,2026/01/29 22:53:09
346,37.55,17900.4,-2155.11,2026/01/29 22:53:09
347,37.66,17903.6,-2151.88,2026/01/29 22:53:09
348,37.77,17874.7,-2151.31,2026/01/29 22:53:09
349,37.88,17880.3,-2153.94,2026/01/29 22:53:09
350,37.99,17899.8,-2156.44,2026/01/29 22:53:10
351,38.1,17906.2,-2153.22,2026/01/29 22:53:10
352,38.21,17875.8,-2153.8,2026/01/29 22:53:10
353,38.32,17865.6,-2153.72,2026/01/29 22:53:10
354,38.42,17902.3,-2155.88,2026/01/29 22:53:10
355,38.53,17904.8,-2156.46,2026/01/29 22:53:10
356,38.64,17911.4,-2154.45,2026/01/29 22:53:10
357,38.75,17871.1,-2153.35,2026/01/29 22:53:10
358,38.86,17869.8,-2154.78,2026/01/29 22:53:10
359,38.97,17905.3,-2156.24,2026/01/29 22:53:11
360,39.08,17919.2,-2155.1,2026/01/29 22:53:11
361,39.19,17876.3,-2152.8,2026/01/29 22:53:11
362,39.3,17858.6,-2155.62,2026/01/29 22:53:11
363,39.4,17897.3,-2153.68,2026/01/29 22:53:11
364,39.51,17902.6,-2156.07,2026/01/29 22:53:11
365,39.62,17884.5,-2150.21,2026/01/29 22:53:11
366,39.73,17856.6,-2156.17,2026/01/29 22:53:11
367,39.84,17892.6,-2152.33,2026/01/29 22:53:11
368,39.95,17898.1,-2157.08,2026/01/29 22:53:11
369,40.06,17903.1,-2153.45,2026/01/29 22:53:12
370,40.17,17902.8,-2156.37,2026/01/29 22:53:12
371,40.27,17903.7,-2155.78,2026/01/29 22:53:12
372,40.38,17907.7,-2155.92,2026/01/29 22:53:12
373,40.49,17903.7,-2155.95,2026/01/29 22:53:12
374,40.6,17908.3,-2156.42,2026/01/29 22:53:12
375,40.71,17904.6,-2155.56,2026/01/29 22:53:12
376,40.82,17908.8,-2156.64,2026/01/29 22:53:12
377,40.93,17906.8,-2155.98,2026/01/29 22:53:12
378,41.04,17907.2,-2156.51,2026/01/29 22:53:13
379,41.14,17907.4,-2155.41,2026/01/29 22:53:13
380,41.25,17908.4,-2157.97,2026/01/29 22:53:13
381,41.36,17910.3,-2154.53,2026/01/29 22:53:13
382,41.47,17906.7,-2158.4,2026/01/29 22:53:13
383,41.58,17911.6,-2154.98,2026/01/29 22:53:13
384,41.69,17905.8,-2159.56,2026/01/29 22:53:13
385,41.8,17911.5,-2154.44,2026/01/29 22:53:13
386,41.91,17907.6,-2158.83,2026/01/29 22:53:13
387,42.02,17911.4,-2154.77,2026/01/29 22:53:14
388,42.13,17908.2,-2158.06,2026/01/29 22:53:14
389,42.24,17910.7,-2155.63,2026/01/29 22:53:14
390,42.35,17910.6,-2157.56,2026/01/29 22:53:14
391,42.45,17907.7,-2156.16,2026/01/29 22:53:14
392,42.56,17910.4,-2157.09,2026/01/29 22:53:14
393,42.67,17908.6,-2157.65,2026/01/29 22:53:14
394,42.78,17910.6,-2156.88,2026/01/29 22:53:14
395,42.89,17908.5,-2158.65,2026/01/29 22:53:14
396,43,17909.4,-2157.27,2026/01/29 22:53:15
397,43.11,17909,-2157.82,2026/01/29 22:53:15
398,43.22,17909.2,-2157.04,2026/01/29 22:53:15
399,43.32,17912.1,-2157.13,2026/01/29 22:53:15
400,43.43,17908.4,-2157.46,2026/01/29 22:53:15
401,43.54,17913.4,-2157.16,2026/01/29 22:53:15
402,43.65,17908.9,-2155.83,2026/01/29 22:53:15
403,43.76,17913.5,-2158.42,2026/01/29 22:53:15
404,43.87,17910,-2157.06,2026/01/29 22:53:15
405,43.98,17912.1,-2158.42,2026/01/29 22:53:16
406,44.09,17911.3,-2157.29,2026/01/29 22:53:16
407,44.19,17910,-2158.34,2026/01/29 22:53:16
408,44.3,17913.8,-2156.21,2026/01/29 22:53:16
409,44.41,17907.7,-2158.73,2026/01/29 22:53:16
410,44.52,17915,-2157.14,2026/01/29 22:53:16
411,44.63,17909.6,-2158,2026/01/29 22:53:16
412,44.74,17913.2,-2157.58,2026/01/29 22:53:16
413,44.85,17911.8,-2158.22,2026/01/29 22:53:16
414,44.95,17910.4,-2158.9,2026/01/29 22:53:17
415,45.06,17914.6,-2156.22,2026/01/29 22:53:17
416,45.17,17908.4,-2159.79,2026/01/29 22:53:17
417,45.28,17915.6,-2155.4,2026/01/29 22:53:17
418,45.39,17909.9,-2160.96,2026/01/29 22:53:17
419,45.5,17914.2,-2155.56,2026/01/29 22:53:17
420,45.61,17910,-2158.53,2026/01/29 22:53:17
421,45.72,17912.8,-2157.16,2026/01/29 22:53:17
422,45.83,17911.3,-2156.6,2026/01/29 22:53:17
423,45.93,17912,-2157.77,2026/01/29 22:53:17
424,46.04,17913.9,-2157.43,2026/01/29 22:53:18
425,46.15,17910.7,-2158.57,2026/01/29 22:53:18
426,46.26,17914.8,-2155.56,2026/01/29 22:53:18
427,46.37,17910.7,-2160.4,2026/01/29 22:53:18
428,46.48,17916.3,-2154.06,2026/01/29 22:53:18
429,46.59,17912.1,-2159.9,2026/01/29 22:53:18
430,46.7,17916,-2156.41,2026/01/29 22:53:18
431,46.81,17914.7,-2158.29,2026/01/29 22:53:18
432,46.92,17916.9,-2157.65,2026/01/29 22:53:18
433,47.03,17916.6,-2157.41,2026/01/29 22:53:19
434,47.13,17914.9,-2158.03,2026/01/29 22:53:19
435,47.24,17918.9,-2155.83,2026/01/29 22:53:19
436,47.35,17909.7,-2159.11,2026/01/29 22:53:19
437,47.46,17902.5,-2155.55,2026/01/29 22:53:19
438,47.57,17881.3,-2162,2026/01/29 22:53:19
439,47.68,17866.4,-2159.46,2026/01/29 22:53:19
440,47.79,17847.5,-2157.72,2026/01/29 22:53:19
441,47.9,17863.3,-2155.76,2026/01/29 22:53:19
442,48,17896.4,-2153.48,2026/01/29 22:53:20
443,48.11,17896.9,-2154.94,2026/01/29 22:53:20
444,48.22,17876,-2151.56,2026/01/29 22:53:20
445,48.33,17854.3,-2160.96,2026/01/29 22:53:20
446,48.44,17846.8,-2155.61,2026/01/29 22:53:20
447,48.55,17876,-2156.83,2026/01/29 22:53:20
448,48.66,17913.1,-2155.72,2026/01/29 22:53:20
449,48.77,17912,-2153.11,2026/01/29 22:53:20
450,48.87,17879,-2152.67,2026/01/29 22:53:20
451,48.98,17863,-2154.25,2026/01/29 22:53:21
452,49.09,17850.6,-2158.72,2026/01/29 22:53:21
453,49.2,17853.9,-2155.41,2026/01/29 22:53:21
454,49.31,17852,-2155.55,2026/01/29 22:53:21
455,49.42,17920.5,-2156.62,2026/01/29 22:53:21
456,49.53,17927.5,-2155.1,2026/01/29 22:53:21
457,49.64,17906,-2153.46,2026/01/29 22:53:21
458,49.75,17867.4,-2155.4,2026/01/29 22:53:21
459,49.85,17848.2,-2163.89,2026/01/29 22:53:21
460,49.96,17834.7,-2155.23,2026/01/29 22:53:22
461,50.07,17869.1,-2154.78,2026/01/29 22:53:22
462,50.18,17905.1,-2154.4,2026/01/29 22:53:22
463,50.29,17906.8,-2154.03,2026/01/29 22:53:22
464,50.4,17883.9,-2150.89,2026/01/29 22:53:22
465,50.51,17852.2,-2162.51,2026/01/29 22:53:22
466,50.62,17835.3,-2168.42,2026/01/29 22:53:22
467,50.73,17823.6,-2157.2,2026/01/29 22:53:22
468,50.84,17856.9,-2151.29,2026/01/29 22:53:22
