Time(S),Current(A)
45.0,0.0072911
45.1,0.0072699
45.2,0.0072533
45.3,0.0072412
45.4,0.0072323
45.5,0.0072305
45.6,0.0072394
45.7,0.0072504
45.8,0.0072643
45.9,0.0072837
46.0,0.0073056
46.1,0.0073284
46.2,0.0073536
46.3,0.0073828
46.4,0.0074175
46.5,0.0074514
46.6,0.0074787
46.7,0.0074995
46.8,0.007522
46.9,0.0075522
47.0,0.0075882
47.1,0.0076204
47.2,0.00765
47.3,0.0076723
47.4,0.0076864
47.5,0.007695
47.6,0.0077
47.7,0.0077025
47.8,0.0077012
47.9,0.0076971
48.0,0.00769
48.1,0.0076818
48.2,0.007671
48.3,0.0076577
48.4,0.0076491
48.5,0.0076414
48.6,0.0076327
48.7,0.0076238
48.8,0.0076144
48.9,0.0076057
49.0,0.0075874
49.1,0.0075462
49.2,0.0074752
49.3,0.0073804
49.4,0.00729
49.5,0.0072095
49.6,0.0071474
49.7,0.007108
49.8,0.0070846
49.9,0.0070727
