Time(S),Current(A)
55.0,0.0071192
55.1,0.0071351
55.2,0.0071614
55.3,0.0071932
55.4,0.0072269
55.5,0.0072702
55.6,0.0073086
55.7,0.007348
55.8,0.0073853
55.9,0.0074154
56.0,0.0074361
56.1,0.0074493
56.2,0.0074578
56.3,0.0074635
56.4,0.0074671
56.5,0.0074702
56.6,0.0074724
56.7,0.0074742
56.8,0.0074757
56.9,0.0074773
57.0,0.0074791
57.1,0.0074807
57.2,0.0074816
57.3,0.0074825
57.4,0.0074835
57.5,0.0074854
57.6,0.0074875
57.7,0.0074889
57.8,0.0074896
57.9,0.0074901
58.0,0.00749
58.1,0.0074897
58.2,0.0074894
58.3,0.0074886
58.4,0.0074876
58.5,0.0074864
58.6,0.007485
58.7,0.0074837
58.8,0.0074823
58.9,0.0074809
59.0,0.0074794
59.1,0.0074779
59.2,0.0074764
59.3,0.0074741
59.4,0.0074674
59.5,0.007448
59.6,0.0074052
59.7,0.0073479
59.8,0.0072896
59.9,0.0072381
