Time(S),Current(A)
80.0,0.007072
80.1,0.0070123
80.2,0.0069658
80.3,0.0069324
80.4,0.0069094
80.5,0.0068949
80.6,0.0068863
80.7,0.0068824
80.8,0.006883
80.9,0.0068915
81.0,0.0069254
81.1,0.0069753
81.2,0.0070253
81.3,0.0070728
81.4,0.0071206
81.5,0.0071695
81.6,0.0072223
81.7,0.0072725
81.8,0.0073048
81.9,0.0073237
82.0,0.0073338
82.1,0.007339
82.2,0.007341
82.3,0.0073413
82.4,0.0073405
82.5,0.0073391
82.6,0.0073374
82.7,0.007336
82.8,0.0073353
82.9,0.0073353
83.0,0.0073345
83.1,0.0073334
83.2,0.0073318
83.3,0.0073288
83.4,0.007321
83.5,0.0073036
83.6,0.0072738
83.7,0.0072262
83.8,0.0071752
83.9,0.0071252
84.0,0.0070763
84.1,0.0070287
84.2,0.0069831
84.3,0.0069432
84.4,0.0069108
84.5,0.0068877
84.6,0.0068695
84.7,0.0068595
84.8,0.0068554
84.9,0.0068548
