Time(S),Current(A)
70.0,0.007082
70.1,0.007043
70.2,0.0070027
70.3,0.0069674
70.4,0.0069405
70.5,0.0069205
70.6,0.0069099
70.7,0.0069107
70.8,0.006924
70.9,0.0069495
71.0,0.0069819
71.1,0.0070201
71.2,0.007063
71.3,0.0071163
71.4,0.0071759
71.5,0.0072274
71.6,0.0072702
71.7,0.0073073
71.8,0.0073405
71.9,0.0073695
72.0,0.0074015
72.1,0.0074357
72.2,0.0074642
72.3,0.0074846
72.4,0.0074979
72.5,0.0075067
72.6,0.007508
72.7,0.007505
72.8,0.0075001
72.9,0.0074914
73.0,0.0074786
73.1,0.0074626
73.2,0.0074437
73.3,0.0074222
73.4,0.0074033
73.5,0.0073896
73.6,0.0073808
73.7,0.0073754
73.8,0.0073721
73.9,0.0073707
74.0,0.0073732
74.1,0.0073776
74.2,0.0073805
74.3,0.0073812
74.4,0.0073809
74.5,0.00738
74.6,0.0073788
74.7,0.0073777
74.8,0.0073763
74.9,0.007375
