Time(S),Current(A)
130.0,0.0070418
130.1,0.007029
130.2,0.0069945
130.3,0.0069365
130.4,0.0068647
130.5,0.0067992
130.6,0.0067425
130.7,0.0067004
130.8,0.0066734
130.9,0.0066622
131.0,0.0066726
131.1,0.0067073
131.2,0.0067595
131.3,0.0068275
131.4,0.0068681
131.5,0.0069048
131.6,0.0069318
131.7,0.0069505
131.8,0.0069684
131.9,0.0069859
132.0,0.0069939
132.1,0.0069927
132.2,0.0069921
132.3,0.0069938
132.4,0.0069951
132.5,0.0069971
132.6,0.0070008
132.7,0.0070003
132.8,0.0069711
132.9,0.0069137
133.0,0.0068563
133.1,0.0068033
133.2,0.0067539
133.3,0.0066983
133.4,0.0066488
133.5,0.0066143
133.6,0.0065924
133.7,0.0065485
133.8,0.0066148
133.9,0.0066977
134.0,0.0067638
134.1,0.0060422
134.2,0.0067743
134.3,0.0068379
134.4,0.006884
134.5,0.0069124
134.6,0.0069266
134.7,0.0069253
134.8,0.0069152
134.9,0.0069087
