Time(S),Current(A)
105.0,0.0070296
105.1,0.0069668
105.2,0.0069147
105.3,0.0068721
105.4,0.0068368
105.5,0.0068167
105.6,0.006818
105.7,0.0068527
105.8,0.0069021
105.9,0.0069504
106.0,0.0069988
106.1,0.0070495
106.2,0.0071219
106.3,0.0072109
106.4,0.0072864
106.5,0.007337
106.6,0.0073708
106.7,0.0073925
106.8,0.0074077
106.9,0.0074127
107.0,0.0074155
107.1,0.0074177
107.2,0.0074161
107.3,0.007415
107.4,0.0074115
107.5,0.0074032
107.6,0.0073885
107.7,0.0073479
107.8,0.0072554
107.9,0.0071394
108.0,0.0070378
108.1,0.0069615
108.2,0.0069014
108.3,0.006854
108.4,0.0068234
108.5,0.0068037
108.6,0.0067938
108.7,0.0067886
108.8,0.0067872
108.9,0.0067924
109.0,0.0068091
109.1,0.0068354
109.2,0.0068609
109.3,0.0068879
109.4,0.0069226
109.5,0.0069639
109.6,0.0069953
109.7,0.0070136
109.8,0.0070264
109.9,0.0070382
