Time(S),Current(A)
90.0,0.0071918
90.1,0.0072003
90.2,0.0072093
90.3,0.00722
90.4,0.0072304
90.5,0.007239
90.6,0.0072451
90.7,0.007249
90.8,0.0072521
90.9,0.0072547
91.0,0.0072547
91.1,0.0072486
91.2,0.0072322
91.3,0.0072013
91.4,0.0071401
91.5,0.0070665
91.6,0.0070032
91.7,0.0069508
91.8,0.0069184
91.9,0.0068965
92.0,0.0068793
92.1,0.0068666
92.2,0.0068658
92.3,0.0068935
92.4,0.0069339
92.5,0.0069777
92.6,0.0070233
92.7,0.0070693
92.8,0.0071097
92.9,0.0071622
93.0,0.0072403
93.1,0.0073054
93.2,0.0073482
93.3,0.0073744
93.4,0.0073904
93.5,0.0074026
93.6,0.0074079
93.7,0.0074085
93.8,0.0074074
93.9,0.0074052
94.0,0.007403
94.1,0.0074007
94.2,0.0073976
94.3,0.0073891
94.4,0.0073717
94.5,0.0073325
94.6,0.0072654
94.7,0.0071851
94.8,0.0071136
94.9,0.0070553
