Time(S),Current(A)
23.3,0.0056806
23.4,0.0057023
23.5,0.0059358
23.6,0.0058715
23.7,0.0058151
23.8,0.0056517
23.9,0.0056097
24.0,0.005655
24.1,0.0056837
24.2,0.0056977
24.3,0.0057043
24.4,0.0057148
24.5,0.0057172
24.6,0.0057693
24.7,0.0058245
24.8,0.0058807
24.9,0.0059401
25.0,0.0059843
25.1,0.0060198
25.2,0.0060404
25.3,0.0060435
25.4,0.0060011
25.5,0.0059385
25.6,0.005872
25.7,0.005815
25.8,0.0057845
25.9,0.0056792
26.0,0.0057058
26.1,0.006006
26.2,0.0037442
26.3,0.0042862
26.4,0.0042547
26.5,0.0058619
26.6,0.0059322
26.7,0.0061051
26.8,0.0056437
26.9,0.0056758
27.0,0.0057365
27.1,0.0058159
27.2,0.0058844
27.3,0.0066817
27.4,0.0064255
27.5,0.006269
27.6,0.0061948
27.7,0.0061447
27.8,0.0060599
27.9,0.0059483
28.0,0.0059567
28.1,0.0051668
28.2,0.0051154
28.3,0.0050756
28.4,0.0035051
