Time(S),Current(A)
28.5,0.006207
28.6,0.0060305
28.7,0.0060857
28.8,0.0059661
28.9,0.0058924
29.0,0.0041361
29.1,0.0050316
29.2,0.0050867
29.3,0.0051963
29.4,0.0063898
29.5,0.005735
29.6,0.0057581
29.7,0.0062423
29.8,0.006188
29.9,0.0061547
30.0,0.0061404
30.1,0.0061258
30.2,0.0061057
30.3,0.0060589
30.4,0.0058408
30.5,0.005837
30.6,0.0053146
30.7,0.0050176
30.8,0.0051108
30.9,0.0051333
31.0,0.0058848
31.1,0.006128
31.2,0.0055137
31.3,0.0057721
31.4,0.0057777
31.5,0.0055849
31.6,0.0061798
31.7,0.0060184
31.8,0.0057214
31.9,0.0062019
32.0,0.0061456
32.1,0.0061386
32.2,0.006158
32.3,0.0061751
32.4,0.0061714
32.5,0.0061482
32.6,0.0061009
32.7,0.00603
32.8,0.0059581
32.9,0.0066255
