Time(S),Current(A)
135.0,0.0018566
135.1,0.001801
135.2,0.0015436
135.3,0.0015202
135.4,0.0015015
135.5,0.0014913
135.6,0.0014843
135.7,0.0014812
135.8,0.0014835
135.9,0.0014833
136.0,0.0014823
136.1,0.00148
136.2,0.0014831
136.3,0.0014994
136.4,0.0016831
136.5,0.0017592
136.6,0.0018117
136.7,0.0018313
136.8,0.0018313
136.9,0.0018271
137.0,0.0018321
137.1,0.0018475
137.2,0.0018479
137.3,0.001769
137.4,0.0015392
137.5,0.0015131
137.6,0.0014949
137.7,0.0014857
137.8,0.0014822
137.9,0.0014802
138.0,0.0014806
138.1,0.0014824
138.2,0.0014834
138.3,0.0014789
138.4,0.0014693
138.5,0.0014675
138.6,0.0014811
138.7,0.0016833
138.8,0.0018898
138.9,0.001907
139.0,0.0018962
139.1,0.0018723
139.2,0.0018436
139.3,0.0018342
139.4,0.0018487
139.5,0.001856
139.6,0.00161
139.7,0.0015458
139.8,0.0015058
139.9,0.0014819
