Time(S),Current(A)
125.0,0.0014984
125.1,0.0015042
125.2,0.0015323
125.3,0.0017684
125.4,0.0018406
125.5,0.0018807
125.6,0.0018972
125.7,0.0018926
125.8,0.0018794
125.9,0.0018708
126.0,0.0018732
126.1,0.0018779
126.2,0.0016507
126.3,0.0015816
126.4,0.0015325
126.5,0.0015044
126.6,0.0014881
126.7,0.0014796
126.8,0.001474
126.9,0.0014679
127.0,0.0014648
127.1,0.0014618
127.2,0.0014561
127.3,0.0014529
127.4,0.0014704
127.5,0.0015036
127.6,0.0015354
127.7,0.0017417
127.8,0.0018043
127.9,0.0018385
128.0,0.0018434
128.1,0.0018422
128.2,0.0018513
128.3,0.0018676
128.4,0.0018566
128.5,0.0016133
128.6,0.0015617
128.7,0.0015187
128.8,0.0014897
128.9,0.001476
129.0,0.0014721
129.1,0.0014701
129.2,0.0014629
129.3,0.0014583
129.4,0.0014506
129.5,0.0014471
129.6,0.0014687
129.7,0.0015007
129.8,0.0015272
129.9,0.0015421
