Time(S),Current(A)
145.0,0.001494
145.1,0.0014887
145.2,0.0014898
145.3,0.0015087
145.4,0.0015314
145.5,0.0017413
145.6,0.0017874
145.7,0.0018002
145.8,0.0017926
145.9,0.0017781
146.0,0.0017677
146.1,0.0017703
146.2,0.0017998
146.3,0.0018089
146.4,0.0017499
146.5,0.0015146
146.6,0.0014974
146.7,0.0014881
146.8,0.0014857
146.9,0.0015004
147.0,0.0015324
147.1,0.0015568
147.2,0.0015725
147.3,0.001583
147.4,0.0015862
147.5,0.0015464
147.6,0.0015055
147.7,0.0014995
147.8,0.001522
147.9,0.0017608
148.0,0.0018209
148.1,0.0018354
148.2,0.0018157
148.3,0.0017992
148.4,0.0018124
148.5,0.0018166
148.6,0.0015754
148.7,0.0015299
148.8,0.0015037
148.9,0.0014918
149.0,0.0014891
149.1,0.0014944
149.2,0.001688
149.3,0.0017619
149.4,0.0018431
149.5,0.0019128
149.6,0.0019351
149.7,0.0019113
149.8,0.001866
149.9,0.0018493
