normalized_time,mean_current
0.4120603015075377,-0.26699414411380845
0.4170854271356784,-0.283590550544584
0.4221105527638191,-0.2822085511645025
0.4271356783919598,-0.2820135593503527
0.4321608040201005,-0.26085353794936667
0.4371859296482412,-0.23836198607389997
0.44221105527638194,-0.2123779502623529
0.4472361809045226,-0.18922248213807208
0.45226130653266333,-0.24074477937719602
0.457286432160804,-0.3159971105467794
0.4623115577889447,-0.41109032269529294
0.46733668341708545,-0.4488699611212135
0.4723618090452261,-0.49003421939633923
0.47738693467336685,-0.5322106953219317
0.4824120603015075,-0.4590702548246579
0.48743718592964824,-0.4222606431419585
0.49246231155778897,-0.3838192872907397
0.49748743718592964,-0.3403330856557187
0.5025125628140703,-0.3059619941599476
0.507537688442211,-0.28090606748436514
0.5125628140703518,-0.2615921165392092
0.5175879396984925,-0.269549176323772
0.5226130653266332,-0.2990753513386902
0.5276381909547738,-0.3267796102529192
0.5326633165829145,-0.3755228177202329
0.5376884422110553,-0.37394472368774573
0.542713567839196,-0.39449358173520027
0.5477386934673367,-0.38717906151956066
0.5527638190954774,-0.30569741309136955
0.5577889447236181,-0.12117741848687179
0.5628140703517588,0.12015265396884937
0.5678391959798995,0.29649474592476105
0.5728643216080402,0.39929726138768235
0.577889447236181,0.4776058105876075
0.5829145728643216,0.5340066818847566
0.5879396984924623,0.4432533330576279
0.592964824120603,0.2457839624443134
0.5979899497487438,0.04468036707746511
0.6030150753768845,-0.12801069097342457
0.6080402010050251,-0.18851142915487437
0.6130653266331658,-0.13703781295087186
0.6180904522613065,0.06059827691075577
0.6231155778894473,0.09814156208191287
0.628140703517588,0.15418634122285316
0.6331658291457286,0.1411465525270309
0.6381909547738693,0.12445588654244642
0.6432160804020101,0.14535335904934418
0.6482412060301508,0.1667320716282398
0.6532663316582915,0.10826924289018167
0.6582914572864321,0.02025807804594579
0.6633165829145728,-0.06768189558985338
0.6683417085427136,-0.07277492006927469
0.6733668341708543,0.08302765037950831
0.678391959798995,0.2340255617609544
0.6834170854271356,0.2989633253425524
0.6884422110552764,0.26695630957996846
0.6934673366834171,0.19914435098388555
0.6984924623115578,0.16732263645481074
0.7035175879396985,0.17158065990297705
0.7085427135678392,0.17937683614366712
0.7135678391959799,0.25431499336828606
0.7185929648241206,0.33011612108520255
0.7236180904522613,0.4185367461958882
0.7286432160804021,0.3546966679491838
0.7336683417085427,0.28252833669295907
0.7386934673366834,0.2133152493411869
0.7437185929648241,0.16904710655796767
0.7487437185929648,0.16559072045312018
0.7537688442211056,0.16510781532507535
0.7587939698492463,0.16942068365960994
0.7638190954773869,0.08470808076100811
0.7688442211055276,-0.002090456821749853
0.7738693467336684,-0.07608240101247052
0.7788944723618091,-0.14303709750291774
0.7839195979899498,-0.1462625293300904
0.7889447236180904,-0.14590169737833664
0.7939698492462312,-0.1441957891864827
0.7989949748743719,-0.14317331314213333
0.8040201005025126,-0.16385569496037447
0.8090452261306533,-0.1992668922861558
0.8140703517587939,-0.23415425500024314
0.8190954773869347,-0.24719724664340623
0.8241206030150754,-0.15455664709363
0.8291457286432161,-0.0619360525833057
0.8341708542713568,0.019066285674856045
0.8391959798994975,0.032644316931429586
0.8442211055276382,0.16129408705350004
0.8492462311557789,0.3131714056706761
0.8542713567839196,0.46033045543667706
0.8592964824120604,0.3367969952842075
0.864321608040201,0.16632124821571243
0.8693467336683417,-0.029502106165373108
0.8743718592964824,-0.09366444681750237
0.8793969849246231,-0.14313996828516715
0.8844221105527639,-0.15419907369542543
0.8894472361809045,-0.15935936212368812
0.8944723618090452,-0.16772168100790313
0.8994974874371859,-0.1833746656194084
0.9045226130653267,-0.2060938606526379
0.9095477386934674,-0.23123118423299252
0.914572864321608,-0.2228654045126773
0.9195979899497487,-0.19428187467812164
0.9246231155778895,-0.16495088006837935
0.9296482412060302,-0.14533088383741885
0.9346733668341709,-0.18210749874314433
0.9396984924623115,-0.26796303086300394
0.9447236180904522,-0.3058599470298284
0.949748743718593,-0.26065561752399463
0.9547738693467337,-0.21093694850617006
0.9597989949748744,-0.11551174150870978
0.964824120603015,-0.05556599175542189
0.9698492462311558,-0.003432016638014052
0.9748743718592965,-0.03201561782662694
0.9798994974874372,-0.044324795821843725
0.9849246231155779,0.016948802933474942
0.9899497487437187,0.16493167052904217
0.9949748743718593,0.3072359476477849
1.0,0.44954022476653044
