normalized_time,mean_current
0.0,-0.4294890895020423
0.005025125628140704,-0.43940799285236837
0.010050251256281407,-0.4493268962026943
0.01507537688442211,-0.45902231478349087
0.020100502512562814,-0.4678293203712486
0.02512562814070352,-0.40276436014676165
0.03015075376884422,-0.2559531734459574
0.035175879396984924,-0.10719951334082503
0.04020100502512563,0.03668222454361748
0.04522613065326633,0.20719035296163932
0.05025125628140704,0.2844582947897547
0.05527638190954774,0.32655713879476533
0.06030150753768844,0.3693371577091526
0.06532663316582915,0.43854693216170887
0.07035175879396985,0.3558477631096347
0.07537688442211056,0.3310922527034151
0.08040201005025126,0.28179185107620014
0.08542713567839195,0.21432710801495938
0.09045226130653267,0.1672894607729249
0.09547738693467336,0.1080534201439176
0.10050251256281408,0.033319531552773264
0.10552763819095477,-0.04042310402817583
0.11055276381909548,-0.09095776342775426
0.11557788944723618,-0.12916247026253094
0.12060301507537688,-0.1935410718004129
0.12562814070351758,-0.25902287987995587
0.1306532663316583,-0.3205532322147756
0.135678391959799,-0.3388208136411864
0.1407035175879397,-0.3571754847370942
0.1457286432160804,-0.37314919357747856
0.15075376884422112,-0.3865815886427812
0.15577889447236182,-0.36409572321558964
0.16080402010050251,-0.30565322712400494
0.1658291457286432,-0.2458736342847372
0.1708542713567839,-0.19844738617597596
0.17587939698492464,-0.1527165921271111
0.18090452261306533,-0.16215342049941486
0.18592964824120603,-0.19486812035209802
0.19095477386934673,-0.2281248970604472
0.19597989949748745,-0.21017355432316184
0.20100502512562815,-0.13383352047279432
0.20603015075376885,0.016295493936220453
0.21105527638190955,0.16710570549210116
0.21608040201005024,0.28945059238708354
0.22110552763819097,0.29461472029429764
0.22613065326633167,0.2376493291625625
0.23115577889447236,0.16144937292956824
0.23618090452261306,0.07332607544271023
0.24120603015075376,0.08020353677794735
0.24623115577889448,0.07817613006807263
0.25125628140703515,0.09817654439291183
0.2562814070351759,0.119504246978047
0.2613065326633166,0.13499453952797397
0.2663316582914573,0.10822473183284362
0.271356783919598,0.08291123206718747
0.2763819095477387,0.08588846047326584
0.2814070351758794,0.1968781653645038
0.2864321608040201,0.3100869906223434
0.2914572864321608,0.4230684205599185
0.2964824120603015,0.49253926461756553
0.30150753768844224,0.6177738498572257
0.3065326633165829,0.6774977566083439
0.31155778894472363,0.6862902026888905
0.3165829145728643,0.5989359317391669
0.32160804020100503,0.4666639329451034
0.32663316582914576,0.34344709217383357
0.3316582914572864,0.31430281480030536
0.33668341708542715,0.31209041980067687
0.3417085427135678,0.322661239643648
0.34673366834170855,0.3023530697861708
0.35175879396984927,0.2744018838806648
0.35678391959798994,0.29057620615151153
0.36180904522613067,0.3463179243979261
0.36683417085427134,0.4294587956644921
0.37185929648241206,0.4703804779293407
0.3768844221105528,0.3844679971062449
0.38190954773869346,0.24040269104756354
0.3869346733668342,0.09133270531629607
0.3919597989949749,-0.029585594020525092
0.3969849246231156,-0.08237051249997274
0.4020100502512563,-0.16043738932716795
0.40703517587939697,-0.23040780487028695
