数据名单电势阶跃记时电流CASE2024年4月1日  14:42:40
时间: 2024/4/1 14:43:58
线数1	点数12306
17.41141732	-0.001
17.41338583	0.147
17.41535433	0.095
17.41732283	-0.097
17.41929134	-0.236
17.42125984	-0.201
17.42322835	-0.059
17.42519685	0.042
17.42716535	0.029
17.42913386	-0.042
17.43110236	-0.07
17.43307087	-0.024
17.43503937	0.05
17.43700787	0.114
17.43897638	0.195
17.44094488	0.355
17.44291339	0.636
17.44488189	1.006
17.44685039	1.417
17.4488189	1.855
17.4507874	2.309
17.45275591	2.738
17.45472441	3.075
17.45669291	3.286
17.45866142	3.424
17.46062992	3.527
17.46259843	3.539
17.46456693	3.34
17.46653543	2.891
17.46850394	2.327
17.47047244	1.826
17.47244094	1.417
17.47440945	0.967
17.47637795	0.381
17.47834646	-0.24
17.48031496	-0.665
17.48228346	-0.782
17.48425197	-0.713
17.48622047	-0.658
17.48818898	-0.67
17.49015748	-0.644
17.49212598	-0.496
17.49409449	-0.297
17.49606299	-0.187
17.4980315	-0.207
17.5	-0.272
17.5019685	-0.289
17.50393701	-0.276
17.50590551	-0.313
17.50787402	-0.416
17.50984252	-0.522
17.51181102	-0.56
17.51377953	-0.528
17.51574803	-0.464
17.51771654	-0.401
17.51968504	-0.355
17.52165354	-0.36
17.52362205	-0.436
17.52559055	-0.54
17.52755906	-0.583
17.52952756	-0.516
17.53149606	-0.42
17.53346457	-0.403
17.53543307	-0.463
17.53740157	-0.493
17.53937008	-0.407
17.54133858	-0.27
17.54330709	-0.194
17.54527559	-0.201
17.54724409	-0.204
17.5492126	-0.172
17.5511811	-0.184
17.55314961	-0.313
17.55511811	-0.459
17.55708661	-0.437
17.55905512	-0.225
17.56102362	-0.029
17.56299213	-0.047
17.56496063	-0.21
17.56692913	-0.25
17.56889764	-0.039
17.57086614	0.223
17.57283465	0.248
17.57480315	0.011
17.57677165	-0.225
17.57874016	-0.23
17.58070866	-0.07
17.58267717	0.014
17.58464567	-0.075
17.58661417	-0.193
17.58858268	-0.161
17.59055118	0.003
17.59251969	0.151
17.59448819	0.188
17.59645669	0.168
17.5984252	0.167
17.6003937	0.181
17.6023622	0.148
17.60433071	0.069
17.60629921	0.017
17.60826772	0.032
17.61023622	0.07
17.61220472	0.058
17.61417323	0.006
17.61614173	-0.001
17.61811024	0.09
17.62007874	0.236
17.62204724	0.333
17.62401575	0.316
17.62598425	0.233
17.62795276	0.189
17.62992126	0.238
17.63188976	0.337
17.63385827	0.39
17.63582677	0.356
17.63779528	0.287
17.63976378	0.271
17.64173228	0.332
17.64370079	0.427
17.64566929	0.475
17.6476378	0.456
17.6496063	0.422
17.6515748	0.433
17.65354331	0.507
17.65551181	0.608
17.65748031	0.669
17.65944882	0.664
17.66141732	0.615
17.66338583	0.579
17.66535433	0.588
17.66732283	0.611
17.66929134	0.605
17.67125984	0.576
17.67322835	0.575
17.67519685	0.644
17.67716535	0.763
17.67913386	0.872
17.68110236	0.936
17.68307087	0.965
17.68503937	0.975
17.68700787	0.966
17.68897638	0.949
17.69094488	0.953
17.69291339	0.959
17.69488189	0.902
17.69685039	0.754
17.6988189	0.601
17.7007874	0.577
17.70275591	0.715
17.70472441	0.877
17.70669291	0.916
17.70866142	0.839
17.71062992	0.798
17.71259843	0.893
17.71456693	1.061
17.71653543	1.16
17.71850394	1.132
17.72047244	1.033
17.72244094	0.95
17.72440945	0.904
17.72637795	0.886
17.72834646	0.875
17.73031496	0.856
17.73228346	0.795
17.73425197	0.685
17.73622047	0.573
17.73818898	0.535
17.74015748	0.593
17.74212598	0.663
17.74409449	0.647
17.74606299	0.545
17.7480315	0.459
17.75	0.465
17.7519685	0.525
17.75393701	0.517
17.75590551	0.373
17.75787402	0.16
17.75984252	0.025
17.76181102	0.035
17.76377953	0.101
17.76574803	0.098
17.76771654	-0.012
17.76968504	-0.151
17.77165354	-0.223
17.77362205	-0.209
17.77559055	-0.167
17.77755906	-0.158
17.77952756	-0.201
17.78149606	-0.265
17.78346457	-0.309
17.78543307	-0.3
17.78740157	-0.237
17.78937008	-0.17
17.79133858	-0.149
17.79330709	-0.178
17.79527559	-0.204
17.79724409	-0.181
17.7992126	-0.146
17.8011811	-0.173
17.80314961	-0.267
17.80511811	-0.336
17.80708661	-0.307
17.80905512	-0.207
17.81102362	-0.15
17.81299213	-0.197
17.81496063	-0.31
17.81692913	-0.399
17.81889764	-0.4
17.82086614	-0.312
17.82283465	-0.183
17.82480315	-0.084
17.82677165	-0.07
17.82874016	-0.126
17.83070866	-0.156
17.83267717	-0.086
17.83464567	0.046
17.83661417	0.124
17.83858268	0.078
17.84055118	-0.021
17.84251969	-0.055
17.84448819	-0.008
17.84645669	0.033
17.8484252	0.001
17.8503937	-0.058
17.8523622	-0.064
17.85433071	0.003
17.85629921	0.073
17.85826772	0.07
17.86023622	-0.01
17.86220472	-0.105
17.86417323	-0.153
17.86614173	-0.125
17.86811024	-0.048
17.87007874	0.013
17.87204724	0.002
17.87401575	-0.079
17.87598425	-0.149
17.87795276	-0.112
17.87992126	0.035
17.88188976	0.18
17.88385827	0.218
17.88582677	0.134
17.88779528	0.024
17.88976378	-0.002
17.89173228	0.079
17.89370079	0.186
17.89566929	0.224
17.8976378	0.147
17.8996063	0.027
17.9015748	-0.015
17.90354331	0.075
17.90551181	0.216
17.90748031	0.264
17.90944882	0.172
17.91141732	0.045
17.91338583	0.015
17.91535433	0.091
17.91732283	0.168
17.91929134	0.15
17.92125984	0.059
17.92322835	-0.008
17.92519685	0.01
17.92716535	0.081
17.92913386	0.137
17.93110236	0.148
17.93307087	0.116
17.93503937	0.067
17.93700787	0.043
17.93897638	0.064
17.94094488	0.101
17.94291339	0.099
17.94488189	0.038
17.94685039	-0.01
17.9488189	0.027
17.9507874	0.105
17.95275591	0.122
17.95472441	0.047
17.95669291	-0.015
17.95866142	0.057
17.96062992	0.217
17.96259843	0.269
17.96456693	0.117
17.96653543	-0.092
17.96850394	-0.124
17.97047244	0.059
17.97244094	0.231
17.97440945	0.17
17.97637795	-0.062
17.97834646	-0.209
17.98031496	-0.124
17.98228346	0.067
17.98425197	0.148
17.98622047	0.081
17.98818898	0.013
17.99015748	0.055
17.99212598	0.15
17.99409449	0.172
17.99606299	0.117
17.9980315	0.096
18	0.168
18.0019685	0.249
18.00393701	0.236
18.00590551	0.148
18.00787402	0.1
18.00984252	0.13
18.01181102	0.157
18.01377953	0.096
18.01574803	-0.029
18.01771654	-0.1
18.01968504	-0.062
18.02165354	0.028
18.02362205	0.079
18.02559055	0.067
18.02755906	0.04
18.02952756	0.068
18.03149606	0.157
18.03346457	0.247
18.03543307	0.283
18.03740157	0.243
18.03937008	0.17
18.04133858	0.129
18.04330709	0.14
18.04527559	0.172
18.04724409	0.178
18.0492126	0.144
18.0511811	0.101
18.05314961	0.079
18.05511811	0.069
18.05708661	0.05
18.05905512	0.037
18.06102362	0.062
18.06299213	0.126
18.06496063	0.166
18.06692913	0.139
18.06889764	0.077
18.07086614	0.063
18.07283465	0.135
18.07480315	0.229
18.07677165	0.247
18.07874016	0.169
18.08070866	0.069
18.08267717	0.043
18.08464567	0.102
18.08661417	0.17
18.08858268	0.184
18.09055118	0.148
18.09251969	0.131
18.09448819	0.187
18.09645669	0.298
18.0984252	0.395
18.1003937	0.431
18.1023622	0.411
18.10433071	0.375
18.10629921	0.355
18.10826772	0.354
18.11023622	0.356
18.11220472	0.347
18.11417323	0.329
18.11614173	0.324
18.11811024	0.347
18.12007874	0.39
18.12204724	0.411
18.12401575	0.392
18.12598425	0.373
18.12795276	0.417
18.12992126	0.527
18.13188976	0.621
18.13385827	0.625
18.13582677	0.565
18.13779528	0.545
18.13976378	0.604
18.14173228	0.665
18.14370079	0.649
18.14566929	0.584
18.1476378	0.574
18.1496063	0.636
18.1515748	0.663
18.15354331	0.57
18.15551181	0.413
18.15748031	0.324
18.15944882	0.333
18.16141732	0.321
18.16338583	0.196
18.16535433	0.033
18.16732283	-0.005
18.16929134	0.111
18.17125984	0.218
18.17322835	0.161
18.17519685	-0.017
18.17716535	-0.114
18.17913386	-0.012
18.18110236	0.187
18.18307087	0.264
18.18503937	0.132
18.18700787	-0.09
18.18897638	-0.196
18.19094488	-0.096
18.19291339	0.105
18.19488189	0.238
18.19685039	0.222
18.1988189	0.127
18.2007874	0.082
18.20275591	0.146
18.20472441	0.257
18.20669291	0.316
18.20866142	0.281
18.21062992	0.2
18.21259843	0.129
18.21456693	0.077
18.21653543	0.015
18.21850394	-0.049
18.22047244	-0.041
18.22244094	0.105
18.22440945	0.359
18.22637795	0.626
18.22834646	0.861
18.23031496	1.136
18.23228346	1.532
18.23425197	2.02
18.23622047	2.452
18.23818898	2.715
18.24015748	2.88
18.24212598	3.105
18.24409449	3.43
18.24606299	3.685
18.2480315	3.663
18.25	3.344
18.2519685	2.93
18.25393701	2.618
18.25590551	2.396
18.25787402	2.061
18.25984252	1.483
18.26181102	0.765
18.26377953	0.153
18.26574803	-0.194
18.26771654	-0.32
18.26968504	-0.367
18.27165354	-0.426
18.27362205	-0.482
18.27559055	-0.491
18.27755906	-0.438
18.27952756	-0.328
18.28149606	-0.165
18.28346457	0.011
18.28543307	0.116
18.28740157	0.08
18.28937008	-0.054
18.29133858	-0.155
18.29330709	-0.155
18.29527559	-0.134
18.29724409	-0.219
18.2992126	-0.419
18.3011811	-0.564
18.30314961	-0.506
18.30511811	-0.305
18.30708661	-0.18
18.30905512	-0.252
18.31102362	-0.396
18.31299213	-0.395
18.31496063	-0.197
18.31692913	0.007
18.31889764	0.008
18.32086614	-0.181
18.32283465	-0.331
18.32480315	-0.273
18.32677165	-0.095
18.32874016	-0.016
18.33070866	-0.126
18.33267717	-0.281
18.33464567	-0.279
18.33661417	-0.104
18.33858268	0.075
18.34055118	0.108
18.34251969	0.015
18.34448819	-0.072
18.34645669	-0.072
18.3484252	-0.029
18.3503937	-0.01
18.3523622	-0.031
18.35433071	-0.049
18.35629921	-0.032
18.35826772	-0.001
18.36023622	0.028
18.36220472	0.056
18.36417323	0.094
18.36614173	0.139
18.36811024	0.165
18.37007874	0.159
18.37204724	0.118
18.37401575	0.059
18.37598425	0.016
18.37795276	0.03
18.37992126	0.094
18.38188976	0.15
18.38385827	0.139
18.38582677	0.097
18.38779528	0.122
18.38976378	0.268
18.39173228	0.436
18.39370079	0.465
18.39566929	0.322
18.3976378	0.165
18.3996063	0.171
18.4015748	0.325
18.40354331	0.433
18.40551181	0.358
18.40748031	0.17
18.40944882	0.067
18.41141732	0.145
18.41338583	0.317
18.41535433	0.44
18.41732283	0.458
18.41929134	0.412
18.42125984	0.366
18.42322835	0.347
18.42519685	0.372
18.42716535	0.442
18.42913386	0.53
18.43110236	0.566
18.43307087	0.511
18.43503937	0.414
18.43700787	0.382
18.43897638	0.455
18.44094488	0.568
18.44291339	0.633
18.44488189	0.642
18.44685039	0.655
18.4488189	0.699
18.4507874	0.739
18.45275591	0.732
18.45472441	0.688
18.45669291	0.681
18.45866142	0.741
18.46062992	0.824
18.46259843	0.856
18.46456693	0.822
18.46653543	0.784
18.46850394	0.814
18.47047244	0.91
18.47244094	1.009
18.47440945	1.043
18.47637795	1.003
18.47834646	0.937
18.48031496	0.892
18.48228346	0.882
18.48425197	0.894
18.48622047	0.922
18.48818898	0.965
18.49015748	0.988
18.49212598	0.959
18.49409449	0.9
18.49606299	0.891
18.4980315	0.979
18.5	1.096
18.5019685	1.102
18.50393701	0.963
18.50590551	0.807
18.50787402	0.792
18.50984252	0.923
18.51181102	1.032
18.51377953	0.983
18.51574803	0.833
18.51771654	0.752
18.51968504	0.805
18.52165354	0.893
18.52362205	0.888
18.52559055	0.795
18.52755906	0.708
18.52952756	0.663
18.53149606	0.617
18.53346457	0.538
18.53543307	0.466
18.53740157	0.443
18.53937008	0.424
18.54133858	0.334
18.54330709	0.195
18.54527559	0.132
18.54724409	0.215
18.5492126	0.346
18.5511811	0.346
18.55314961	0.176
18.55511811	-0.03
18.55708661	-0.103
18.55905512	-0.025
18.56102362	0.058
18.56299213	0.023
18.56496063	-0.115
18.56692913	-0.227
18.56889764	-0.226
18.57086614	-0.142
18.57283465	-0.091
18.57480315	-0.134
18.57677165	-0.22
18.57874016	-0.272
18.58070866	-0.262
18.58267717	-0.226
18.58464567	-0.208
18.58661417	-0.206
18.58858268	-0.183
18.59055118	-0.132
18.59251969	-0.083
18.59448819	-0.076
18.59645669	-0.1
18.5984252	-0.126
18.6003937	-0.127
18.6023622	-0.118
18.60433071	-0.114
18.60629921	-0.094
18.60826772	-0.039
18.61023622	0.02
18.61220472	0.015
18.61417323	-0.053
18.61614173	-0.098
18.61811024	-0.037
18.62007874	0.091
18.62204724	0.146
18.62401575	0.055
18.62598425	-0.086
18.62795276	-0.11
18.62992126	0
18.63188976	0.078
18.63385827	-0.007
18.63582677	-0.171
18.63779528	-0.19
18.63976378	0.016
18.64173228	0.27
18.64370079	0.318
18.64566929	0.133
18.6476378	-0.07
18.6496063	-0.073
18.6515748	0.115
18.65354331	0.289
18.65551181	0.266
18.65748031	0.083
18.65944882	-0.063
18.66141732	-0.02
18.66338583	0.177
18.66535433	0.34
18.66732283	0.335
18.66929134	0.202
18.67125984	0.12
18.67322835	0.177
18.67519685	0.276
18.67716535	0.27
18.67913386	0.143
18.68110236	0.047
18.68307087	0.107
18.68503937	0.25
18.68700787	0.309
18.68897638	0.224
18.69094488	0.113
18.69291339	0.097
18.69488189	0.163
18.69685039	0.206
18.6988189	0.163
18.7007874	0.072
18.70275591	-0.01
18.70472441	-0.066
18.70669291	-0.096
18.70866142	-0.074
18.71062992	0.003
18.71259843	0.074
18.71456693	0.063
18.71653543	-0.007
18.71850394	-0.032
18.72047244	0.059
18.72244094	0.19
18.72440945	0.221
18.72637795	0.123
18.72834646	0.029
18.73031496	0.067
18.73228346	0.201
18.73425197	0.28
18.73622047	0.215
18.73818898	0.097
18.74015748	0.064
18.74212598	0.131
18.74409449	0.18
18.74606299	0.124
18.7480315	0.032
18.75	0.025
18.7519685	0.122
18.75393701	0.213
18.75590551	0.211
18.75787402	0.162
18.75984252	0.159
18.76181102	0.211
18.76377953	0.237
18.76574803	0.201
18.76771654	0.168
18.76968504	0.197
18.77165354	0.227
18.77362205	0.161
18.77559055	0.023
18.77755906	-0.04
18.77952756	0.058
18.78149606	0.21
18.78346457	0.247
18.78543307	0.136
18.78740157	0.036
18.78937008	0.092
18.79133858	0.246
18.79330709	0.32
18.79527559	0.23
18.79724409	0.087
18.7992126	0.029
18.8011811	0.07
18.80314961	0.117
18.80511811	0.095
18.80708661	0.04
18.80905512	0.05
18.81102362	0.152
18.81299213	0.283
18.81496063	0.353
18.81692913	0.314
18.81889764	0.198
18.82086614	0.095
18.82283465	0.083
18.82480315	0.166
18.82677165	0.26
18.82874016	0.268
18.83070866	0.184
18.83267717	0.095
18.83464567	0.098
18.83661417	0.207
18.83858268	0.345
18.84055118	0.415
18.84251969	0.369
18.84448819	0.251
18.84645669	0.148
18.8484252	0.143
18.8503937	0.234
18.8523622	0.326
18.85433071	0.317
18.85629921	0.203
18.85826772	0.11
18.86023622	0.156
18.86220472	0.325
18.86417323	0.502
18.86614173	0.599
18.86811024	0.629
18.87007874	0.631
18.87204724	0.613
18.87401575	0.571
18.87598425	0.556
18.87795276	0.629
18.87992126	0.733
18.88188976	0.729
18.88385827	0.577
18.88582677	0.419
18.88779528	0.427
18.88976378	0.564
18.89173228	0.634
18.89370079	0.508
18.89566929	0.294
18.8976378	0.177
18.8996063	0.184
18.9015748	0.18
18.90354331	0.074
18.90551181	-0.041
18.90748031	-0.037
18.90944882	0.06
18.91141732	0.1
18.91338583	0.016
18.91535433	-0.09
18.91732283	-0.086
18.91929134	0.027
18.92125984	0.115
18.92322835	0.088
18.92519685	-0.014
18.92716535	-0.085
18.92913386	-0.076
18.93110236	-0.022
18.93307087	0.025
18.93503937	0.048
18.93700787	0.052
18.93897638	0.043
18.94094488	0.026
18.94291339	0.02
18.94488189	0.055
18.94685039	0.131
18.9488189	0.207
18.9507874	0.216
18.95275591	0.147
18.95472441	0.052
18.95669291	0.023
18.95866142	0.104
18.96062992	0.244
18.96259843	0.354
18.96456693	0.405
18.96653543	0.485
18.96850394	0.71
18.97047244	1.107
18.97244094	1.592
18.97440945	2.025
18.97637795	2.343
18.97834646	2.589
18.98031496	2.835
18.98228346	3.089
18.98425197	3.275
18.98622047	3.302
18.98818898	3.147
18.99015748	2.864
18.99212598	2.518
18.99409449	2.131
18.99606299	1.673
18.9980315	1.136
19	0.578
19.0019685	0.108
19.00393701	-0.189
19.00590551	-0.331
19.00787402	-0.421
19.00984252	-0.53
19.01181102	-0.636
19.01377953	-0.644
19.01574803	-0.513
19.01771654	-0.32
19.01968504	-0.181
19.02165354	-0.139
19.02362205	-0.142
19.02559055	-0.14
19.02755906	-0.139
19.02952756	-0.169
19.03149606	-0.216
19.03346457	-0.244
19.03543307	-0.244
19.03740157	-0.255
19.03937008	-0.308
19.04133858	-0.38
19.04330709	-0.428
19.04527559	-0.431
19.04724409	-0.398
19.0492126	-0.357
19.0511811	-0.341
19.05314961	-0.374
19.05511811	-0.433
19.05708661	-0.432
19.05905512	-0.308
19.06102362	-0.118
19.06299213	-0.021
19.06496063	-0.094
19.06692913	-0.214
19.06889764	-0.201
19.07086614	-0.057
19.07283465	0.016
19.07480315	-0.115
19.07677165	-0.328
19.07874016	-0.383
19.08070866	-0.22
19.08267717	-0.031
19.08464567	-0.01
19.08661417	-0.136
19.08858268	-0.221
19.09055118	-0.17
19.09251969	-0.066
19.09448819	-0.012
19.09645669	-0.009
19.0984252	0.017
19.1003937	0.076
19.1023622	0.107
19.10433071	0.085
19.10629921	0.068
19.10826772	0.108
19.11023622	0.17
19.11220472	0.175
19.11417323	0.106
19.11614173	0.041
19.11811024	0.053
19.12007874	0.126
19.12204724	0.181
19.12401575	0.171
19.12598425	0.137
19.12795276	0.154
19.12992126	0.226
19.13188976	0.296
19.13385827	0.303
19.13582677	0.247
19.13779528	0.204
19.13976378	0.237
19.14173228	0.339
19.14370079	0.443
19.14566929	0.474
19.1476378	0.425
19.1496063	0.368
19.1515748	0.38
19.15354331	0.464
19.15551181	0.55
19.15748031	0.564
19.15944882	0.504
19.16141732	0.428
19.16338583	0.405
19.16535433	0.45
19.16732283	0.505
19.16929134	0.533
19.17125984	0.53
19.17322835	0.51
19.17519685	0.49
19.17716535	0.482
19.17913386	0.512
19.18110236	0.592
19.18307087	0.683
19.18503937	0.723
19.18700787	0.697
19.18897638	0.666
19.19094488	0.702
19.19291339	0.803
19.19488189	0.895
19.19685039	0.934
19.1988189	0.929
19.2007874	0.896
19.20275591	0.844
19.20472441	0.79
19.20669291	0.784
19.20866142	0.873
19.21062992	1.001
19.21259843	1.037
19.21456693	0.933
19.21653543	0.795
19.21850394	0.787
19.22047244	0.945
19.22244094	1.115
19.22440945	1.148
19.22637795	1.058
19.22834646	0.995
19.23031496	1.051
19.23228346	1.158
19.23425197	1.175
19.23622047	1.067
19.23818898	0.943
19.24015748	0.927
19.24212598	1.024
19.24409449	1.121
19.24606299	1.123
19.2480315	1.037
19.25	0.964
19.2519685	0.979
19.25393701	1.061
19.25590551	1.11
19.25787402	1.046
19.25984252	0.866
19.26181102	0.648
19.26377953	0.494
19.26574803	0.461
19.26771654	0.527
19.26968504	0.592
19.27165354	0.561
19.27362205	0.413
19.27559055	0.248
19.27755906	0.197
19.27952756	0.291
19.28149606	0.403
19.28346457	0.382
19.28543307	0.239
19.28740157	0.107
19.28937008	0.081
19.29133858	0.094
19.29330709	0.026
19.29527559	-0.104
19.29724409	-0.176
19.2992126	-0.135
19.3011811	-0.084
19.30314961	-0.143
19.30511811	-0.268
19.30708661	-0.296
19.30905512	-0.199
19.31102362	-0.146
19.31299213	-0.273
19.31496063	-0.477
19.31692913	-0.525
19.31889764	-0.348
19.32086614	-0.153
19.32283465	-0.166
19.32480315	-0.349
19.32677165	-0.457
19.32874016	-0.348
19.33070866	-0.149
19.33267717	-0.076
19.33464567	-0.17
19.33661417	-0.282
19.33858268	-0.278
19.34055118	-0.179
19.34251969	-0.113
19.34448819	-0.135
19.34645669	-0.169
19.3484252	-0.137
19.3503937	-0.064
19.3523622	-0.044
19.35433071	-0.113
19.35629921	-0.196
19.35826772	-0.204
19.36023622	-0.139
19.36220472	-0.097
19.36417323	-0.154
19.36614173	-0.243
19.36811024	-0.238
19.37007874	-0.109
19.37204724	0.039
19.37401575	0.074
19.37598425	-0.001
19.37795276	-0.069
19.37992126	-0.042
19.38188976	0.057
19.38385827	0.111
19.38582677	0.058
19.38779528	-0.047
19.38976378	-0.079
19.39173228	0.017
19.39370079	0.175
19.39566929	0.27
19.3976378	0.228
19.3996063	0.103
19.4015748	0.015
19.40354331	0.028
19.40551181	0.09
19.40748031	0.112
19.40944882	0.068
19.41141732	0.011
19.41338583	-0.009
19.41535433	-0.004
19.41732283	0.017
19.41929134	0.063
19.42125984	0.135
19.42322835	0.172
19.42519685	0.116
19.42716535	0.013
19.42913386	-0.011
19.43110236	0.082
19.43307087	0.176
19.43503937	0.129
19.43700787	-0.016
19.43897638	-0.059
19.44094488	0.104
19.44291339	0.339
19.44488189	0.402
19.44685039	0.224
19.4488189	-0.007
19.4507874	-0.066
19.45275591	0.052
19.45472441	0.167
19.45669291	0.134
19.45866142	-0.031
19.46062992	-0.186
19.46259843	-0.21
19.46456693	-0.079
19.46653543	0.129
19.46850394	0.305
19.47047244	0.355
19.47244094	0.269
19.47440945	0.13
19.47637795	0.055
19.47834646	0.088
19.48031496	0.165
19.48228346	0.181
19.48425197	0.102
19.48622047	-0.009
19.48818898	-0.06
19.49015748	-0.026
19.49212598	0.051
19.49409449	0.104
19.49606299	0.122
19.4980315	0.133
19.5	0.155
19.5019685	0.168
19.50393701	0.129
19.50590551	0.029
19.50787402	-0.06
19.50984252	-0.051
19.51181102	0.046
19.51377953	0.119
19.51574803	0.084
19.51771654	-0.015
19.51968504	-0.048
19.52165354	0.039
19.52362205	0.151
19.52559055	0.18
19.52755906	0.117
19.52952756	0.06
19.53149606	0.068
19.53346457	0.088
19.53543307	0.059
19.53740157	0.01
19.53937008	0.017
19.54133858	0.077
19.54330709	0.113
19.54527559	0.083
19.54724409	0.063
19.5492126	0.133
19.5511811	0.253
19.55314961	0.303
19.55511811	0.234
19.55708661	0.148
19.55905512	0.161
19.56102362	0.261
19.56299213	0.323
19.56496063	0.274
19.56692913	0.173
19.56889764	0.123
19.57086614	0.161
19.57283465	0.236
19.57480315	0.283
19.57677165	0.281
19.57874016	0.26
19.58070866	0.257
19.58267717	0.282
19.58464567	0.327
19.58661417	0.391
19.58858268	0.46
19.59055118	0.526
19.59251969	0.575
19.59448819	0.591
19.59645669	0.58
19.5984252	0.575
19.6003937	0.601
19.6023622	0.647
19.60433071	0.655
19.60629921	0.586
19.60826772	0.464
19.61023622	0.353
19.61220472	0.296
19.61417323	0.26
19.61614173	0.188
19.61811024	0.077
19.62007874	-0.01
19.62204724	-0.016
19.62401575	0.042
19.62598425	0.073
19.62795276	0.02
19.62992126	-0.091
19.63188976	-0.17
19.63385827	-0.162
19.63582677	-0.098
19.63779528	-0.054
19.63976378	-0.067
19.64173228	-0.11
19.64370079	-0.131
19.64566929	-0.104
19.6476378	-0.038
19.6496063	0.049
19.6515748	0.121
19.65354331	0.124
19.65551181	0.032
19.65748031	-0.101
19.65944882	-0.157
19.66141732	-0.057
19.66338583	0.118
19.66535433	0.192
19.66732283	0.102
19.66929134	-0.023
19.67125984	-0.017
19.67322835	0.148
19.67519685	0.297
19.67716535	0.284
19.67913386	0.16
19.68110236	0.11
19.68307087	0.253
19.68503937	0.529
19.68700787	0.816
19.68897638	1.074
19.69094488	1.386
19.69291339	1.824
19.69488189	2.344
19.69685039	2.819
19.6988189	3.157
19.7007874	3.352
19.70275591	3.441
19.70472441	3.45
19.70669291	3.35
19.70866142	3.112
19.71062992	2.733
19.71259843	2.243
19.71456693	1.695
19.71653543	1.143
19.71850394	0.633
19.72047244	0.2
19.72244094	-0.151
19.72440945	-0.415
19.72637795	-0.58
19.72834646	-0.641
19.73031496	-0.612
19.73228346	-0.53
19.73425197	-0.443
19.73622047	-0.37
19.73818898	-0.303
19.74015748	-0.246
19.74212598	-0.224
19.74409449	-0.264
19.74606299	-0.368
19.7480315	-0.47
19.75	-0.502
19.7519685	-0.459
19.75393701	-0.405
19.75590551	-0.405
19.75787402	-0.444
19.75984252	-0.457
19.76181102	-0.399
19.76377953	-0.31
19.76574803	-0.262
19.76771654	-0.287
19.76968504	-0.332
19.77165354	-0.342
19.77362205	-0.335
19.77559055	-0.351
19.77755906	-0.395
19.77952756	-0.397
19.78149606	-0.316
19.78346457	-0.219
19.78543307	-0.209
19.78740157	-0.294
19.78937008	-0.354
19.79133858	-0.278
19.79330709	-0.118
19.79527559	-0.05
19.79724409	-0.153
19.7992126	-0.304
19.8011811	-0.302
19.80314961	-0.126
19.80511811	0.053
19.80708661	0.059
19.80905512	-0.085
19.81102362	-0.187
19.81299213	-0.137
19.81496063	-0.021
19.81692913	0.012
19.81889764	-0.065
19.82086614	-0.139
19.82283465	-0.112
19.82480315	-0.028
19.82677165	0.003
19.82874016	-0.04
19.83070866	-0.081
19.83267717	-0.032
19.83464567	0.077
19.83661417	0.143
19.83858268	0.114
19.84055118	0.049
19.84251969	0.032
19.84448819	0.1
19.84645669	0.206
19.8484252	0.258
19.8503937	0.207
19.8523622	0.097
19.85433071	0.042
19.85629921	0.118
19.85826772	0.28
19.86023622	0.39
19.86220472	0.362
19.86417323	0.259
19.86614173	0.236
19.86811024	0.36
19.87007874	0.511
19.87204724	0.527
19.87401575	0.397
19.87598425	0.274
19.87795276	0.283
19.87992126	0.381
19.88188976	0.431
19.88385827	0.384
19.88582677	0.333
19.88779528	0.37
19.88976378	0.458
19.89173228	0.487
19.89370079	0.437
19.89566929	0.407
19.8976378	0.469
19.8996063	0.554
19.9015748	0.555
19.90354331	0.483
19.90551181	0.454
19.90748031	0.543
19.90944882	0.689
19.91141732	0.762
19.91338583	0.741
19.91535433	0.722
19.91732283	0.782
19.91929134	0.88
19.92125984	0.895
19.92322835	0.805
19.92519685	0.715
19.92716535	0.736
19.92913386	0.852
19.93110236	0.939
19.93307087	0.927
19.93503937	0.876
19.93700787	0.89
19.93897638	0.969
19.94094488	0.998
19.94291339	0.915
19.94488189	0.802
19.94685039	0.809
19.9488189	0.959
19.9507874	1.104
19.95275591	1.095
19.95472441	0.969
19.95669291	0.894
19.95866142	0.973
19.96062992	1.129
19.96259843	1.215
19.96456693	1.174
19.96653543	1.066
19.96850394	0.971
19.97047244	0.912
19.97244094	0.884
19.97440945	0.868
19.97637795	0.834
19.97834646	0.753
19.98031496	0.643
19.98228346	0.559
19.98425197	0.536
19.98622047	0.531
19.98818898	0.488
19.99015748	0.425
19.99212598	0.396
19.99409449	0.406
19.99606299	0.349
19.9980315	0.179
20	-0.002
20.0019685	-0.026
20.00393701	0.115
20.00590551	0.228
20.00787402	0.147
20.00984252	-0.083
20.01181102	-0.263
20.01377953	-0.27
20.01574803	-0.186
20.01771654	-0.174
20.01968504	-0.28
20.02165354	-0.399
20.02362205	-0.432
20.02559055	-0.37
20.02755906	-0.292
20.02952756	-0.265
20.03149606	-0.306
20.03346457	-0.383
20.03543307	-0.433
20.03740157	-0.412
20.03937008	-0.325
20.04133858	-0.246
20.04330709	-0.262
20.04527559	-0.377
20.04724409	-0.489
20.0492126	-0.488
20.0511811	-0.366
20.05314961	-0.233
20.05511811	-0.2
20.05708661	-0.271
20.05905512	-0.353
20.06102362	-0.351
20.06299213	-0.27
20.06496063	-0.195
20.06692913	-0.197
20.06889764	-0.237
20.07086614	-0.242
20.07283465	-0.189
