Time(S),Current(A)
12.6,0.0055962
12.7,0.0056371
12.8,0.0056987
12.9,0.0057625
13.0,0.0058299
13.1,0.0058774
13.2,0.0059117
13.3,0.0059316
13.4,0.0059107
13.5,0.0058511
13.6,0.0057794
13.7,0.0057385
13.8,0.0057194
13.9,0.0057074
14.0,0.0056733
14.1,0.0056455
14.2,0.0056364
14.3,0.0056376
14.4,0.0056396
14.5,0.0056406
14.6,0.0056411
14.7,0.0056431
14.8,0.0056381
14.9,0.0056366
15.0,0.0056494
15.1,0.0056846
15.2,0.0057481
15.3,0.0058204
15.4,0.0058745
15.5,0.0059187
15.6,0.005953
15.7,0.0059687
15.8,0.0059411
15.9,0.0058728
16.0,0.0058151
16.1,0.0057804
16.2,0.0057608
16.3,0.0057526
16.4,0.0057346
16.5,0.0057039
16.6,0.0056906
16.7,0.0056832
16.8,0.0056802
16.9,0.0056803
17.0,0.0056806
17.1,0.0056826
17.2,0.0056836
17.3,0.0056811
17.4,0.0056764
