Time(S),Current(A)
55.0,-2.5017e-06
55.1,-2.1673e-06
55.2,-2.7079e-06
55.3,-2.422e-06
55.4,-2.1115e-06
55.5,-3.1097e-06
55.6,-2.0412e-06
55.7,-2.6389e-06
55.8,-2.3994e-06
55.9,-2.8114e-06
56.0,-2.0409e-06
56.1,-2.5239e-06
56.2,-2.5817e-06
56.3,-2.0006e-06
56.4,-2.6673e-06
56.5,-2.9122e-06
56.6,-2.2545e-06
56.7,-2.0768e-06
56.8,-2.9928e-06
56.9,-2.4359e-06
57.0,-2.5572e-06
57.1,-2.3839e-06
57.2,-2.2525e-06
57.3,-2.7879e-06
57.4,-2.9915e-06
57.5,-2.4924e-06
57.6,-2.1784e-06
57.7,-2.4952e-06
57.8,-2.3283e-06
57.9,-2.389e-06
58.0,-2.7185e-06
58.1,-2.4004e-06
58.2,-2.5624e-06
58.3,-2.027e-06
58.4,-2.3288e-06
58.5,-2.4802e-06
58.6,-2.4855e-06
58.7,-2.4154e-06
58.8,-3.0529e-06
58.9,-2.3847e-06
59.0,-1.9174e-06
59.1,-2.4613e-06
59.2,-2.5108e-06
59.3,-2.163e-06
59.4,-2.4656e-06
59.5,-2.6753e-06
59.6,-2.6486e-06
59.7,-2.5057e-06
59.8,-3.29e-06
59.9,-2.1717e-06
