Time(S),Current(A)
70.0,-2.9036e-06
70.1,-2.3021e-06
70.2,-2.6945e-06
70.3,-2.6871e-06
70.4,-2.0182e-06
70.5,-1.8991e-06
70.6,-2.7293e-06
70.7,-2.6388e-06
70.8,-2.7573e-06
70.9,-2.6219e-06
71.0,-2.3765e-06
71.1,-2.8881e-06
71.2,-2.4192e-06
71.3,-2.1495e-06
71.4,-2.2158e-06
71.5,-2.8027e-06
71.6,-2.7004e-06
71.7,-2.1815e-06
71.8,-2.5512e-06
71.9,-2.3308e-06
72.0,-2.6657e-06
72.1,-2.4761e-06
72.2,-2.4623e-06
72.3,-2.6235e-06
72.4,-2.8858e-06
72.5,-2.3993e-06
72.6,-2.3398e-06
72.7,-2.3185e-06
72.8,-2.7668e-06
72.9,-2.4231e-06
73.0,-2.4137e-06
73.1,-2.5526e-06
73.2,-2.6279e-06
73.3,-2.475e-06
73.4,-2.176e-06
73.5,-2.3796e-06
73.6,-2.2943e-06
73.7,-2.8937e-06
73.8,-1.8978e-06
73.9,-2.8443e-06
74.0,-2.5125e-06
74.1,-2.3454e-06
74.2,-2.7832e-06
74.3,-2.2985e-06
74.4,-2.0011e-06
74.5,-2.3304e-06
74.6,-2.5543e-06
74.7,-2.1273e-06
74.8,-1.8234e-06
74.9,-2.376e-06
