Time(S),Current(A)
85.0,-2.0617e-06
85.1,-2.1286e-06
85.2,-2.1876e-06
85.3,-2.5718e-06
85.4,-2.2768e-06
85.5,-2.3162e-06
85.6,-2.6137e-06
85.7,-3.0722e-06
85.8,-2.3208e-06
85.9,-2.973e-06
86.0,-2.426e-06
86.1,-2.0891e-06
86.2,-2.5536e-06
86.3,-2.5708e-06
86.4,-2.0764e-06
86.5,-2.6215e-06
86.6,-2.2514e-06
86.7,-2.5601e-06
86.8,-2.6457e-06
86.9,-1.9603e-06
87.0,-2.9731e-06
87.1,-2.8944e-06
87.2,-2.439e-06
87.3,-2.1199e-06
87.4,-2.588e-06
87.5,-2.3559e-06
87.6,-2.1501e-06
87.7,-2.3699e-06
87.8,-2.4383e-06
87.9,-2.7738e-06
88.0,-2.7008e-06
88.1,-2.4269e-06
88.2,-2.1351e-06
88.3,-1.7108e-06
88.4,-2.2334e-06
88.5,-2.5862e-06
88.6,-2.5695e-06
88.7,-2.5376e-06
88.8,-2.2922e-06
88.9,-2.7938e-06
89.0,-2.558e-06
89.1,-2.5773e-06
89.2,-2.305e-06
89.3,-2.8434e-06
89.4,-2.3319e-06
89.5,-2.8267e-06
89.6,-2.2949e-06
89.7,-1.9074e-06
89.8,-2.8335e-06
89.9,-2.7769e-06
