Time(S),Current(A)
110.0,-2.4582e-06
110.1,-2.5916e-06
110.2,-2.1551e-06
110.3,-2.9237e-06
110.4,-2.8415e-06
110.5,-2.2535e-06
110.6,-2.6765e-06
110.7,-2.9445e-06
110.8,-2.5294e-06
110.9,-3.2071e-06
111.0,-2.6479e-06
111.1,-2.7933e-06
111.2,-2.383e-06
111.3,-2.7279e-06
111.4,-2.9313e-06
111.5,-2.3082e-06
111.6,-2.8506e-06
111.7,-2.5723e-06
111.8,-1.8589e-06
111.9,-2.4468e-06
112.0,-2.7573e-06
112.1,-2.096e-06
112.2,-2.3283e-06
112.3,-2.5407e-06
112.4,-2.3792e-06
112.5,-2.3835e-06
112.6,-2.8292e-06
112.7,-2.3544e-06
112.8,-2.7697e-06
112.9,-2.3653e-06
113.0,-2.5022e-06
113.1,-2.5114e-06
113.2,-2.4385e-06
113.3,-2.8248e-06
113.4,-2.6669e-06
113.5,-2.5758e-06
113.6,-2.5043e-06
113.7,-2.5279e-06
113.8,-2.356e-06
113.9,-2.5443e-06
114.0,-2.2025e-06
114.1,-2.8541e-06
114.2,-2.3935e-06
114.3,-2.3904e-06
114.4,-2.1164e-06
114.5,-2.6233e-06
114.6,-2.8201e-06
114.7,-2.6201e-06
114.8,-2.5769e-06
114.9,-2.8901e-06
