Time(S),Current(A)
35.0,-2.6828e-06
35.1,-2.1195e-06
35.2,-2.4401e-06
35.3,-2.3842e-06
35.4,-2.3063e-06
35.5,-2.1904e-06
35.6,-2.5198e-06
35.7,-2.3029e-06
35.8,-3.0802e-06
35.9,-2.2562e-06
36.0,-2.7269e-06
36.1,-2.8124e-06
36.2,-2.5708e-06
36.3,-2.1705e-06
36.4,-2.4342e-06
36.5,-2.5697e-06
36.6,-3.1921e-06
36.7,-2.5833e-06
36.8,-2.5914e-06
36.9,-2.0034e-06
37.0,-3.0304e-06
37.1,-2.0521e-06
37.2,-2.5162e-06
37.3,-2.268e-06
37.4,-2.4696e-06
37.5,-2.5761e-06
37.6,-2.6824e-06
37.7,-2.1811e-06
37.8,-2.5665e-06
37.9,-2.3497e-06
38.0,-2.9773e-06
38.1,-2.1916e-06
38.2,-2.7907e-06
38.3,-2.4341e-06
38.4,-2.4411e-06
38.5,-2.4871e-06
38.6,-2.528e-06
38.7,-2.1128e-06
38.8,-2.5536e-06
38.9,-2.8304e-06
39.0,-2.7012e-06
39.1,-2.6572e-06
39.2,-2.5749e-06
39.3,-2.7655e-06
39.4,-2.3968e-06
39.5,-2.697e-06
39.6,-2.7064e-06
39.7,-2.3831e-06
39.8,-3.0456e-06
39.9,-2.833e-06
