Time(S),Current(A)
95.0,-2.1917e-06
95.1,-2.1331e-06
95.2,-2.181e-06
95.3,-1.8651e-06
95.4,-2.3963e-06
95.5,-2.8036e-06
95.6,-1.9093e-06
95.7,-2.1625e-06
95.8,-2.09e-06
95.9,-2.7079e-06
96.0,-2.0064e-06
96.1,-1.8234e-06
96.2,-2.5814e-06
96.3,-2.8652e-06
96.4,-2.8107e-06
96.5,-1.9204e-06
96.6,-2.4323e-06
96.7,-2.4274e-06
96.8,-2.0553e-06
96.9,-2.4216e-06
97.0,-2.3396e-06
97.1,-1.9633e-06
97.2,-2.8385e-06
97.3,-1.7866e-06
97.4,-2.0545e-06
97.5,-2.2801e-06
97.6,-1.7691e-06
97.7,-2.5274e-06
97.8,-2.5712e-06
97.9,-2.8852e-06
98.0,-2.1336e-06
98.1,-2.1701e-06
98.2,-2.6406e-06
98.3,-2.6964e-06
98.4,-2.201e-06
98.5,-2.5716e-06
98.6,-2.0478e-06
98.7,-2.5703e-06
98.8,-2.7865e-06
98.9,-1.9953e-06
99.0,-2.539e-06
99.1,-2.4228e-06
99.2,-2.2174e-06
99.3,-2.1574e-06
99.4,-2.5495e-06
99.5,-2.218e-06
99.6,-2.2731e-06
99.7,-2.2941e-06
99.8,-2.5108e-06
99.9,-2.5792e-06
