Time(S),Current(A)
75.0,-2.8181e-06
75.1,-2.6961e-06
75.2,-2.4468e-06
75.3,-2.7137e-06
75.4,-2.2114e-06
75.5,-2.5107e-06
75.6,-2.0012e-06
75.7,-2.2778e-06
75.8,-2.8157e-06
75.9,-2.3838e-06
76.0,-2.2631e-06
76.1,-2.3918e-06
76.2,-2.149e-06
76.3,-2.7095e-06
76.4,-2.3885e-06
76.5,-1.9602e-06
76.6,-2.5586e-06
76.7,-2.034e-06
76.8,-2.17e-06
76.9,-2.6197e-06
77.0,-2.7793e-06
77.1,-2.571e-06
77.2,-2.7172e-06
77.3,-2.2787e-06
77.4,-2.7757e-06
77.5,-2.4234e-06
77.6,-1.8641e-06
77.7,-2.1607e-06
77.8,-2.6876e-06
77.9,-2.4495e-06
78.0,-2.8868e-06
78.1,-2.2533e-06
78.2,-2.7393e-06
78.3,-2.3199e-06
78.4,-2.583e-06
78.5,-2.5433e-06
78.6,-2.3204e-06
78.7,-2.1646e-06
78.8,-2.0203e-06
78.9,-2.5887e-06
79.0,-2.0373e-06
79.1,-2.3493e-06
79.2,-2.0421e-06
79.3,-2.0121e-06
79.4,-2.2294e-06
79.5,-2.4833e-06
79.6,-2.969e-06
79.7,-2.6719e-06
79.8,-2.0278e-06
79.9,-2.1902e-06
