Time(S),Current(A)
105.0,-2.4005e-06
105.1,-2.1786e-06
105.2,-2.6809e-06
105.3,-2.3928e-06
105.4,-2.0619e-06
105.5,-2.6218e-06
105.6,-2.5358e-06
105.7,-2.0084e-06
105.8,-2.7195e-06
105.9,-2.4286e-06
106.0,-2.8385e-06
106.1,-2.3088e-06
106.2,-2.3046e-06
106.3,-2.12e-06
106.4,-2.4551e-06
106.5,-2.5156e-06
106.6,-2.0159e-06
106.7,-2.8127e-06
106.8,-2.8456e-06
106.9,-2.3671e-06
107.0,-1.9876e-06
107.1,-2.7088e-06
107.2,-2.0903e-06
107.3,-2.3273e-06
107.4,-1.912e-06
107.5,-2.3609e-06
107.6,-2.4364e-06
107.7,-2.7569e-06
107.8,-2.7125e-06
107.9,-2.3848e-06
108.0,-2.5249e-06
108.1,-2.6526e-06
108.2,-2.0755e-06
108.3,-2.052e-06
108.4,-2.6969e-06
108.5,-2.6104e-06
108.6,-2.5921e-06
108.7,-2.6141e-06
108.8,-2.8348e-06
108.9,-2.9981e-06
109.0,-2.7565e-06
109.1,-2.9238e-06
109.2,-2.3205e-06
109.3,-2.5908e-06
109.4,-2.3283e-06
109.5,-2.7874e-06
109.6,-1.977e-06
109.7,-3.222e-06
109.8,-2.0311e-06
109.9,-2.8496e-06
