Time(S),Current(A)
30.0,-2.1916e-06
30.1,-2.6961e-06
30.2,-2.272e-06
30.3,-2.7201e-06
30.4,-1.8723e-06
30.5,-2.1542e-06
30.6,-2.7596e-06
30.7,-2.6496e-06
30.8,-2.367e-06
30.9,-2.1675e-06
31.0,-3.0882e-06
31.1,-2.6136e-06
31.2,-2.4454e-06
31.3,-2.4539e-06
31.4,-2.3033e-06
31.5,-2.5889e-06
31.6,-2.5044e-06
31.7,-2.4854e-06
31.8,-2.4277e-06
31.9,-2.1232e-06
32.0,-2.4328e-06
32.1,-2.4446e-06
32.2,-2.1704e-06
32.3,-2.6794e-06
32.4,-2.4875e-06
32.5,-2.3754e-06
32.6,-2.7026e-06
32.7,-2.7376e-06
32.8,-2.1703e-06
32.9,-2.1914e-06
33.0,-2.0745e-06
33.1,-2.2507e-06
33.2,-2.6698e-06
33.3,-2.5716e-06
33.4,-2.2788e-06
33.5,-2.7055e-06
33.6,-2.2478e-06
33.7,-2.7071e-06
33.8,-2.4577e-06
33.9,-2.6647e-06
34.0,-2.5743e-06
34.1,-2.6099e-06
34.2,-2.2557e-06
34.3,-2.5655e-06
34.4,-1.9382e-06
34.5,-2.3604e-06
34.6,-2.4939e-06
34.7,-2.7368e-06
34.8,-1.7866e-06
34.9,-2.6564e-06
