Time(S),Current(A)
80.0,-2.8463e-06
80.1,-2.0208e-06
80.2,-2.4205e-06
80.3,-2.0594e-06
80.4,-2.525e-06
80.5,-2.2622e-06
80.6,-1.9569e-06
80.7,-2.4114e-06
80.8,-2.3293e-06
80.9,-2.2152e-06
81.0,-2.4326e-06
81.1,-2.5246e-06
81.2,-2.655e-06
81.3,-2.4168e-06
81.4,-2.5251e-06
81.5,-2.7249e-06
81.6,-2.1527e-06
81.7,-2.0946e-06
81.8,-2.2616e-06
81.9,-2.5177e-06
82.0,-1.597e-06
82.1,-2.171e-06
82.2,-2.0891e-06
82.3,-2.0923e-06
82.4,-2.0376e-06
82.5,-2.6609e-06
82.6,-2.7663e-06
82.7,-2.2771e-06
82.8,-2.233e-06
82.9,-2.2638e-06
83.0,-2.3825e-06
83.1,-2.2489e-06
83.2,-2.0913e-06
83.3,-2.3365e-06
83.4,-2.8593e-06
83.5,-2.5591e-06
83.6,-2.1129e-06
83.7,-1.9457e-06
83.8,-2.3901e-06
83.9,-2.356e-06
84.0,-2.0296e-06
84.1,-2.4842e-06
84.2,-2.2557e-06
84.3,-2.7102e-06
84.4,-2.6101e-06
84.5,-2.2312e-06
84.6,-2.2976e-06
84.7,-2.2117e-06
84.8,-2.8027e-06
84.9,-2.2854e-06
