Time(S),Current(A)
40.0,-2.0223e-06
40.1,-2.1929e-06
40.2,-2.0197e-06
40.3,-3.082e-06
40.4,-2.0404e-06
40.5,-2.2619e-06
40.6,-2.4994e-06
40.7,-2.2817e-06
40.8,-2.7174e-06
40.9,-2.1337e-06
41.0,-2.661e-06
41.1,-2.6473e-06
41.2,-2.0866e-06
41.3,-2.6224e-06
41.4,-2.2477e-06
41.5,-1.9443e-06
41.6,-2.3525e-06
41.7,-1.8109e-06
41.8,-2.9248e-06
41.9,-2.5538e-06
42.0,-2.3585e-06
42.1,-2.3672e-06
42.2,-2.1491e-06
42.3,-2.5266e-06
42.4,-2.1341e-06
42.5,-2.6535e-06
42.6,-2.2117e-06
42.7,-2.2537e-06
42.8,-2.9399e-06
42.9,-2.2888e-06
43.0,-2.6688e-06
43.1,-2.5603e-06
43.2,-2.1628e-06
43.3,-3.0639e-06
43.4,-3.1373e-06
43.5,-2.2327e-06
43.6,-2.7575e-06
43.7,-2.4567e-06
43.8,-2.2909e-06
43.9,-2.4607e-06
44.0,-1.6599e-06
44.1,-2.6858e-06
44.2,-2.3951e-06
44.3,-2.5812e-06
44.4,-2.5202e-06
44.5,-2.5784e-06
44.6,-2.6017e-06
44.7,-2.3124e-06
44.8,-2.512e-06
44.9,-2.2475e-06
