Time(S),Current(A)
100.0,-2.3847e-06
100.1,-2.6322e-06
100.2,-2.811e-06
100.3,-2.6283e-06
100.4,-2.3911e-06
100.5,-2.4403e-06
100.6,-1.8117e-06
100.7,-2.6566e-06
100.8,-2.1359e-06
100.9,-2.0118e-06
101.0,-2.6568e-06
101.1,-2.5994e-06
101.2,-1.7889e-06
101.3,-1.7239e-06
101.4,-2.7782e-06
101.5,-2.3055e-06
101.6,-2.7548e-06
101.7,-2.5514e-06
101.8,-2.6555e-06
101.9,-3.0923e-06
102.0,-2.3849e-06
102.1,-2.1556e-06
102.2,-2.3103e-06
102.3,-2.3035e-06
102.4,-2.4336e-06
102.5,-2.7072e-06
102.6,-2.5446e-06
102.7,-2.7159e-06
102.8,-2.7965e-06
102.9,-1.8417e-06
103.0,-2.0302e-06
103.1,-2.3292e-06
103.2,-2.2911e-06
103.3,-2.4677e-06
103.4,-2.4408e-06
103.5,-2.1807e-06
103.6,-2.5601e-06
103.7,-2.8414e-06
103.8,-2.5721e-06
103.9,-2.5877e-06
104.0,-2.28e-06
104.1,-1.9835e-06
104.2,-2.0008e-06
104.3,-2.4355e-06
104.4,-1.6059e-06
104.5,-2.7673e-06
104.6,-2.6872e-06
104.7,-2.8226e-06
104.8,-2.8409e-06
104.9,-2.1392e-06
