Time(S),Current(A)
120.0,-2.7134e-06
120.1,-2.4537e-06
120.2,-2.4749e-06
120.3,-2.6762e-06
120.4,-2.3894e-06
120.5,-3.288e-06
120.6,-2.1119e-06
120.7,-2.4991e-06
120.8,-2.2465e-06
120.9,-2.7876e-06
121.0,-2.1538e-06
121.1,-2.0108e-06
121.2,-2.113e-06
121.3,-2.4338e-06
121.4,-2.5231e-06
121.5,-3.0892e-06
121.6,-2.729e-06
121.7,-2.4238e-06
121.8,-2.4118e-06
121.9,-2.2951e-06
122.0,-3.1807e-06
122.1,-1.8669e-06
122.2,-2.6286e-06
122.3,-2.7695e-06
122.4,-2.2541e-06
122.5,-1.9827e-06
122.6,-2.2623e-06
122.7,-2.8343e-06
122.8,-2.396e-06
122.9,-2.2054e-06
123.0,-2.4826e-06
123.1,-3.0959e-06
123.2,-2.4949e-06
123.3,-2.581e-06
123.4,-2.1237e-06
123.5,-2.4021e-06
123.6,-2.1693e-06
123.7,-2.6239e-06
123.8,-2.5936e-06
123.9,-2.46e-06
124.0,-2.5379e-06
124.1,-2.3763e-06
124.2,-2.5649e-06
124.3,-2.1772e-06
124.4,-2.4029e-06
124.5,-2.7112e-06
124.6,-3.0553e-06
124.7,-4.1951e-06
124.8,-4.5492e-06
124.9,-3.8985e-06
