Time(S),Current(A)
30.0,0.0027219
30.1,0.0026912
30.2,0.002683
30.3,0.0026778
30.4,0.0026722
30.5,0.0026556
30.6,0.0026248
30.7,0.0026103
30.8,0.002604
30.9,0.0025965
31.0,0.0025881
31.1,0.0025821
31.2,0.0025746
31.3,0.0025477
31.4,0.0025153
31.5,0.0025103
31.6,0.0025201
31.7,0.002522
31.8,0.0025035
31.9,0.002481
32.0,0.0024549
32.1,0.0024508
32.2,0.0024608
32.3,0.0024692
32.4,0.0024726
32.5,0.0024752
32.6,0.0024691
32.7,0.0024843
32.8,0.0025035
32.9,0.0025219
33.0,0.0025389
33.1,0.0025429
33.2,0.0025188
33.3,0.0024912
33.4,0.0024646
33.5,0.002458
33.6,0.0024507
33.7,0.0024495
33.8,0.0024644
33.9,0.0024958
34.0,0.0025453
34.1,0.0025966
34.2,0.0026328
34.3,0.0026536
34.4,0.0026673
34.5,0.002645
34.6,0.0026139
34.7,0.0025808
34.8,0.0025575
34.9,0.0025386
