Time(S),Current(A)
40.0,0.0026845
40.1,0.0026835
40.2,0.0026884
40.3,0.0027252
40.4,0.0027636
40.5,0.0027949
40.6,0.0028204
40.7,0.00284
40.8,0.0028566
40.9,0.0028542
41.0,0.0028322
41.1,0.0028006
41.2,0.0027734
41.3,0.0027527
41.4,0.0027385
41.5,0.0027298
41.6,0.0027288
41.7,0.0027505
41.8,0.0027478
41.9,0.0027355
42.0,0.0027316
42.1,0.0027315
42.2,0.0027355
42.3,0.0027558
42.4,0.0027733
42.5,0.0027566
42.6,0.0027187
42.7,0.002682
42.8,0.0026614
42.9,0.0026526
43.0,0.0026527
43.1,0.0026595
43.2,0.00268
43.3,0.0026945
43.4,0.002705
43.5,0.0027162
43.6,0.0027175
43.7,0.002712
43.8,0.0027055
43.9,0.0027026
44.0,0.0026885
44.1,0.0026751
44.2,0.0026548
44.3,0.0026469
44.4,0.0026428
44.5,0.0026393
44.6,0.0026427
44.7,0.0026843
44.8,0.0027065
44.9,0.0027261
