Time(S),Current(A)
45.0,0.0027427
45.1,0.0027553
45.2,0.0027622
45.3,0.002751
45.4,0.0027303
45.5,0.0027021
45.6,0.0026845
45.7,0.0026769
45.8,0.0026739
45.9,0.0026755
46.0,0.0026949
46.1,0.0027461
46.2,0.0027893
46.3,0.0028195
46.4,0.0028389
46.5,0.0028485
46.6,0.002851
46.7,0.0028541
46.8,0.0028366
46.9,0.0027813
47.0,0.0027516
47.1,0.002742
47.2,0.0027255
47.3,0.0026963
47.4,0.0026755
47.5,0.002671
47.6,0.0026755
47.7,0.0026743
47.8,0.0026591
47.9,0.0026655
48.0,0.0026842
48.1,0.0027193
48.2,0.0027782
48.3,0.0027882
48.4,0.0028012
48.5,0.0028286
48.6,0.0028712
48.7,0.0029452
48.8,0.0030142
48.9,0.0030872
49.0,0.0031225
49.1,0.003141
49.2,0.0031482
49.3,0.0031341
49.4,0.0030767
49.5,0.0029639
49.6,0.0028282
49.7,0.002738
49.8,0.0026733
49.9,0.0026341
