Time(S),Current(A)
35.0,0.0025292
35.1,0.0025334
35.2,0.0025643
35.3,0.0025945
35.4,0.0026277
35.5,0.0026601
35.6,0.0026901
35.7,0.0027105
35.8,0.0027319
35.9,0.0027363
36.0,0.0027275
36.1,0.0027145
36.2,0.0026962
36.3,0.0026827
36.4,0.0026746
36.5,0.0026826
36.6,0.0026975
36.7,0.0027302
36.8,0.0027674
36.9,0.0027994
37.0,0.002817
37.1,0.0028327
37.2,0.0028386
37.3,0.0028195
37.4,0.0027861
37.5,0.0027581
37.6,0.0027429
37.7,0.002745
37.8,0.0027749
37.9,0.0027944
38.0,0.0028056
38.1,0.0028265
38.2,0.0028503
38.3,0.0028646
38.4,0.0028439
38.5,0.0028068
38.6,0.0027665
38.7,0.0027466
38.8,0.0027391
38.9,0.0027397
39.0,0.0027512
39.1,0.0027587
39.2,0.0027496
39.3,0.0027592
39.4,0.0027688
39.5,0.0027635
39.6,0.0027513
39.7,0.0027283
39.8,0.0027057
39.9,0.0026908
