0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.248619,1.2257974,1.1943798,1.1212279,0.78031963,0.77438027,-0.042172138,-0.506407,-0.36072835,-0.32555863,0.84909564,1.2292366,0.26903698,0.6729362,0.6816895,0.38032764,1.3102037,1.0579232,0.59368837,1.3447481,1.256747,1.245805,1.2761285,1.3028573,1.2970743,1.2608106,1.186877,1.0760543,0.963669,2.0068686,0.8508149,-0.33118576,-1.8628472,1.0372905,0.60775584,0.63526624,0.65511733,0.66590285,0.6874731,1.2820687,0.905835,0.79298085,0.86441356,0.9692961,1.0574538,1.1315439,1.1734347,1.1948485,1.157335,1.0576103
0.9674204,-2.2964458,-0.6996037,0.97976863,0.72358036,0.6086941,0.6426126,0.66543335,0.67856336,0.69294375,0.7076372,0.72889453,0.77734995,0.8051726,0.9231851,1.0099365,1.1099735,1.1820316,1.2240782,1.2297053,1.212824,1.1764045,1.1291995,1.0413541,-0.92312396,0.09850464,-2.203286,0.025196195,0.52835155,2.8998556,-0.530166,1.4075841,1.1448303,0.88926655,0.8259619,-1.5144368,0.75828063,0.86675805,0.9843018,1.079337,1.157335,1.2036018,1.2061028,1.1468618,1.0461994,0.94319266,0.7498403,0.10444475,0.11194686,-0.2227083
-1.2011963,-2.118411,-2.4222739,-2.550915,-2.5224671,-2.3567805,0.470361,0.52522534,0.54585814,0.5660215,0.83158904,-0.84543884,-1.0173775,-1.109756,-1.1875968,-1.2446499,-1.2902914,-1.2809129,-1.1289818,-0.9759561,0.9258425,0.82533664,0.79704523,0.7896982,0.80173415,0.8123632,0.82392967,0.84221804,0.87441736,0.89192396,0.9066167,0.91302556,0.91333777,0.91177505,1.3620982,1.1754662,1.0594859,0.9857088,0.9338141,0.8970824,0.8700407,0.85003316,0.8348717,0.82049125,0.80642307,0.79563826,0.7893859,0.784071,0.7778194,0.76844084
0.75874937,0.7535917,0.7504655,0.7440567,0.73952353,0.73545986,0.729364,0.7206107,0.71279484,0.70701194,0.70107186,0.6993526,0.72358036,0.7657834,0.7981392,0.819866,0.83409,0.84409374,0.85222185,0.8584742,0.8611309,0.86472654,0.880201,0.8847334,0.8820767,0.8883291,0.880201,0.8769183,0.88348293,0.87973154,0.87551135,0.8756678,0.8847334,0.9578861,1.0652696,1.1803124,-2.2737813,1.6368879,1.9215242,2.1201913,2.2475824,2.3541849,2.4023273,2.4317136,3.4572499,2.5062726,2.467352,2.4393728,2.4245236,2.4157703
2.409518,2.4079545,2.4073293,2.4062352,2.404516,2.4021716,2.4035778,2.3949811,2.3945124,2.3921678,2.4728227,2.4149885,-0.019194875,-0.20145026,-0.45248088,-0.73227173,-0.99955857,-1.2116688,-1.3648503,-1.4523827,-1.4969302,-1.5235032,-1.5264729,-1.5028703,-1.4070535,-1.2673141,-1.1086613,-0.92609364,-0.8246503,-0.7754131,-0.7511853,-0.73617965,-0.7294585,-0.73180294,-0.72883326,1.4591657,1.6426708,-0.0063778884,-0.22020735,-0.39746007,-0.543296,-0.66318417,-0.7730686,-0.8670099,-0.93297124,-0.956418,-0.9515718,-0.92906404,-0.88670444,-0.8098011
-0.7102327,-0.66052675,-0.6484907,-0.6541179,-0.66709137,0.70294756,-2.3014479,2.1489522,2.0331285,1.9892055,1.9451267,-0.5744013,0.17478277,-0.07374695,-0.29601675,-0.5020304,-0.68303525,-0.82668173,-0.92812586,-0.9936192,-1.036291,-1.061144,-1.0639572,-1.0545794,-1.0148765,-0.92625016,-0.78588563,-0.64552104,-1.3881406,5.754664,0.33687407,1.8236758,1.8128902,1.8167981,1.8532176,1.8666605,1.8722876,0.40424314,0.24215181,-0.13392542,-1.1716536,-1.4264357,-1.7084153,-1.8725388,-1.8869193,-1.9610087,-1.8540939,-1.7459295,-1.6788734,-1.6021258
-1.5063088,-0.74571466,-1.0162835,-1.9377191,-2.1199737,-2.2820654,-2.3786638,-2.3720987,-2.3069184,-2.1923447,-2.0907443,-2.077927,-2.1937516,-2.3863227,-2.5496645,-2.646263,-2.6792438,-2.6331332,-2.4221172,-1.6649617,-1.4380022,-1.3124869,-1.3528143,-1.5149057,-1.7248279,-1.8825426,-1.9753891,-2.020875,-2.0000856,-1.8778529,-1.765624,-1.7440537,-1.822051,-1.946003,-2.0597954,-2.1235695,-2.1452963,-2.1090324,-1.9719507,-1.7365509,-1.4403474,-1.2065104,-1.1450815,-1.2704403,-1.4455051,-1.5703952,-1.6449541,-1.6862197,-1.6705889,-1.5386646
-1.4497253,-1.4828628,-1.6138488,-1.706696,-1.7515566,-1.7614039,-1.7423338,-1.6694949,-1.4931788,-1.2319887,-2.6528277,-0.472019,-0.6520864,-0.896083,-1.0902171,-1.2274555,-1.3163948,-1.3746976,-1.415025,-1.4355013,-1.4179955,-1.3500011,-1.2541841,-1.1849401,-1.1705596,-1.2280807,-1.3267109,-1.3961121,-1.4384718,-1.4587916,-1.4500382,-1.3448428,0.76421994,0.7190472,-0.35197505,-0.3082085,-0.5096897,-0.7819777,-0.9837719,-1.1177275,-1.2079173,-1.2754422,-1.3145192,-1.3162384,-1.2765362,-1.2171395,-1.1364846,-1.0403547,-0.9859599,-0.98205197
-1.0233176,-1.1194468,-1.1916612,-1.2383975,-1.2629374,-1.2802876,-1.2940428,-1.2827885,-1.1499269,0.9105246,-0.13626988,-0.14095879,-0.24037069,-0.38464308,-0.5697117,-0.7360231,-0.85419214,-0.93484694,-0.98814857,-1.0190974,-1.017847,-0.98127097,-0.91358966,-0.815584,-0.75712466,-0.7397745,-0.7807272,-0.85169125,-0.96048164,-1.0902171,-1.1968197,-1.2638757,-1.2544972,-1.098033,6.251255,1.0024337,-0.27147603,-0.27710316,-0.36744946,-0.4878064,-0.59518987,-0.6833475,-0.7569689,-0.80464274,-0.7872926,-0.68412924,-0.62410724,-0.6159792,-0.6666226,-0.7538427
-0.86575943,-0.97611254,-1.070366,-1.1450815,-1.2104183,-1.2513709,-1.2419925,-1.1679022,-1.001122,-0.29898643,-0.28413725,-0.3818299,-0.5397003,-0.68287873,-0.7868238,-0.849972,-0.88795495,-0.9007719,-0.86654043,-0.7852604,-0.6827223,-0.6656851,-0.765878,-0.89858395,-1.0197226,-1.096313,-1.1271061,-1.1302323,-1.1114752,-1.0641137,-0.9267189,0.96038705,-0.087814406,-0.12392163,-0.23661926,-0.33118576,-0.4063699,-0.46357867,-0.5070322,-0.5389193,-0.5497041,-0.5273521,-0.49124482,-0.5201622,-0.5975343,-0.6935078,-0.8005783,-0.8835783,-0.9392236,-0.96517056
