Time(S),Current(A)
30.0,0.0072306
30.1,0.0071873
30.2,0.0071613
30.3,0.0071455
30.4,0.0071367
30.5,0.0071301
30.6,0.0071241
30.7,0.0071267
30.8,0.0071543
30.9,0.007191
31.0,0.0072227
31.1,0.00725
31.2,0.0072714
31.3,0.0072865
31.4,0.0072969
31.5,0.0073039
31.6,0.0073084
31.7,0.0073113
31.8,0.0073131
31.9,0.007314
32.0,0.0073132
32.1,0.0073101
32.2,0.0073063
32.3,0.007297
32.4,0.0072691
32.5,0.0072068
32.6,0.0071588
32.7,0.0071284
32.8,0.0071104
32.9,0.0070981
33.0,0.0070885
33.1,0.0070812
33.2,0.0070832
33.3,0.0071024
33.4,0.0071342
33.5,0.0071702
33.6,0.0071964
33.7,0.0072148
33.8,0.0072317
33.9,0.0072435
34.0,0.0072512
34.1,0.0072563
34.2,0.0072597
34.3,0.0072619
34.4,0.0072609
34.5,0.0072554
34.6,0.0072449
34.7,0.0072253
34.8,0.0071763
34.9,0.0071265
35.0,0.0070954
35.1,0.0070786
35.2,0.0070704
35.3,0.0070653
35.4,0.0070604
35.5,0.0070624
35.6,0.0070817
35.7,0.0071114
35.8,0.0071497
35.9,0.0071788
36.0,0.0072013
36.1,0.007219
36.2,0.0072307
36.3,0.0072398
36.4,0.0072469
36.5,0.0072516
36.6,0.0072546
36.7,0.007255
36.8,0.0072527
36.9,0.0072431
37.0,0.0072239
37.1,0.0071786
37.2,0.0071175
37.3,0.0070794
37.4,0.0070623
37.5,0.0070553
37.6,0.0070516
37.7,0.0070477
37.8,0.0070419
37.9,0.0070519
38.0,0.0070815
38.1,0.007112
38.2,0.0071418
38.3,0.0071673
38.4,0.0071846
38.5,0.0071958
38.6,0.0072042
38.7,0.0072111
38.8,0.0072164
38.9,0.0072199
39.0,0.0072217
39.1,0.007221
39.2,0.0072155
39.3,0.007203
39.4,0.0071674
39.5,0.007101
39.6,0.007059
39.7,0.0070369
39.8,0.0070279
39.9,0.007025
40.0,0.0070227
40.1,0.0070184
40.2,0.0070162
40.3,0.0070415
40.4,0.0070814
40.5,0.0071166
40.6,0.0071431
40.7,0.0071612
40.8,0.0071718
40.9,0.0071794
41.0,0.0071848
41.1,0.0071882
41.2,0.0071908
41.3,0.0071918
41.4,0.0071921
41.5,0.0071888
41.6,0.0071769
41.7,0.0071545
41.8,0.0071192
41.9,0.007081
42.0,0.00705
42.1,0.0070313
42.2,0.0070226
42.3,0.0070184
42.4,0.0070153
42.5,0.0070119
42.6,0.0070272
42.7,0.0070555
42.8,0.0070905
42.9,0.0071223
43.0,0.0071463
