Time(S),Current(A)
145.0,0.0067343
145.1,0.0067709
145.2,0.0068003
145.3,0.0068212
145.4,0.0068351
145.5,0.0068421
145.6,0.0068408
145.7,0.006815
145.8,0.0067664
145.9,0.0067097
146.0,0.0066585
146.1,0.0066143
146.2,0.0065642
146.3,0.0065277
146.4,0.0064973
146.5,0.0064853
146.6,0.0065
146.7,0.0065579
146.8,0.0066176
146.9,0.006673
147.0,0.0067134
147.1,0.0067341
147.2,0.0067484
147.3,0.0067593
147.4,0.006766
147.5,0.0067675
147.6,0.006757
147.7,0.0067378
147.8,0.0067251
147.9,0.00672
148.0,0.0067183
148.1,0.0067157
148.2,0.0066941
148.3,0.0066586
148.4,0.0066202
148.5,0.0065586
148.6,0.0064972
148.7,0.006455
148.8,0.0064263
148.9,0.0064079
149.0,0.0063975
149.1,0.0063939
149.2,0.0064394
149.3,0.0064433
149.4,0.0065396
149.5,0.0066131
149.6,0.0066792
149.7,0.0067186
149.8,0.0067422
149.9,0.0067574
