Time(S),Current(A)
140.0,0.006808
140.1,0.006825
140.2,0.0068416
140.3,0.0068585
140.4,0.0068724
140.5,0.0068811
140.6,0.0068863
140.7,0.0068896
140.8,0.0068902
140.9,0.0068883
141.0,0.00688
141.1,0.0068608
141.2,0.0068221
141.3,0.0067761
141.4,0.0067189
141.5,0.0066709
141.6,0.0066331
141.7,0.0065971
141.8,0.0065736
141.9,0.0065628
142.0,0.0065562
142.1,0.0065562
142.2,0.0065656
142.3,0.0066058
142.4,0.0066495
142.5,0.0066891
142.6,0.0067279
142.7,0.0067628
142.8,0.0067914
142.9,0.0068212
143.0,0.0068413
143.1,0.0068542
143.2,0.006864
143.3,0.006872
143.4,0.0068721
143.5,0.0068651
143.6,0.0068425
143.7,0.0067859
143.8,0.0067214
143.9,0.0066822
144.0,0.0065833
144.1,0.0064922
144.2,0.0064297
144.3,0.0063568
144.4,0.0064331
144.5,0.006507
144.6,0.00657
144.7,0.0066213
144.8,0.0066679
144.9,0.0067049
