Time(S),Current(A)
35.0,0.0073868
35.1,0.0074414
35.2,0.0075125
35.3,0.0075973
35.4,0.0076845
35.5,0.0077568
35.6,0.0078062
35.7,0.0078353
35.8,0.0078521
35.9,0.0078605
36.0,0.0078634
36.1,0.0078633
36.2,0.007862
36.3,0.0078604
36.4,0.0078586
36.5,0.0078565
36.6,0.0078545
36.7,0.0078527
36.8,0.0078515
36.9,0.0078504
37.0,0.007849
37.1,0.0078476
37.2,0.007846
37.3,0.0078443
37.4,0.0078424
37.5,0.0078406
37.6,0.0078387
37.7,0.0078369
37.8,0.0078353
37.9,0.0078338
38.0,0.0078324
38.1,0.007831
38.2,0.0078295
38.3,0.0078281
38.4,0.0078267
38.5,0.0078254
38.6,0.0078243
38.7,0.0078232
38.8,0.0078221
38.9,0.007821
39.0,0.0078197
39.1,0.0078171
39.2,0.0078066
39.3,0.0077735
39.4,0.0077134
39.5,0.0076362
39.6,0.0075523
39.7,0.0074774
39.8,0.0074164
39.9,0.0073693
