Time(S),Current(A)
30.0,0.0079083
30.1,0.0079235
30.2,0.0079305
30.3,0.0079237
30.4,0.0078835
30.5,0.0078085
30.6,0.0077337
30.7,0.0076581
30.8,0.0075859
30.9,0.0075261
31.0,0.0074789
31.1,0.0074455
31.2,0.0074175
31.3,0.0073993
31.4,0.0073893
31.5,0.0073851
31.6,0.0073841
31.7,0.0073875
31.8,0.0074011
31.9,0.0074208
32.0,0.0074424
32.1,0.0074712
32.2,0.0075166
32.3,0.0075709
32.4,0.0076368
32.5,0.0077117
32.6,0.0077883
32.7,0.0078541
32.8,0.0078981
32.9,0.0079236
33.0,0.0079367
33.1,0.0079416
33.2,0.0079419
33.3,0.0079374
33.4,0.0079184
33.5,0.0078777
33.6,0.0078114
33.7,0.0077331
33.8,0.007651
33.9,0.007568
34.0,0.0074977
34.1,0.0074357
34.2,0.0073845
34.3,0.0073414
34.4,0.0073136
34.5,0.0072992
34.6,0.0072946
34.7,0.0073061
34.8,0.0073262
34.9,0.0073515
