Time(S),Current(A)
45.0,0.0070477
45.1,0.0070771
45.2,0.0071017
45.3,0.00712
45.4,0.0071326
45.5,0.007141
45.6,0.0071451
45.7,0.0071474
45.8,0.0071482
45.9,0.0071453
46.0,0.0071351
46.1,0.0071193
46.2,0.0070935
46.3,0.0070438
46.4,0.0070003
46.5,0.0069799
46.6,0.0069729
46.7,0.0069711
46.8,0.0069709
46.9,0.0069687
47.0,0.0069631
47.1,0.0069589
47.2,0.0069719
47.3,0.0069967
47.4,0.007023
47.5,0.0070488
47.6,0.0070689
47.7,0.0070819
47.8,0.0070906
47.9,0.0070961
48.0,0.0071
48.1,0.0071026
48.2,0.0071028
48.3,0.0071019
48.4,0.007097
48.5,0.0070787
48.6,0.0070261
48.7,0.0069754
48.8,0.006952
48.9,0.0069393
49.0,0.0069335
49.1,0.0069287
49.2,0.0069231
49.3,0.0069156
49.4,0.0069113
49.5,0.0069229
49.6,0.0069458
49.7,0.0069698
49.8,0.0069875
49.9,0.0069998
