Time(S),Current(A)
110.0,0.0014154
110.1,0.0014355
110.2,0.0014586
110.3,0.0014722
110.4,0.0015028
110.5,0.0015519
110.6,0.0015751
110.7,0.0015815
110.8,0.0015871
110.9,0.0016288
111.0,0.0016742
111.1,0.0016696
111.2,0.0016053
111.3,0.0015453
111.4,0.0015026
111.5,0.0014734
111.6,0.0014502
111.7,0.0014333
111.8,0.0014217
111.9,0.0014137
112.0,0.0014088
112.1,0.0014061
112.2,0.0014049
112.3,0.0014047
112.4,0.0014051
112.5,0.001406
112.6,0.0014075
112.7,0.0014094
112.8,0.0014111
112.9,0.001413
113.0,0.001423
113.1,0.0014389
113.2,0.0014597
113.3,0.0016393
113.4,0.0016803
113.5,0.0016981
113.6,0.0016947
113.7,0.0016861
113.8,0.0016833
113.9,0.0016993
114.0,0.0017079
114.1,0.0016415
114.2,0.00145
114.3,0.0014371
114.4,0.0014237
114.5,0.0014147
114.6,0.0014106
114.7,0.0014107
114.8,0.0014124
114.9,0.0014142
