Time(S),Current(A)
105.0,0.0017814
105.1,0.0017717
105.2,0.0017706
105.3,0.0017815
105.4,0.0017797
105.5,0.0015634
105.6,0.0015207
105.7,0.0014842
105.8,0.0014582
105.9,0.0014418
106.0,0.0014325
106.1,0.0014278
106.2,0.0014253
106.3,0.0014475
106.4,0.0014823
106.5,0.0015076
106.6,0.0015243
106.7,0.0015352
106.8,0.0015391
106.9,0.0015126
107.0,0.0014694
107.1,0.0014617
107.2,0.0014795
107.3,0.0016686
107.4,0.0017363
107.5,0.00179
107.6,0.0018156
107.7,0.0018245
107.8,0.0018184
107.9,0.0018001
108.0,0.0017859
108.1,0.0017868
108.2,0.0017908
108.3,0.0015807
108.4,0.0015363
108.5,0.0014878
108.6,0.0014512
108.7,0.001426
108.8,0.0014101
108.9,0.001401
109.0,0.0013944
109.1,0.0013904
109.2,0.0013898
109.3,0.001391
109.4,0.0013923
109.5,0.0013944
109.6,0.0013974
109.7,0.0014
109.8,0.0014017
109.9,0.0014055
