Time(S),Current(A)
55.0,0.001238
55.1,0.0012315
55.2,0.0012267
55.3,0.0012236
55.4,0.0012213
55.5,0.0012197
55.6,0.0012183
55.7,0.0012159
55.8,0.0012207
55.9,0.0012424
56.0,0.0012683
56.1,0.00129
56.2,0.0013142
56.3,0.0013318
56.4,0.001368
56.5,0.0014051
56.6,0.0014402
56.7,0.0014805
56.8,0.0014792
56.9,0.0014591
57.0,0.0014081
57.1,0.0013492
57.2,0.0013087
57.3,0.0012784
57.4,0.0012555
57.5,0.0012391
57.6,0.0012279
57.7,0.0012201
57.8,0.0012147
57.9,0.0012108
58.0,0.0012071
58.1,0.0012031
58.2,0.0011988
58.3,0.0011953
58.4,0.0011929
58.5,0.0011914
58.6,0.0012038
58.7,0.0012407
58.8,0.0012717
58.9,0.0012949
59.0,0.0013125
59.1,0.0013212
59.2,0.001325
59.3,0.0013236
59.4,0.0013242
59.5,0.0013297
59.6,0.0013319
59.7,0.0013218
59.8,0.0013123
59.9,0.0013071
