Time(S),Current(A)
30.0,0.0011848
30.1,0.0012045
30.2,0.001209
30.3,0.0012046
30.4,0.001193
30.5,0.0011753
30.6,0.0011599
30.7,0.0011446
30.8,0.001133
30.9,0.0011246
31.0,0.0011181
31.1,0.0011148
31.2,0.0011132
31.3,0.0011128
31.4,0.0011138
31.5,0.0011164
31.6,0.0011188
31.7,0.0011253
31.8,0.001142
31.9,0.0011667
32.0,0.0011958
32.1,0.0012299
32.2,0.0013977
32.3,0.0014333
32.4,0.0014766
32.5,0.001476
32.6,0.0013024
32.7,0.0012722
32.8,0.0012358
32.9,0.0012029
33.0,0.0011794
33.1,0.0011635
33.2,0.0011545
33.3,0.0011501
33.4,0.0011478
33.5,0.0011461
33.6,0.0011442
33.7,0.0011416
33.8,0.0011382
33.9,0.0011351
34.0,0.0011353
34.1,0.0011401
34.2,0.0011512
34.3,0.0011736
34.4,0.0012006
34.5,0.0012292
34.6,0.001403
34.7,0.0014556
34.8,0.0014938
34.9,0.0015168
