Time(S),Current(A)
115.0,0.0014144
115.1,0.0014158
115.2,0.0014165
115.3,0.0014173
115.4,0.0014189
115.5,0.0014214
115.6,0.0014237
115.7,0.0014294
115.8,0.0014428
115.9,0.0014619
116.0,0.0016414
116.1,0.0016739
116.2,0.0016976
116.3,0.0017096
116.4,0.0017125
116.5,0.0017156
116.6,0.0017208
116.7,0.0016624
116.8,0.0014771
116.9,0.0014608
117.0,0.0014436
117.1,0.0014352
117.2,0.0014335
117.3,0.0014334
117.4,0.0014364
117.5,0.0014364
117.6,0.0014326
117.7,0.0014325
117.8,0.0014366
117.9,0.0014401
118.0,0.0014368
118.1,0.0014291
118.2,0.0014369
118.3,0.0014668
118.4,0.001493
118.5,0.0016792
118.6,0.0017401
118.7,0.0017812
118.8,0.0018074
118.9,0.0018239
119.0,0.0018282
119.1,0.0018282
119.2,0.0018323
119.3,0.001825
119.4,0.001596
119.5,0.0015449
119.6,0.001505
119.7,0.0014763
119.8,0.001461
119.9,0.0014536
