Time(S),Current(A)
95.0,0.0014451
95.1,0.0014208
95.2,0.0014018
95.3,0.0013904
95.4,0.001381
95.5,0.001372
95.6,0.0013687
95.7,0.0013684
95.8,0.0013694
95.9,0.0013708
96.0,0.0013727
96.1,0.0013742
96.2,0.0013751
96.3,0.0013789
96.4,0.0013964
96.5,0.001425
96.6,0.001598
96.7,0.0016432
96.8,0.0016654
96.9,0.0016666
97.0,0.0016673
97.1,0.0016745
97.2,0.0016787
97.3,0.0016743
97.4,0.0014813
97.5,0.0014479
97.6,0.0014209
97.7,0.0014046
97.8,0.0013951
97.9,0.0013901
98.0,0.0013874
98.1,0.0013867
98.2,0.0013877
98.3,0.0013896
98.4,0.0013914
98.5,0.0013925
98.6,0.0013922
98.7,0.0013906
98.8,0.0014095
98.9,0.0014422
99.0,0.0016438
99.1,0.0017084
99.2,0.0017451
99.3,0.001762
99.4,0.0017651
99.5,0.0017567
99.6,0.0017493
99.7,0.0017544
99.8,0.0017404
99.9,0.0015318
