Time(S),Current(A)
85.0,0.0014166
85.1,0.0014196
85.2,0.0014487
85.3,0.0014702
85.4,0.0014748
85.5,0.0014734
85.6,0.0014688
85.7,0.001457
85.8,0.0014381
85.9,0.0014193
86.0,0.0014015
86.1,0.001385
86.2,0.0013741
86.3,0.0013689
86.4,0.0013669
86.5,0.0013669
86.6,0.0013678
86.7,0.001369
86.8,0.0013703
86.9,0.0013711
87.0,0.0013722
87.1,0.001375
87.2,0.0013831
87.3,0.0014047
87.4,0.0014112
87.5,0.0014194
87.6,0.0014697
87.7,0.0015157
87.8,0.0015423
87.9,0.0015489
88.0,0.0015299
88.1,0.00148
88.2,0.001439
88.3,0.0014088
88.4,0.0013887
88.5,0.0013766
88.6,0.0013699
88.7,0.0013659
88.8,0.0013637
88.9,0.0013626
89.0,0.001362
89.1,0.0013616
89.2,0.0013618
89.3,0.0013631
89.4,0.0013674
89.5,0.0013806
89.6,0.0014004
89.7,0.0014074
89.8,0.0014518
89.9,0.0015053
