Time(S),Current(A)
60.0,0.0012928
60.1,0.0012707
60.2,0.0012514
60.3,0.0012377
60.4,0.0012291
60.5,0.0012234
60.6,0.0012193
60.7,0.0012165
60.8,0.0012149
60.9,0.0012143
61.0,0.0012142
61.1,0.0012144
61.2,0.001215
61.3,0.0012156
61.4,0.0012157
61.5,0.0012156
61.6,0.0012151
61.7,0.0012143
61.8,0.0012128
61.9,0.0012106
62.0,0.0012079
62.1,0.0012045
62.2,0.0012012
62.3,0.001198
62.4,0.0011951
62.5,0.0011924
62.6,0.0011896
62.7,0.0011866
62.8,0.0011834
62.9,0.0011802
63.0,0.0011768
63.1,0.0011731
63.2,0.0011692
63.3,0.0011657
63.4,0.0011633
63.5,0.0011615
63.6,0.0011605
63.7,0.0011599
63.8,0.0011595
63.9,0.0011592
64.0,0.0011597
64.1,0.0011617
64.2,0.0011644
64.3,0.0011664
64.4,0.0011713
64.5,0.0011812
64.6,0.0011871
64.7,0.0011877
64.8,0.0012185
64.9,0.0012738
