序号,相对时间(s),R（Ω）,X（Ω）,时间
394,42.78,21725.8,-1728.8,2026/01/23 17:15:40
395,42.89,21726.1,-1729,2026/01/23 17:15:40
396,43,21729.7,-1725.09,2026/01/23 17:15:41
397,43.11,21726.6,-1729.64,2026/01/23 17:15:41
398,43.22,21731.1,-1728.38,2026/01/23 17:15:41
399,43.33,21726.6,-1727.31,2026/01/23 17:15:41
400,43.44,21732.3,-1729.08,2026/01/23 17:15:41
401,43.55,21727.2,-1727.26,2026/01/23 17:15:41
402,43.65,21731.1,-1728.52,2026/01/23 17:15:41
403,43.76,21730.9,-1727.45,2026/01/23 17:15:41
404,43.87,21729.6,-1728.24,2026/01/23 17:15:41
405,43.98,21735,-1727.05,2026/01/23 17:15:42
406,44.09,21729.2,-1731.3,2026/01/23 17:15:42
407,44.2,21737,-1725.2,2026/01/23 17:15:42
408,44.31,21734.6,-1729.74,2026/01/23 17:15:42
409,44.42,21736.4,-1726.88,2026/01/23 17:15:42
410,44.52,21739.2,-1728.6,2026/01/23 17:15:42
411,44.63,21735.2,-1728.65,2026/01/23 17:15:42
412,44.74,21740.3,-1727.68,2026/01/23 17:15:42
413,44.85,21737.2,-1729.84,2026/01/23 17:15:42
414,44.96,21738.7,-1728.11,2026/01/23 17:15:43
415,45.07,21737.3,-1727.42,2026/01/23 17:15:43
416,45.18,21741.3,-1730.09,2026/01/23 17:15:43
417,45.29,21740.6,-1728.13,2026/01/23 17:15:43
418,45.4,21741.4,-1729.62,2026/01/23 17:15:43
419,45.5,21743.6,-1726.34,2026/01/23 17:15:43
420,45.61,21738.1,-1730.52,2026/01/23 17:15:43
421,45.72,21748.2,-1727.17,2026/01/23 17:15:43
422,45.83,21741.1,-1730.35,2026/01/23 17:15:43
423,45.94,21745,-1727.91,2026/01/23 17:15:44
424,46.05,21745.4,-1729.17,2026/01/23 17:15:44
425,46.15,21742.8,-1727.75,2026/01/23 17:15:44
426,46.26,21747.6,-1728.81,2026/01/23 17:15:44
427,46.37,21744.5,-1729.07,2026/01/23 17:15:44
428,46.48,21746.6,-1729.6,2026/01/23 17:15:44
429,46.59,21746,-1728.94,2026/01/23 17:15:44
430,46.7,21748.1,-1728.76,2026/01/23 17:15:44
431,46.81,21746.7,-1728.74,2026/01/23 17:15:44
432,46.92,21749.2,-1729,2026/01/23 17:15:45
433,47.02,21747.7,-1728.86,2026/01/23 17:15:45
434,47.13,21745.8,-1729.19,2026/01/23 17:15:45
435,47.24,21751.3,-1727.48,2026/01/23 17:15:45
436,47.35,21745.5,-1730.43,2026/01/23 17:15:45
437,47.46,21751.5,-1725.55,2026/01/23 17:15:45
438,47.57,21749,-1731.59,2026/01/23 17:15:45
439,47.68,21750.4,-1728.81,2026/01/23 17:15:45
440,47.79,21754.6,-1727.75,2026/01/23 17:15:45
441,47.9,21751.5,-1731.33,2026/01/23 17:15:45
442,48,21755.3,-1728.92,2026/01/23 17:15:46
443,48.11,21752.1,-1729.01,2026/01/23 17:15:46
444,48.22,21760.3,-1728.53,2026/01/23 17:15:46
445,48.33,21751.9,-1730.82,2026/01/23 17:15:46
446,48.44,21760.7,-1726.96,2026/01/23 17:15:46
447,48.55,21755.2,-1730.48,2026/01/23 17:15:46
448,48.66,21758.1,-1727.71,2026/01/23 17:15:46
449,48.77,21760.6,-1729.47,2026/01/23 17:15:46
450,48.88,21756.5,-1729.64,2026/01/23 17:15:46
451,48.98,21760.7,-1727.84,2026/01/23 17:15:47
452,49.09,21758.2,-1729.91,2026/01/23 17:15:47
453,49.2,21761.8,-1729.33,2026/01/23 17:15:47
454,49.31,21757.6,-1728.6,2026/01/23 17:15:47
455,49.42,21763,-1729.62,2026/01/23 17:15:47
456,49.53,21760.9,-1730.09,2026/01/23 17:15:47
457,49.64,21763.7,-1729.12,2026/01/23 17:15:47
458,49.75,21767.2,-1728.84,2026/01/23 17:15:47
459,49.86,21763.2,-1731.28,2026/01/23 17:15:47
460,49.96,21769.8,-1727.3,2026/01/23 17:15:48
461,50.07,21767.5,-1732.03,2026/01/23 17:15:48
462,50.18,21770,-1727.94,2026/01/23 17:15:48
463,50.29,21770.3,-1729.83,2026/01/23 17:15:48
464,50.4,21769.9,-1731.34,2026/01/23 17:15:48
465,50.51,21774.2,-1727.73,2026/01/23 17:15:48
466,50.62,21770.4,-1730.12,2026/01/23 17:15:48
