Time(S),Current(A)
50.0,0.0028094
50.1,0.002828
50.2,0.0028361
50.3,0.00286
50.4,0.0029021
50.5,0.002934
50.6,0.0029541
50.7,0.0029666
50.8,0.0029748
50.9,0.0029786
51.0,0.0024154
51.1,0.0011983
51.2,0.0023762
51.3,0.00053392
51.4,0.00046853
51.5,0.00045764
51.6,0.00044429
51.7,0.00043731
51.8,0.0015004
51.9,0.002722
52.0,0.0027867
52.1,0.0028429
52.2,0.0028878
52.3,0.0029183
52.4,0.0029385
52.5,0.0029527
52.6,0.0029629
52.7,0.0029701
52.8,0.0029745
52.9,0.0029774
53.0,0.0029752
53.1,0.0012514
53.2,0.00071912
53.3,0.0021938
53.4,0.00053383
53.5,0.00046537
53.6,0.00044929
53.7,0.00043628
53.8,0.0024857
53.9,0.002597
54.0,0.0026945
54.1,0.0027888
54.2,0.0028562
54.3,0.0029036
54.4,0.0029358
54.5,0.002959
54.6,0.0029751
54.7,0.0029857
54.8,0.0029933
54.9,0.0029982
