Time(S),Current(A)
40.0,0.0031
40.1,0.003106
40.2,0.0031063
40.3,0.0031076
40.4,0.0031087
40.5,0.0030967
40.6,0.0028213
40.7,0.0028325
40.8,0.002814
40.9,0.00072016
41.0,0.00079919
41.1,0.0027699
41.2,0.0028125
41.3,0.0028633
41.4,0.0029246
41.5,0.0029824
41.6,0.0030285
41.7,0.003063
41.8,0.0030912
41.9,0.0031139
42.0,0.0031292
42.1,0.0031394
42.2,0.0031437
42.3,0.0031427
42.4,0.0031342
42.5,0.0031066
42.6,0.0030485
42.7,0.0017229
42.8,0.0021613
42.9,0.0021133
43.0,0.00067159
43.1,0.0023944
43.2,0.00091345
43.3,0.0029273
43.4,0.0029751
43.5,0.0030209
43.6,0.003057
43.7,0.003084
43.8,0.0031036
43.9,0.0031168
44.0,0.0031262
44.1,0.0031323
44.2,0.0031355
44.3,0.0031348
44.4,0.0031266
44.5,0.0031078
44.6,0.0030659
44.7,0.002292
44.8,0.00080306
44.9,0.00056084
