Time(S),Current(A)
35.0,0.0027452
35.1,0.002772
35.2,0.0027889
35.3,0.0013495
35.4,0.0023688
35.5,0.00088696
35.6,0.0027201
35.7,0.0027616
35.8,0.0028064
35.9,0.0028462
36.0,0.0029326
36.1,0.0029675
36.2,0.003029
36.3,0.003064
36.4,0.0030854
36.5,0.0030989
36.6,0.0031037
36.7,0.0030821
36.8,0.0030275
36.9,0.0029591
37.0,0.0028937
37.1,0.0020331
37.2,0.0025989
37.3,0.002683
37.4,0.0027625
37.5,0.0028328
37.6,0.0028464
37.7,0.0029327
37.8,0.0029966
37.9,0.003041
38.0,0.0030701
38.1,0.0030883
38.2,0.0031004
38.3,0.0031085
38.4,0.0031098
38.5,0.0030986
38.6,0.0030504
38.7,0.0029692
38.8,0.0028939
38.9,0.00077636
39.0,0.0026113
39.1,0.0025797
39.2,0.0026851
39.3,0.00279
39.4,0.0028823
39.5,0.0029551
39.6,0.0030073
39.7,0.0030464
39.8,0.0030732
39.9,0.0030902
