Time(S),Current(A)
30.0,0.0031405
30.1,0.0031755
30.2,0.0032166
30.3,0.0032605
30.4,0.0032845
30.5,0.0032927
30.6,0.0032888
30.7,0.0032726
30.8,0.0032474
30.9,0.003212
31.0,0.0031583
31.1,0.0030874
31.2,0.0030154
31.3,0.002964
31.4,0.0029378
31.5,0.0029473
31.6,0.0029959
31.7,0.0030575
31.8,0.0031147
31.9,0.0031595
32.0,0.0031963
32.1,0.0032293
32.2,0.0032529
32.3,0.0032659
32.4,0.0032705
32.5,0.0032695
32.6,0.0032602
32.7,0.0032375
32.8,0.0031971
32.9,0.0031292
33.0,0.0030544
33.1,0.002992
33.2,0.0028244
33.3,0.0028107
33.4,0.0020336
33.5,0.0010707
33.6,0.0010565
33.7,0.002491
33.8,0.0028574
33.9,0.0029576
34.0,0.0030254
34.1,0.0030926
34.2,0.0031106
34.3,0.0031154
34.4,0.003145
34.5,0.0031591
34.6,0.0026515
34.7,0.0018732
34.8,0.0014968
34.9,0.0027237
