Time(S),Current(A)
0.1,0.00398
0.2,0.0040238
0.3,0.0040852
0.4,0.0041617
0.5,0.0042462
0.6,0.0043372
0.7,0.0044411
0.8,0.0045653
0.9,0.0046936
1.0,0.0048046
1.1,0.0049028
1.2,0.00499
1.3,0.0050651
1.4,0.0051287
1.5,0.0051841
1.6,0.005235
1.7,0.0052833
1.8,0.0053154
1.9,0.0053252
2.0,0.0053226
2.1,0.0053293
2.2,0.0053496
2.3,0.0053837
2.4,0.0054224
2.5,0.0054563
2.6,0.0054882
2.7,0.0055145
2.8,0.0055199
2.9,0.0054953
3.0,0.0054611
3.1,0.0054297
3.2,0.0054157
3.3,0.005421
3.4,0.005442
3.5,0.0054728
3.6,0.0055043
3.7,0.005531
3.8,0.0055513
3.9,0.0055662
4.0,0.0055793
4.1,0.005593
4.2,0.0056075
4.3,0.0056197
4.4,0.0056295
4.5,0.0056292
4.6,0.0056207
4.7,0.0056157
4.8,0.005629
4.9,0.005652
5.0,0.0056778
5.1,0.0057095
5.2,0.0057397
5.3,0.0057629
5.4,0.0057758
5.5,0.0057796
5.6,0.0057891
5.7,0.0057914
5.8,0.0057749
5.9,0.0057418
6.0,0.0056905
6.1,0.0056389
6.2,0.0056066
6.3,0.0055995
6.4,0.005611
6.5,0.0056308
6.6,0.005652
6.7,0.0056681
6.8,0.0056751
6.9,0.0056714
7.0,0.0056665
7.1,0.0056598
7.2,0.0056505
7.3,0.0056436
7.4,0.0056418
7.5,0.0056427
7.6,0.0056366
7.7,0.0056466
7.8,0.0056911
7.9,0.0057385
8.0,0.005779
8.1,0.0058126
8.2,0.0058396
8.3,0.0058626
8.4,0.0058778
8.5,0.0058767
8.6,0.005853
8.7,0.0058048
8.8,0.0057485
8.9,0.0056949
9.0,0.0056682
9.1,0.0056592
