Time(S),Current(A)
151.9,0.0052499
152.0,0.0053336
152.1,0.0054461
152.2,0.0055593
152.3,0.0056572
152.4,0.0057451
152.5,0.0058113
152.6,0.0058506
152.7,0.005859
152.8,0.0058059
152.9,0.0057425
153.0,0.0056545
153.1,0.0055555
153.2,0.0054682
153.3,0.005394
153.4,0.0053449
153.5,0.0053229
153.6,0.005315
153.7,0.0053086
153.8,0.0052953
153.9,0.0052737
154.0,0.0052502
154.1,0.0052377
154.2,0.0052668
154.3,0.00533
154.4,0.0054099
154.5,0.0054924
154.6,0.0055788
154.7,0.0056589
154.8,0.005731
154.9,0.0057921
155.0,0.0058331
155.1,0.0058565
155.2,0.0058575
155.3,0.0058134
155.4,0.0057361
155.5,0.0056425
155.6,0.0055465
155.7,0.0054598
155.8,0.0053891
155.9,0.0053472
156.0,0.0053304
156.1,0.0053206
156.2,0.0053108
156.3,0.0053007
156.4,0.0052815
156.5,0.0052568
156.6,0.0052544
156.7,0.0052927
156.8,0.0053564
156.9,0.0054528
157.0,0.0055638
157.1,0.0056566
157.2,0.0057205
157.3,0.0057596
157.4,0.0057837
157.5,0.0057979
157.6,0.0058032
157.7,0.0057854
157.8,0.0057402
157.9,0.0056774
158.0,0.0055928
158.1,0.0054936
158.2,0.0054077
158.3,0.0053505
158.4,0.005321
158.5,0.0053127
158.6,0.0053114
158.7,0.0053097
158.8,0.0053041
158.9,0.005287
159.0,0.005259
159.1,0.0052333
159.2,0.0052278
