Time(S),Current(A)
142.2,0.005256
142.3,0.0053462
142.4,0.0054892
142.5,0.0056178
142.6,0.0057056
142.7,0.0057733
142.8,0.0057872
142.9,0.0057252
143.0,0.0056406
143.1,0.0055383
143.2,0.0054339
143.3,0.005363
143.4,0.0053291
143.5,0.0053232
143.6,0.00532
143.7,0.0053024
143.8,0.0052719
143.9,0.005267
144.0,0.0053354
144.1,0.005454
144.2,0.0055888
144.3,0.0057017
144.4,0.0057683
144.5,0.0058203
144.6,0.0057966
144.7,0.005704
144.8,0.0055791
144.9,0.0054588
145.0,0.0053748
145.1,0.0053222
145.2,0.005295
145.3,0.0052776
145.4,0.0052638
145.5,0.0052443
145.6,0.005226
145.7,0.0052353
145.8,0.0053061
145.9,0.0054297
146.0,0.0055542
146.1,0.0056607
146.2,0.0057373
146.3,0.0057596
146.4,0.0057819
146.5,0.0058166
146.6,0.0057636
146.7,0.0056747
146.8,0.0055617
146.9,0.0054573
147.0,0.005377
147.1,0.0053188
147.2,0.0052749
147.3,0.0052351
147.4,0.0052021
147.5,0.0051927
147.6,0.0052257
147.7,0.0053147
147.8,0.0054473
147.9,0.0055849
148.0,0.0056905
148.1,0.0057613
148.2,0.0058101
148.3,0.0058446
148.4,0.0058479
148.5,0.0057684
148.6,0.0056744
148.7,0.0055818
148.8,0.0054971
148.9,0.005418
149.0,0.0053599
149.1,0.0053221
149.2,0.0052986
149.3,0.0052769
149.4,0.0052548
149.5,0.0052325
149.6,0.0052196
149.7,0.0052601
149.8,0.0053626
149.9,0.005505
150.0,0.0056472
150.1,0.0057386
150.2,0.0057921
150.3,0.0058289
150.4,0.0058647
150.5,0.0058759
150.6,0.0058305
150.7,0.0057406
150.8,0.0056268
150.9,0.0055096
151.0,0.0054128
151.1,0.0053516
151.2,0.0053231
151.3,0.0053133
151.4,0.0053044
151.5,0.0052904
151.6,0.0052659
151.7,0.0052403
151.8,0.0052233
