Normalized_Time,Normalized_Current
0.0,-0.5750650784931091
0.005025125628140704,-0.10490797610583838
0.010050251256281407,0.3652491262814311
0.01507537688442211,0.8354062286687017
0.020100502512562814,1.1374808220171426
0.02512562814070352,1.0737287780457776
0.03015075376884422,1.009976734074414
0.035175879396984924,0.9462246901030502
0.04020100502512563,0.8835710685518858
0.04522613065326633,0.8215635778361329
0.05025125628140704,0.7595560871203799
0.05527638190954774,0.697548596404627
0.06030150753768844,0.6795973962381908
0.06532663316582915,0.6642377425746561
0.07035175879396985,0.6488780889111213
0.07537688442211056,0.4902796568303328
0.08040201005025126,-0.07757242787117502
0.08542713567839195,-0.6454245125726816
0.09045226130653267,-1.2132765972741906
0.09547738693467336,-1.1385775518554764
0.10050251256281408,-0.5871470227991796
0.10552763819095477,-0.03571649374288399
0.11055276381909548,0.5157140353134128
0.11557788944723618,0.6003796488683492
0.12060301507537688,0.6266996479856156
0.12562814070351758,0.6530196471028832
0.1306532663316583,0.6797877239081872
0.135678391959799,0.7083073771303551
0.1407035175879397,0.7368270303525243
0.1457286432160804,0.7653466835746935
0.15075376884422112,0.7910345981790584
0.15577889447236182,0.8140930412097482
0.16080402010050251,0.837151484240438
0.1658291457286432,0.8602099272711277
0.1708542713567839,0.8798235097064976
0.17587939698492464,0.8987481200228041
0.18090452261306533,0.9176727303391095
0.18592964824120603,0.9354567792676889
0.19095477386934673,0.9466826002168405
0.19597989949748745,0.9579084211659921
0.20100502512562815,0.9691342421151435
0.20603015075376885,0.9754438501861633
0.21105527638190955,0.97605065131855
0.21608040201005024,0.9766574524509365
0.22110552763819097,0.9772642535833231
0.22613065326633167,0.9662196301945372
0.23115577889447236,0.9518460283711307
0.23618090452261306,0.9374724265477231
0.24120603015075376,0.9221682558580984
0.24623115577889448,0.8977445102795385
0.25125628140703515,0.8733207647009799
0.2562814070351759,0.8488970191224199
0.2613065326633166,0.8242415092224625
0.2663316582914573,0.7992488875822912
0.271356783919598,0.7742562659421186
0.2763819095477387,0.7492636443019473
0.2814070351758794,0.7084394125619397
0.2864321608040201,0.6615261000143027
0.2914572864321608,0.6146127874666657
0.2964824120603015,0.5636372784494408
0.30150753768844224,0.40704466122293037
0.3065326633165829,0.25045204399642235
0.31155778894472363,0.0938594267699119
0.3165829145728643,-0.006995275792712617
0.32160804020100503,-0.005174872395552806
0.32663316582914576,-0.003354468998392995
0.3316582914572864,-0.0015340656012331835
0.33668341708542715,-0.05505898215383289
0.3417085427135678,-0.13625655868130992
0.34673366834170855,-0.21745413520878817
0.35175879396984927,-0.2986517117362664
0.35678391959798994,-0.5331698146617933
0.36180904522613067,-0.7705807577080401
0.36683417085427134,-1.0079917007542847
0.37185929648241206,-1.240997717061726
0.3768844221105528,-1.4635420323645016
0.38190954773869346,-1.6860863476672763
0.3869346733668342,-1.908630662970052
0.3919597989949749,-2.0402306585563887
0.3969849246231156,-2.113956996141356
0.4020100502512563,-2.187683333726324
0.40703517587939697,-2.2614096713112923
0.4120603015075377,-2.2957711900649325
0.4170854271356784,-2.326983523312067
0.4221105527638191,-2.358195856559201
0.4271356783919598,-2.3802324296273647
0.4321608040201005,-2.373330066746467
0.4371859296482412,-2.3664277038655706
0.44221105527638194,-2.359525340984673
0.4472361809045226,-2.3341239713594906
0.45226130653266333,-2.29392339633888
0.457286432160804,-2.25372282131827
0.4623115577889447,-2.213522246297659
0.46733668341708545,-1.6112798478813581
0.4723618090452261,-0.9253290927891196
0.47738693467336685,-0.23937833769687372
0.4824120603015075,0.3220096293860096
0.48743718592964824,0.3353213292277397
0.49246231155778897,0.34863302906946986
0.49748743718592964,0.3619447289112
0.5025125628140703,0.37110363350315995
0.507537688442211,0.3761097428453497
0.5125628140703518,0.3811158521875395
0.5175879396984925,0.3861219615297281
0.5226130653266332,0.39103536514335935
0.5276381909547738,0.3959276992732249
0.5326633165829145,0.4008200334030917
0.5376884422110553,0.4134308217516258
0.542713567839196,0.4778655169969252
0.5477386934673367,0.5423002122422246
0.5527638190954774,0.6067349074875228
0.5577889447236181,0.46168836736337204
0.5628140703517588,0.054790283027400286
0.5678391959798995,-0.3521078013085715
0.5728643216080402,-0.7590058856445445
0.577889447236181,-0.8886372891312504
0.5829145728643216,-0.9303548669828254
0.5879396984924623,-0.9720724448344029
0.592964824120603,-1.0123601070545682
0.5979899497487438,-1.0347738238820974
0.6030150753768845,-1.0571875407096267
0.6080402010050251,-1.0796012575371559
0.6130653266331658,-1.100643350971686
0.6180904522613065,-1.1195300362172185
0.6231155778894473,-1.1384167214627499
0.628140703517588,-1.1573034067082824
0.6331658291457286,-1.1726405862558031
0.6381909547738693,-1.1864832370883707
0.6432160804020101,-1.2003258879209395
0.6482412060301508,-1.2141172696763498
0.6532663316582915,-1.2251913903424045
0.6582914572864321,-1.2362655110084604
0.6633165829145728,-1.247339631674515
0.6683417085427136,-1.2539638773697344
0.6733668341708543,-1.251688373123285
0.678391959798995,-1.2494128688768356
0.6834170854271356,-1.247137364630386
0.6884422110552764,-1.2224439296596548
0.6934673366834171,-1.18558076086717
0.6984924623115578,-1.1487175920746866
0.7035175879396985,-1.1118544232822019
0.7085427135678392,-1.074735611420056
0.7135678391959799,-1.0376069671321526
0.7185929648241206,-1.000478322844248
0.7236180904522613,-0.8454869863837553
0.7286432160804021,-0.3840526502745407
0.7336683417085427,0.07738168583466541
0.7386934673366834,0.5388160219438812
0.7437185929648241,0.7123569319096851
0.7487437185929648,0.6879711114019004
0.7537688442211056,0.6635852908941144
0.7587939698492463,0.6391994703863296
0.7638190954773869,0.6307126823264225
0.7688442211055276,0.6238482445163003
0.7738693467336684,0.6169838067061767
0.7788944723618091,0.6112486932257731
0.7839195979899498,0.6094662148993873
0.7889447236180904,0.6076837365730027
0.7939698492462312,0.6059012582466168
0.7989949748743719,0.6066443087073405
0.8040201005025126,0.6095645391569505
0.8090452261306533,0.6124847696065617
0.8140703517587939,0.6154050000561718
0.8190954773869347,0.618034471629847
0.8241206030150754,0.6206133764424893
0.8291457286432161,0.6231922812551326
0.8341708542713568,0.6258091111385486
0.8391959798994975,0.6286155663758369
0.8442211055276382,0.6314220216131251
0.8492462311557789,0.6342284768504133
0.8542713567839196,0.6378201215159507
0.8592964824120604,0.6422573547965278
0.864321608040201,0.6466945880771049
0.8693467336683417,0.651131821357682
0.8743718592964824,0.6582568184503462
0.8793969849246231,0.666069383029823
0.8844221105527639,0.6738819476092998
0.8894472361809045,0.681298405894024
0.8944723618090452,0.6855460138207303
0.8994974874371859,0.6897936217474365
0.9045226130653267,0.6940412296741427
0.9095477386934674,0.697998078724913
0.914572864321608,0.7015630353776848
0.9195979899497487,0.7051279920304553
0.9246231155778895,0.7086929486832271
0.9296482412060302,0.7107689951500494
0.9346733668341709,0.7123239230517893
0.9396984924623115,0.7138788509535303
0.9447236180904522,0.7153516078685933
0.949748743718593,0.7154274580101412
0.9547738693467337,0.7155033081516903
0.9597989949748744,0.7155791582932381
0.964824120603015,0.7154864525646785
0.9698492462311558,0.7151072018569379
0.9748743718592965,0.7147279511491961
0.9798994974874372,0.7143487004414555
0.9849246231155779,0.7890940987244502
0.9899497487437187,0.8983562276248068
0.9949748743718593,1.0076183565251609
1.0,1.1168804854255174
