Time(S),Current(A)
75.0,0.0017367
75.1,0.0022356
75.2,0.0022836
75.3,0.0023121
75.4,0.0018607
75.5,0.0020858
75.6,0.0022241
75.7,0.0022354
75.8,0.0022379
75.9,0.0023159
76.0,0.0022902
76.1,0.0023427
76.2,0.0023766
76.3,0.0024105
76.4,0.0023954
76.5,0.00038386
76.6,0.00036526
76.7,0.00035104
76.8,0.00034103
76.9,0.00033241
77.0,0.00032377
77.1,0.00031615
77.2,0.00031187
77.3,0.00035096
77.4,0.00078219
77.5,0.00035702
77.6,0.00035512
77.7,0.001621
77.8,0.0016891
77.9,0.0019552
78.0,0.0011615
78.1,0.0011805
78.2,0.0012036
78.3,0.0012309
78.4,0.0012577
78.5,0.0012826
78.6,0.0013105
78.7,0.0013415
78.8,0.0013709
78.9,0.0013969
79.0,0.0014188
79.1,0.0014387
79.2,0.00032957
79.3,0.00032319
79.4,0.000318
79.5,0.00031357
79.6,0.00030919
79.7,0.00030374
79.8,0.00029779
79.9,0.00029467
