Time(S),Current(A)
60.0,0.0029739
60.1,0.0029787
60.2,0.0029816
60.3,0.0029832
60.4,0.0029839
60.5,0.0029842
60.6,0.0029832
60.7,0.0029818
60.8,0.0029719
60.9,0.002344
61.0,0.00053733
61.1,0.00046947
61.2,0.00045676
61.3,0.0004383
61.4,0.002807
61.5,0.0028857
61.6,0.0029498
61.7,0.0029856
61.8,0.0030042
61.9,0.0030136
62.0,0.0030181
62.1,0.0030199
62.2,0.0030198
62.3,0.0030189
62.4,0.0030173
62.5,0.0030159
62.6,0.0030134
62.7,0.003002
62.8,0.00058193
62.9,0.00046352
63.0,0.00040796
63.1,0.00039633
63.2,0.0026487
63.3,0.0027841
63.4,0.0028826
63.5,0.0029415
63.6,0.0029764
63.7,0.0029968
63.8,0.0030083
63.9,0.0030149
64.0,0.0030181
64.1,0.0030196
64.2,0.0030198
64.3,0.0030187
64.4,0.0030126
64.5,0.00061952
64.6,0.00060811
64.7,0.00044443
64.8,0.00038944
64.9,0.0026628
