Time(S),Current(A)
45.0,0.001629
45.1,0.00050947
45.2,0.00050606
45.3,0.0004992
45.4,0.0016054
45.5,0.0015499
45.6,0.0014252
45.7,0.0021701
45.8,0.0022104
45.9,0.0021845
46.0,0.0022193
46.1,0.0018161
46.2,0.0020358
46.3,0.0023125
46.4,0.0019187
46.5,0.0021348
46.6,0.002155
46.7,0.0021378
46.8,0.0021275
46.9,0.0024735
47.0,0.0028301
47.1,0.0018415
47.2,0.00060909
47.3,0.00077548
47.4,0.00046726
47.5,0.00045084
47.6,0.00044131
47.7,0.0014185
47.8,0.0016937
47.9,0.0023465
48.0,0.0018698
48.1,0.001919
48.2,0.0021741
48.3,0.0022299
48.4,0.0022795
48.5,0.0023093
48.6,0.0023173
48.7,0.0019959
48.8,0.0020858
48.9,0.0024508
49.0,0.0026712
49.1,0.00065152
49.2,0.00046014
49.3,0.0004502
49.4,0.00044845
49.5,0.00043569
49.6,0.00041877
49.7,0.0014447
49.8,0.00074784
49.9,0.0027763
