Time(S),Current(A)
110.0,-2.6337e-06
110.1,-2.587e-06
110.2,-2.2596e-06
110.3,-2.4795e-06
110.4,-2.641e-06
110.5,-2.4805e-06
110.6,-3.1165e-06
110.7,-2.5494e-06
110.8,-2.8391e-06
110.9,-2.03e-06
111.0,-3.3095e-06
111.1,-2.7212e-06
111.2,-2.0029e-06
111.3,-2.5719e-06
111.4,-3.108e-06
111.5,-2.2928e-06
111.6,-2.099e-06
111.7,-2.6389e-06
111.8,-2.3889e-06
111.9,-2.6109e-06
112.0,-2.4589e-06
112.1,-3.0775e-06
112.2,-2.4069e-06
112.3,-3.2965e-06
112.4,-2.0829e-06
112.5,-2.3189e-06
112.6,-2.6221e-06
112.7,-2.5874e-06
112.8,-2.4806e-06
112.9,-2.7574e-06
113.0,-2.5704e-06
113.1,-2.5485e-06
113.2,-2.3205e-06
113.3,-2.0283e-06
113.4,-2.6652e-06
113.5,-2.9265e-06
113.6,-2.5876e-06
113.7,-1.9381e-06
113.8,-2.5506e-06
113.9,-2.4146e-06
114.0,-2.5128e-06
114.1,-3.1103e-06
114.2,-2.385e-06
114.3,-2.3285e-06
114.4,-2.1258e-06
114.5,-2.1355e-06
114.6,-2.7978e-06
114.7,-3.0432e-06
114.8,-2.0307e-06
114.9,-2.3189e-06
